x,y,z,f_64_69,f_Freq_110,f_189_13,f_200_86,f_259_24,f_293_42,f_Freq_341,f_375_83,f_466_29,f_485_27,f_496_72,f_547_28,f_590_2,f_663_15,f_674_2,f_718_04,f_735_5,f_804_08,f_813_61,f_921_43,f_960_35,f_987_44,f_1026_2,f_1072_4,f_1121_6,f_Freq_1173,f_1202_9,f_1220_5,f_1247_3,f_1254_6,f_1375_4,f_1444_2,f_1449_6,f_1481_6,f_1501_9,f_1538_2,f_1586_2,f_1649_3,f_1668_7,f_1734_5,f_1753_3,f_1814_8,f_1834_4,f_1912_2,f_Freq_1919,f_1938_9
-21.5644675865776,-35.1316561509412,5.43807339318012,-4.60486226691876e-09+-1.96907234825186e-05i,-3.30533749231053e-08+-0.000138155256512793i,1.18884274909357e-08+-2.30791408798568e-05i,2.91437468691325e-08+0.000179411987871862i,4.93631095315375e-08+-5.22595947108266e-06i,2.67788635802601e-08+9.10340221395266e-05i,-4.7557588647413e-08+2.20484417360873e-05i,2.16410568814925e-09+5.37714215873117e-05i,7.81468189954588e-08+2.23744853114876e-05i,6.62932877229333e-08+-3.16060037951087e-05i,1.31468858039619e-08+-2.96406447245236e-05i,2.58684463756287e-08+-1.85505764490303e-05i,2.32497857544029e-08+-8.26465921078612e-05i,-1.65880509904719e-07+-0.000101627068543446i,-2.52334545496996e-08+5.89978345488336e-05i,2.15852734352971e-07+-0.000142454996620186i,-4.55618723338074e-08+3.34133953235516e-05i,4.34767038418216e-08+4.1939866803669e-05i,8.53613555142996e-07+-2.05664430281067e-05i,1.62067745434134e-07+-3.23336450242633e-05i,1.74519398846254e-07+-5.2492503261012e-07i,6.46070340739857e-08+-3.13457199962401e-05i,-3.8137353816275e-06+-6.26269849729967e-05i,2.13523735652218e-07+1.69410312364079e-05i,-1.08005130785118e-07+-2.59149253788977e-05i,-1.33672739275025e-06+-6.38384574600795e-05i,2.15059546535822e-06+-0.0002439800243684i,-6.46826762998921e-08+-3.53923531554212e-05i,-6.36418546566316e-07+4.88467554415613e-05i,-9.99771202556385e-08+1.91065597990935e-05i,6.04002678841735e-08+-6.66870821064267e-06i,-1.02149329494895e-06+-6.79424443177717e-05i,-6.00059911178899e-05+0.000547999838307264i,4.92818269007257e-07+-4.44651275841449e-05i,-1.51538286104607e-07+-2.29885132877457e-05i,3.08320901800179e-07+3.63107619383519e-05i,-3.39628153971925e-08+3.03396770676488e-05i,-1.81416118778583e-06+4.43838754730206e-05i,3.14149622531958e-08+1.28249357179395e-05i,3.22270024985102e-08+-7.34040996702292e-06i,-1.61504731385546e-06+-3.26548228451716e-05i,-1.60422559826495e-08+8.76819953546452e-06i,1.8873840417109e-07+1.08032349678864e-05i,-1.82089182995217e-07+2.49993176943662e-05i,-9.69229462393667e-08+1.23436200801338e-05i,-2.28264603144618e-06+-6.02693543452559e-05i
-21.5644675865776,-21.0845582289561,8.65163278556635,-3.12621666463332e-09+-2.15104382847788e-05i,1.70939882865762e-08+3.48314392666481e-05i,1.18330415846104e-08+8.48232139474981e-06i,1.29164546159583e-08+7.76311770316999e-05i,5.80645257208378e-08+-1.1383610392746e-05i,2.70807557236151e-08+7.25132115552795e-05i,-7.99324643540679e-08+7.380901499127e-05i,5.91750882712084e-09+4.69567001889481e-05i,9.00876494497687e-09+1.54509712093101e-05i,-5.98605273563057e-08+3.22151571978181e-05i,4.7588355770863e-09+-6.18944808888499e-06i,7.21174449803701e-09+1.89258797418405e-06i,3.14090691348757e-08+-5.91234530853829e-05i,-5.15848920638415e-08+-1.87761296483872e-05i,1.50298799366244e-08+2.4086231311628e-05i,5.09719568753807e-07+-0.000363683328155298i,-5.4425960944051e-08+3.10512184477428e-05i,-1.7457053761669e-08+1.80191402508671e-05i,1.30285324496512e-07+9.90875627826911e-06i,1.74702586527492e-07+-2.1700390465636e-05i,2.46706418902501e-07+-2.36313879019111e-05i,6.40771935132045e-11+-6.15000480474107e-06i,-1.81921633400614e-06+-2.36678920268944e-05i,3.80200705128774e-07+0.000114268045485206i,-1.1369702000342e-07+-3.34917363772118e-05i,-4.1663313890963e-06+-0.000185537774517218i,2.49568286694533e-06+-0.000277914974069452i,8.4203251316019e-08+-5.26907959817779e-05i,-8.05884875822086e-07+4.91080935614943e-05i,-1.27753378328709e-07+1.85166603854392e-05i,8.61901947249133e-08+-1.06913724742479e-05i,7.73453299769238e-08+3.72547218320771e-06i,-2.28111460204074e-05+0.000238088626286369i,7.33173901259429e-07+-8.5594544477097e-05i,-2.72377995971536e-08+-3.02144300748192e-05i,8.0857980848059e-08+-1.82522977931794e-05i,2.93069102723264e-07+-4.42618448809984e-05i,-6.09616558164667e-06+0.000215283576648685i,-6.81976150146902e-09+2.06491918756712e-05i,-2.19309264938028e-08+-1.7552571647606e-05i,-1.27905816625736e-05+-0.000198356203942874i,3.36287998026716e-09+1.39508778040017e-05i,1.8922430857339e-07+1.69574314954495e-05i,8.73022286506605e-09+7.57704341643227e-06i,1.22608537783832e-08+2.27331737302666e-06i,-7.61927818474444e-07+-3.06760062972174e-05i
-21.5644675865776,-7.03746030697089,10.4974955357987,-1.2522900907659e-09+-1.95399301083533e-05i,4.605843836688e-08+0.000134041601832739i,1.26502441318991e-08+2.99830053930108e-05i,4.097314844264e-09+2.07928548702544e-05i,5.98009477831878e-08+-1.1688852352236e-05i,2.21906322397691e-08+2.07483760168547e-05i,-9.00149965497925e-08+8.70998624446155e-05i,1.10751942840204e-08+2.07228579233206e-05i,-5.88422551148486e-08+8.26392280752211e-06i,-1.53756726493152e-07+7.04656020271968e-05i,-2.62690573775282e-09+1.84446638156014e-05i,-1.07008209039396e-08+1.30838666948431e-05i,3.40518204195153e-08+-1.63748597541917e-05i,8.89987787880571e-09+7.99995833077058e-06i,3.50475753474387e-08+5.34866757956543e-06i,2.94281089606989e-07+-0.000205070690150849i,-5.28369197379791e-08+5.52772052835724e-05i,-5.60445898896897e-08+-5.13427184797202e-06i,-4.00063882390705e-07+3.48228853861612e-05i,1.81782453209443e-07+3.7551335295217e-06i,3.59975238053387e-07+-3.44556324605167e-05i,-2.88501097326309e-08+-9.1504689458521e-07i,1.70872941422073e-06+2.42757724005182e-05i,2.55634115253138e-07+6.72097179805858e-05i,-1.88329854167076e-07+-1.18419009882422e-05i,-2.34639414463837e-06+-0.000101239074542123i,1.01826062907377e-06+-9.99628760856194e-05i,2.01121449005076e-07+-4.02496053274768e-05i,-7.05952904340476e-07+4.69736360041353e-05i,-8.963771441246e-08+2.20942497263647e-05i,1.31477115940885e-07+2.23978073290332e-06i,7.18721050746911e-07+3.12954078086804e-05i,-2.75102399438479e-06+3.72784057770055e-05i,7.91659639115988e-07+-6.82908347286493e-05i,3.38077755342663e-07+1.08884920987797e-05i,3.31921235220968e-08+-4.95701637590992e-06i,9.51287086434201e-07+-0.000180348819912042i,-6.28012412688628e-06+0.00022995531293269i,2.46241960444941e-09+1.89454822541377e-05i,1.07419500398706e-07+5.23252214695446e-06i,-6.64141643349838e-06+-7.86339170403881e-05i,4.69748619201811e-08+-2.91784143136563e-06i,1.39988875341589e-07+4.65647950279718e-06i,2.58795093486984e-07+-2.34824001667574e-05i,1.14308369069582e-07+-1.19349394728106e-05i,1.43565318358335e-06+4.65640431239906e-05i
-21.5644675865776,7.00963761501428,10.4731503146026,7.81121170021241e-10+-1.37944918299367e-05i,4.56212988303398e-08+0.000131018428699582i,1.2118129071974e-08+3.86896093721007e-05i,-1.21093187851508e-09+-1.58985661515741e-05i,5.97655219458563e-08+-1.02016174637985e-05i,1.58721745038279e-08+-4.00336000759459e-05i,-8.99937014019027e-08+8.28268496766669e-05i,1.72149681111191e-08+-1.19264828320329e-05i,-5.84523971917563e-08+-2.08185285755848e-06i,-1.56787192271964e-07+5.2285253098208e-05i,-4.59397749291217e-09+2.66937436444738e-05i,-9.67291074699936e-09+2.16165690771077e-06i,2.98427859284695e-08+2.43489674079689e-05i,1.26838205793681e-08+-6.60560036790558e-06i,2.75026385245198e-08+-4.18607566203469e-06i,-2.15256734570051e-07+0.000165630461431887i,-5.8160896161277e-08+8.58754246786426e-05i,-4.51162744315141e-08+-1.54948782360926e-05i,-3.87517801012119e-07+3.33769015911176e-05i,1.61020607540999e-07+2.63119251216884e-05i,3.59005902613145e-07+-3.16506649068404e-05i,-2.63148444044471e-08+-1.32985642808446e-06i,1.68367832283667e-06+1.73316361264394e-05i,1.17884689823331e-08+-5.98313165623303e-05i,-1.78225113695076e-07+5.76815937754657e-06i,2.42739781326137e-06+0.000106074424658711i,-7.77340289169217e-07+0.000105987851681793i,1.96664096621458e-07+-2.30248024195389e-05i,-7.09610226303021e-07+5.51722549739126e-05i,-8.99816516603556e-08+3.00492983747191e-05i,1.62017259796102e-07+1.66011736394231e-05i,6.63896310250261e-07+5.46627007671789e-06i,-1.52833067243798e-06+-2.41047802394865e-05i,7.88135948399053e-07+-4.4744317586808e-05i,3.38252269364751e-07+2.72082195810806e-05i,9.97085646879161e-08+2.96172696223151e-05i,9.67160649458695e-07+-0.000170017761732378i,-6.28468036798858e-06+0.000249370679535447i,1.66974383614418e-08+2.1915611666117e-05i,2.33071664533964e-07+2.2903259070569e-05i,6.72764510282781e-06+0.000118512819679006i,5.74277104144639e-08+-3.0834676290609e-06i,2.24449325830371e-08+-2.93968378772789e-06i,2.67614347116073e-07+-9.46068465074953e-06i,1.29499066833776e-07+4.79031319760678e-06i,1.61926084958194e-06+9.32026688627024e-05i
-21.5644675865776,21.0567355369995,8.63508784356751,2.57831349579008e-09+-5.83258670656928e-06i,1.66588509014341e-08+2.98253705620069e-05i,9.78655505888901e-09+4.67279909013412e-05i,-1.02993010990867e-08+-7.75444366683761e-05i,5.78603562891013e-08+-9.91000383673284e-06i,1.04617046418209e-08+-8.90133325795757e-05i,-7.98713300894292e-08+6.18772124664439e-05i,2.1759394432839e-08+-3.73952497856201e-05i,8.01793628606632e-09+-1.01512862499393e-05i,-6.95695096116147e-08+-1.14513831245211e-05i,-3.43952669456881e-10+1.56321345456571e-05i,9.32710917814308e-09+-2.3368770274743e-05i,2.04762874137335e-08+5.37455341766768e-05i,4.59739569807299e-08+1.28637142923821e-05i,2.1879297379269e-08+-3.00020179416449e-05i,-4.50057279251321e-07+0.000323187845521458i,-6.41389994401218e-08+8.30581628606298e-05i,6.04092991536484e-09+-1.18732027356754e-05i,1.43836603696721e-07+1.44898790058007e-06i,1.19395659911423e-07+3.48575428324417e-05i,2.47537347174078e-07+-1.820221962338e-05i,4.83831274315748e-09+-7.85112297412476e-06i,-1.75808275424399e-06+-3.6296555251615e-05i,-5.31070712167383e-08+-0.000112337039912774i,-9.98671591410446e-08+-5.53603570446536e-06i,4.21592096351311e-06+0.000171199065182736i,-2.30358928179756e-06+0.000253538514190287i,7.12681304821107e-08+-7.7049351099988e-06i,-7.58981794283614e-07+5.52676010112609e-05i,-1.08954591154887e-07+2.98894802593458e-05i,1.47430836071939e-07+1.18027014670319e-05i,1.07046417386865e-08+-4.25397301550511e-05i,-2.0695138131675e-05+0.000130558037059742i,7.24124006225661e-07+-4.67095135776724e-05i,-1.30347046557535e-08+-4.26345505272754e-06i,5.46802103818027e-08+1.69573566581176e-05i,3.58923515746218e-07+-3.08341054073389e-05i,-6.01058814560114e-06+0.000252723328988639i,2.26277043934804e-08+1.74777258190986e-05i,2.41217245423361e-07+1.13072620569216e-05i,1.317242865862e-05+0.00017694509565763i,2.53894253388795e-08+6.90238299431647e-06i,1.64703595685548e-08+2.6979140155346e-08i,5.00721180997415e-08+1.54380202917415e-05i,5.90332270150807e-08+1.25140906833208e-05i,-5.15913278707844e-07+5.68275196170703e-06i
-21.5644675865776,35.1038334589846,5.59063724269051,4.04122067376946e-09+3.17563193458109e-06i,-3.3365018464222e-08+-0.00014291689939162i,7.59213695219394e-09+6.83214982179108e-05i,-2.62288604446066e-08+-0.000182820546628185i,4.94066971948262e-08+-1.21369590463824e-05i,7.89343724898125e-09+-9.81018420937804e-05i,-4.78222482282261e-08+6.55787961762265e-06i,2.19644210963645e-08+-5.03400712094799e-05i,7.53473345220731e-08+-6.25540714961448e-06i,5.19804079810253e-08+-7.55920754684207e-05i,7.43385689466464e-09+-5.7822818856217e-06i,2.82998371114675e-08+-4.27835321909688e-05i,1.04377149892077e-08+6.16580002665166e-05i,1.38681544025802e-07+8.30095831380608e-05i,3.80249956825039e-08+-6.91709006436916e-05i,-1.94340103539473e-07+0.000117606194585113i,-5.06526124759917e-08+3.97659760760291e-05i,5.97227656040179e-08+2.86645000176651e-06i,8.27639686113937e-07+-3.91597113829509e-05i,9.09305910390636e-08+3.29590543834704e-05i,1.68599781105711e-07+3.98420297933835e-06i,6.48801599705508e-08+-2.99475708739719e-05i,-3.61821107114839e-06+-6.51234500158633e-05i,1.13075236499747e-07+-3.25373818986544e-05i,-8.8051199661631e-08+-2.74385565327159e-05i,1.46517699270162e-06+3.76069588817389e-05i,-2.04849952292101e-06+0.000190405379264288i,-8.2661385645434e-08+5.68048810700483e-07i,-5.22083775112724e-07+3.06143789831445e-05i,-5.35061243776942e-08+1.38913582691793e-05i,1.04877527642761e-07+-7.43770825068054e-06i,-8.52189610647405e-07+-7.90852210945992e-05i,-5.4918766352429e-05+0.000475176747556063i,4.83008050797432e-07+-4.35024504070011e-05i,-1.23880917270348e-07+-2.70788094728568e-05i,-1.73790291970212e-07+-4.31028682296085e-05i,1.44460883827909e-08+3.87535007794389e-05i,-2.10161663120478e-06+8.77031176018689e-05i,5.29539257334021e-08+-5.12934758967475e-06i,1.72204498293103e-07+-1.02228095232169e-05i,2.83591321711095e-06+1.15228024645631e-05i,1.87253723760579e-08+-1.48946965737793e-06i,6.50363176717577e-09+-7.53323571038282e-06i,-5.81659609331967e-08+7.53021239000753e-06i,1.82637841812649e-08+-7.21444534067495e-06i,-2.26856813964496e-06+-0.00010663970575802i
-21.5644675865776,49.1509313809698,2.18375370843527,5.37950254411778e-09+1.31843578010109e-05i,-9.41664208110947e-08+-0.000351583195693767i,6.9351345368156e-09+0.00010840405252724i,-4.84265467966579e-08+-0.000326720270917898i,3.65302478313361e-08+-1.64895417282082e-05i,8.92363074120775e-09+-6.37314366195917e-05i,8.29997951300814e-09+-8.8232970160952e-05i,1.88973543249514e-08+-5.69861886666073e-05i,1.06825329256914e-07+4.11493444828408e-06i,1.45127969922271e-07+-0.000107696529653244i,1.47491624171141e-08+-2.71001681771597e-05i,3.81363286760071e-08+-4.73980552840838e-05i,3.44858342922621e-09+4.34679118592655e-05i,2.50427862607046e-07+0.000163117271473939i,6.93165249139491e-08+-0.00010361744616123i,2.56085188865494e-07+-0.000221195021427808i,-1.22307250973863e-08+-1.39789004169112e-05i,7.96939636866671e-08+1.9003153628441e-05i,1.19097078565437e-06+-5.92719851813931e-05i,8.51000222327695e-08+3.23930582955556e-05i,1.79551300692573e-07+3.67475420969145e-05i,1.54579679840851e-07+-6.55308030704151e-05i,-1.95083715564445e-06+-4.18179539193394e-05i,3.07697254667394e-07+8.83366082003847e-05i,-9.70433953287819e-08+-3.77633894724165e-05i,-1.31756624154754e-06+-8.37404722236634e-05i,9.23319887580507e-07+-0.000150879010715687i,-1.79236804563288e-07+-7.86243418525737e-06i,-6.88877259622549e-08+-2.66404056358168e-06i,6.30104616340884e-08+-7.01995058414211e-06i,8.36159203059711e-08+-1.73774952147041e-05i,-6.87744312479908e-07+-4.93323489051221e-05i,-5.12946506725409e-05+0.00048608949962859i,1.50529861185423e-07+-2.35650602733693e-05i,9.82830273784273e-08+-1.57183642653635e-05i,-4.42952305140018e-07+-0.000100432177125915i,2.97537542753503e-07+-2.96303062451159e-05i,4.35259282537071e-06+-0.000187322333793883i,1.16941687591766e-07+-3.13739619595769e-05i,1.32226640401515e-07+-1.53032998263676e-05i,-1.13687454757473e-05+-0.000172257254683513i,6.05618831877229e-08+-1.91773902565332e-05i,-2.97964630142146e-08+-1.90505869488175e-05i,3.50087691851696e-08+-1.05711414633124e-05i,5.14856224002035e-08+-2.07506924692296e-05i,-2.6537197824583e-06+-0.000123879223570816i
-21.5644675865776,63.198029302955,0.227012934104803,7.04140055096891e-09+2.58450197914549e-05i,-1.61460802683065e-07+-0.000581863235172116i,8.84149041270383e-09+0.000170673641165282i,-7.70920929749909e-08+-0.000509195555951335i,2.58856979771088e-08+-2.39809665966416e-05i,1.46851730406952e-08+1.08255246260392e-05i,8.58397174485206e-08+-0.000222916169639058i,1.46394549243135e-08+-6.52588630297212e-05i,9.75244713070153e-08+7.4453129243185e-06i,1.66217609873088e-07+-9.31151516747036e-05i,1.86477126541923e-08+-4.49422881881053e-05i,3.81058897620724e-08+-3.88329736605574e-05i,2.03919193640079e-09+-1.01612170482824e-05i,3.20838851111171e-07+0.000198762506730191i,9.97608072199892e-08+-0.000114706456420558i,5.96698171525358e-07+-0.00046412218062848i,4.15931103231084e-08+-5.07137789907856e-05i,3.57279779030308e-08+2.31960289323284e-05i,8.0323331797545e-07+-3.78878081896645e-05i,9.12797207901618e-08+3.43883782232737e-05i,2.44158394475122e-07+7.16010408806292e-05i,2.5120890672114e-07+-0.000101694369929597i,2.64515321427636e-06+2.23363038098892e-05i,3.12338800061644e-07+0.000131387286293888i,2.45667217542982e-08+-3.45746951143819e-05i,-1.4547682116896e-07+-1.74247704114069e-05i,5.74117835253882e-06+-0.000657510525501233i,-1.72016230874148e-07+-3.9402273607092e-05i,2.61619931448455e-07+-1.85172687711776e-05i,1.47463147213986e-07+-1.86057262169897e-05i,1.06952522766195e-07+-5.41754025500614e-06i,1.54859266115306e-06+8.71411322944353e-05i,4.22910608408583e-05+-0.000354317048457626i,-7.80046402931384e-08+-1.47520815058909e-05i,3.28624020821874e-07+2.4814295254551e-06i,-6.1921578202204e-07+-0.000131719556528937i,7.56244498654445e-07+-0.000139130747892649i,7.60296319441145e-06+-0.000322143544124133i,1.60586245202795e-07+-3.50003834992058e-05i,2.01836244396316e-07+6.21908559500674e-06i,-3.82224732946979e-06+-3.31005138705145e-05i,9.4931792293218e-08+-2.70326900949756e-05i,6.22345650212732e-08+-1.64178462810209e-05i,1.74658635388845e-07+-2.22075797507788e-05i,7.34889742261954e-08+-2.06590134627099e-05i,-2.62720627184128e-06+-8.18164076430368e-05i
-21.5644675865776,77.2451272249401,-1.82779818520162e-05,0+0i,0+-0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i
-21.5644675865776,91.2922251469253,0,0+0i,0+-0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+-0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+0i,-0+0i,0+0i,0+-0i
-21.5644675865776,105.33932306891,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-15.9068772201194,-105.367145760867,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-15.9068772201194,-91.3200478388819,-1.27506767348041,-0+0i,0+-0i,0+0i,0+0i,-0+0i,0+-0i,0+0i,0+-0i,0+0i,0+-0i,-0+0i,0+-0i,-0+0i,0+-0i,0+0i,-0+0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+-0i,-0+0i,-0+0i,-0+0i
-15.9068772201194,-77.2729499168967,-3.36735385291156e-05,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+-0i,-0+0i,0+0i,-0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+-0i,-0+0i,-0+0i,0+-0i
-15.9068772201194,-63.2258519949116,-5.9230828193225e-05,0+-0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+-0i
-15.9068772201194,-49.1787540729264,1.50662605885834,-4.64941481111205e-09+-9.95666832233259e-06i,-9.39014830381227e-08+-0.000348426110381375i,1.17645217347345e-08+-6.87444301777531e-05i,5.2886606513956e-08+0.000326509047132241i,3.34175227510769e-08+6.63116778815132e-06i,2.20300378706256e-08+8.42286001247497e-05i,1.1270501388472e-08+-7.57074374460064e-05i,-9.64720299021039e-10+4.19882657803347e-05i,1.21268561382982e-07+1.63383632651449e-05i,1.46911565101025e-07+-8.27417407516024e-05i,1.67746496553094e-08+-4.03051672913758e-05i,3.53577872399667e-08+-3.77281440271576e-05i,1.1055057982995e-08+-6.01492968952683e-05i,-2.82891405037621e-07+-0.000202013854332089i,-6.38874603037739e-08+0.000104732440736308i,-2.47345240084977e-07+0.000213303422872396i,2.16641287751016e-08+3.52974575820875e-05i,7.42743125186508e-08+4.56881953943422e-05i,1.14156596864079e-06+-3.15305921061397e-05i,1.36896892535593e-07+-1.78564613057516e-05i,1.63075687207693e-07+3.93109707669141e-05i,1.77182541600129e-07+-7.65072598765554e-05i,-2.44858860584619e-06+-6.01287298093861e-05i,-4.14867470505065e-08+-0.000112092718868513i,-8.01292448083059e-08+-1.49755846491773e-05i,1.63313517034209e-06+6.10396584314086e-05i,-1.67142191325917e-06+0.000171705270543754i,-1.46654235654649e-07+1.54074110723008e-05i,-1.91064883645292e-07+4.56951976095784e-05i,1.12804302288883e-08+2.52996759037629e-05i,6.21741085543068e-08+8.62162657710773e-06i,-8.76118636276533e-07+-6.85612206395722e-05i,-4.87266012290753e-05+0.000410846021285005i,7.57160936866569e-08+2.63425200831559e-05i,4.07689068799069e-08+2.27920854480086e-05i,4.93926584137412e-07+0.000106777864783111i,4.57587767580966e-07+-6.66538352006399e-05i,7.77141518343231e-06+-0.000337798260319019i,1.38103658957201e-07+-2.4865654276873e-05i,1.72300711360286e-07+1.12092944556945e-05i,1.26498091252913e-05+0.000199603444250955i,7.47068972838204e-09+-2.54089540393209e-05i,4.65329587702297e-08+-2.5515186383305e-05i,-1.49716783603356e-07+-1.2003206677624e-05i,-1.45123859234264e-07+-1.87820224747203e-05i,-2.15071079443664e-06+-8.7540653163502e-05i
-15.9068772201194,-35.1316561509412,4.89585450753204,-3.51790406239317e-09+-1.4280529468483e-05i,-3.36776262778271e-08+-0.000140471586342283i,1.01397185176786e-08+-3.32594469785698e-05i,3.06689659881285e-08+0.000187510737829028i,4.81416645509793e-08+-5.8768174900371e-06i,2.77658835176725e-08+0.000104343108541479i,-4.72004633069295e-08+2.33497755693328e-05i,2.18777333059594e-09+5.41726735043736e-05i,9.3917197354374e-08+1.4489609824407e-05i,5.93625177762138e-08+-3.03930431825576e-05i,1.23316867593111e-08+-3.34696296579905e-05i,2.8587570374136e-08+-2.1706530997452e-05i,2.18861943428084e-08+-7.64125999382522e-05i,-1.99150209515835e-07+-0.000122661498566204i,-3.7224467900867e-08+7.43496563267694e-05i,2.45497249120809e-07+-0.000161286349692801i,-2.11726417043513e-08+2.36706927850738e-05i,4.21029545499522e-08+4.12384834685639e-05i,8.28754707299485e-07+-1.99674244181295e-05i,1.48726317378143e-07+-2.79105168739018e-05i,1.32183899684155e-07+9.68967214585243e-06i,9.01265286938172e-08+-3.41302219905344e-05i,-4.40541242533683e-06+-6.95106625782518e-05i,2.30174846095824e-07+2.44433467861206e-05i,-1.33248814073506e-08+-3.63581678229954e-05i,-6.15184583000979e-07+-3.66539939625121e-05i,1.74013709455189e-06+-0.000200665046162168i,-5.77474100942189e-08+-4.0551058567892e-05i,-7.59121356363717e-07+6.10593485519926e-05i,-1.33299762074891e-07+2.47855012815331e-05i,5.01214312154284e-08+-8.13338543818558e-06i,-1.12175665755259e-06+-6.96524137228071e-05i,-6.29466263230566e-05+0.000579660605663958i,4.05105327267661e-07+-3.50726727378252e-05i,-1.77117125182419e-07+-2.12398990979595e-05i,3.41477797162681e-07+4.78839453330945e-05i,6.42830132909443e-08+1.50409289960933e-05i,8.25847422004634e-07+-5.99318875377851e-05i,7.33884630339586e-08+5.85458648683482e-07i,3.40040645018507e-08+-1.25782648410234e-05i,-9.42293341087037e-07+-3.05860789755319e-05i,-6.4499404306684e-09+8.94235771546577e-06i,1.64122248256049e-07+7.76225238696304e-06i,-1.35281542066619e-07+1.75093267735949e-05i,-8.69224426708782e-08+6.18878978992564e-06i,-2.62997113854854e-06+-7.56441857906329e-05i
