x,y,z,f_69_19,f_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
-100.901577074544,74.4654447246263,1.34323154560717,-2.31077323489697e-12+-3.1885209777359e-07i,7.85231242578798e-10+2.03839343881806e-06i,-1.44041174760622e-10+-7.83453283429309e-07i,1.5199554689554e-11+-3.29486675624157e-07i,-5.14159375810376e-09+1.91654141365961e-06i,-1.32640906937937e-10+4.42261843618407e-07i,3.72105599870204e-09+-1.61658942272817e-06i,4.5027084666905e-10+-9.6100672044728e-08i,9.61975747803481e-10+-5.52205925548067e-08i,5.79876442889603e-10+-3.03052142307492e-08i,6.04732435783399e-10+-2.84375592860386e-08i,7.77100012206374e-10+9.08857545681007e-08i,9.43427396440395e-10+-2.5417754274199e-08i,9.04755908177618e-10+1.17393028345277e-07i,1.21461763459907e-09+7.28128131711207e-08i,2.11306599708345e-09+-6.15193244092292e-08i,2.132505872271e-10+6.02926450090811e-08i,6.91174534893564e-10+-2.85576022026283e-07i,-1.47759925761757e-08+8.00175245963855e-07i,2.10659882450351e-09+5.12039256616199e-07i,2.0772135003088e-09+2.24559656106833e-07i,2.84013163690187e-09+2.95382802851352e-07i,2.52625663848874e-08+1.19654249750851e-06i,2.056927932584e-09+1.60531204100488e-07i,1.91235289977885e-08+-7.68037690515829e-07i,3.59646309991019e-08+8.98098990027125e-07i,9.57303856696403e-06+-4.54170083189108e-05i,9.32394454961485e-09+-1.43051369343576e-06i,1.21919897295522e-09+-1.95385682046283e-08i,2.90116569911428e-09+-1.39266560521813e-07i,-9.96203118628617e-09+-8.57431499869472e-07i,-8.22411470965483e-08+3.66951171802138e-06i,4.78028759059665e-09+-3.46829506709655e-07i,3.34375739889299e-09+-2.26231950892659e-07i,5.28791644157833e-10+-2.16689561770013e-07i,4.30157388222357e-08+5.53380786848092e-06i,1.47056924491085e-08+-6.94554380503373e-07i,-3.16701906726175e-10+-2.09090051920101e-07i,-5.25377980689422e-10+-2.35541703872492e-07i,-4.99958340076716e-10+-2.53236155631599e-07i,-1.76942699710258e-09+-4.72345415019477e-07i,-1.00212040819548e-08+-1.72077604861304e-06i,-9.74595884815219e-08+4.25002764896683e-06i,-7.78715419128088e-09+1.12386387155254e-06i,-1.43584665189429e-08+7.33610405998368e-07i,-2.71318773663276e-09+6.63778338855098e-07i
-100.901577074544,87.9986337085124,0.387698397210493,-3.07023135004642e-12+-3.69977172396219e-07i,1.27685324959386e-09+3.36905599694363e-06i,-2.08804831226606e-10+-1.14351417063193e-06i,2.28147572485646e-11+-5.0096895959221e-07i,-1.1542589841466e-08+3.9051544463375e-06i,-5.778670226117e-10+8.44475459496538e-07i,2.62342391757274e-09+-1.1868229447455e-06i,8.58750369037167e-11+1.80535776348683e-07i,1.04422465497286e-09+1.11518903864953e-06i,1.03609785339166e-08+-2.21999392666678e-06i,2.74009348451125e-09+-9.04229694610169e-07i,1.90357231344242e-09+2.39720199006658e-07i,1.47852388726209e-09+8.94407286449179e-08i,3.40265852652489e-09+-8.33212650774797e-07i,1.83035386402331e-09+-5.96337395854891e-07i,1.6301837428346e-09+-1.11913744682242e-07i,1.02713431644666e-10+-2.73780086887591e-07i,1.79509876382244e-10+-2.81545679378538e-07i,-1.18595336041306e-08+6.14173682414361e-07i,1.15783725474443e-09+1.20511133527085e-07i,1.20221785693245e-09+1.91476927109432e-08i,1.3538452460356e-09+-6.14959993159336e-08i,-1.98023910764456e-08+-1.16919072360032e-06i,1.91927401019713e-09+-1.82197334655291e-09i,-2.82896645436454e-08+8.47242912515252e-07i,1.38833737386247e-08+8.25052382038953e-07i,-1.37536692883625e-06+6.9603703468008e-06i,1.61711085817556e-09+2.64958764988446e-07i,-1.31085397201906e-09+2.39689263122227e-07i,1.53993882035367e-09+9.77413143976158e-08i,-2.65617753360394e-09+-2.02242806751265e-07i,-3.10000063990621e-08+1.43979624657974e-06i,2.80702715462194e-09+4.86665041318641e-09i,2.20425670197242e-09+6.27568571707506e-08i,2.58018364166301e-09+2.86154029125225e-07i,3.89541470631491e-08+3.82284211442464e-06i,6.37275439695697e-09+-1.69798392755524e-06i,-5.86837662736582e-11+-9.81781221937404e-08i,-1.93242982012769e-10+-9.36892493959827e-08i,-1.42653874066546e-10+-9.21753712375403e-08i,-1.18311213317174e-10+-1.23918615236586e-07i,-2.93708011458447e-09+-6.11313704178379e-07i,-3.56791851947554e-08+1.47908547594767e-06i,-2.78621871608822e-09+4.08705909793071e-07i,-7.14646962722002e-09+3.31466683112158e-07i,-1.84668160291895e-09+2.03302105437364e-07i
-100.901577074544,101.531822692399,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-95.24451782563,-101.466012065894,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-95.24451782563,-87.9328230820078,0.445587426394471,-3.56577406444577e-12+-3.75150901755009e-07i,1.36250030361642e-09+3.61303934334607e-06i,-2.11007161530856e-10+-1.12512291974354e-06i,1.87311040807761e-11+-4.80472741484657e-07i,-1.02005150297377e-08+3.47579456440772e-06i,-4.42917868397837e-10+6.99179342885347e-07i,1.08685858729925e-09+-3.56819789009467e-07i,4.25589069517262e-12+2.36498320746658e-07i,1.22223588556503e-09+1.13228189718167e-06i,1.0280442048523e-08+-2.22006786276795e-06i,2.8227272515733e-09+-9.25747309761549e-07i,1.9420364457072e-09+2.52485255774503e-07i,1.46206727527789e-09+7.88713150913561e-08i,2.96366865448951e-09+-6.50045457215673e-07i,1.70386275008849e-09+-4.50154830423814e-07i,1.77053523962797e-09+-2.07555056962275e-08i,2.15085803773778e-10+-2.67908916841767e-07i,2.76162101546523e-09+-5.92897386759123e-08i,1.97087837016549e-09+-4.21298767268831e-07i,1.11923210548799e-09+1.50987293552409e-07i,1.12808451288056e-09+9.62347841065748e-09i,1.18316730607265e-09+-1.11334093198677e-07i,-2.62672270423705e-08+-1.50232881088208e-06i,1.92493840975001e-09+-1.08402494372318e-10i,-1.72409297232575e-08+3.81573281274205e-07i,-2.68748614915469e-08+-6.06459655163178e-07i,-3.64337597636863e-07+2.10802305676412e-06i,2.39897140887861e-09+5.46660762347027e-08i,8.95632709151111e-09+-3.26678320087539e-07i,2.07238445571092e-09+-2.98117555235016e-08i,-8.47061611680897e-09+-6.40471378493979e-07i,-7.16431743776787e-08+3.27795067175001e-06i,2.86606682298644e-09+-3.02752174103377e-08i,2.26669047918953e-09+1.02670094567942e-08i,1.23436669400055e-09+-8.52313107030008e-09i,2.0658999721991e-08+2.35581209733332e-06i,3.03600777066053e-09+-6.19608844336892e-07i,9.40341366257044e-10+1.5390460191802e-08i,-4.52799745391819e-11+-2.21712863934979e-09i,8.56550053865782e-11+-4.3151574139206e-09i,7.31517425183405e-10+2.50253183720543e-08i,2.01046466576468e-10+-2.98542110305195e-07i,-2.42617813286244e-08+9.19686782692793e-07i,-2.22234800638059e-09+2.74709040384039e-07i,-5.83458077784833e-09+2.37390171344794e-07i,-1.56066003093448e-09+1.50535293536093e-07i
-95.24451782563,-74.3996340981217,1.4706442263702,-2.78407932171619e-12+-3.23374194718839e-07i,8.70211371719307e-10+2.28180422976218e-06i,-1.53042935588625e-10+-7.81748441020455e-07i,1.24895256996132e-11+-3.10364930003795e-07i,-3.85891866197578e-09+1.50840285060407e-06i,-1.53461417698399e-11+3.18158679419074e-07i,2.57797594462502e-09+-9.95988916811116e-07i,4.13723016082252e-10+-5.37690340041533e-08i,1.09404208898877e-09+-4.82073275279874e-08i,5.83342020864837e-10+-3.63623331700726e-08i,6.48198027426885e-10+-3.68974747917083e-08i,7.93412792412251e-10+9.29883039103698e-08i,9.94732964345867e-10+-2.51063294496572e-08i,7.81996439004719e-10+1.87754857030878e-07i,1.18919149532121e-09+1.3408737202662e-07i,2.57762675361588e-09+3.71003442537495e-08i,2.92340586553798e-10+-3.27095936377033e-08i,2.20735636225026e-09+-1.32926935187109e-07i,-1.03931772737371e-08+4.6209264864096e-07i,2.25293149918041e-09+5.54433021891886e-07i,2.13591170738084e-09+2.37442330021543e-07i,2.90180780202674e-09+2.83232597641003e-07i,2.45880333899289e-08+1.15194439764221e-06i,2.29475502150132e-09+1.67368979449084e-07i,3.68703925183375e-08+-1.55733101041211e-06i,-4.01721455140537e-08+-1.72618140526171e-06i,8.83551931519412e-06+-4.1827427498274e-05i,9.68243769139349e-09+-1.46613508243031e-06i,4.47761646947138e-09+-1.49900046496444e-07i,3.11499427859924e-09+-1.43881762079628e-07i,-1.45895372514078e-08+-1.16175290147237e-06i,-1.22942987988674e-07+5.59390005770166e-06i,5.06050941969284e-09+-1.69388253397157e-07i,3.95799018941708e-09+-6.20015915079608e-08i,2.39377316889831e-09+8.20635535054393e-08i,5.46081126286405e-08+5.89835275503638e-06i,1.62132322735547e-09+-3.22912595803866e-06i,-5.15258921577075e-10+-2.26497084774242e-07i,-2.65599932556922e-10+-2.18710732777042e-07i,-4.7539309814934e-10+-2.55264380264421e-07i,-1.95173439292773e-09+-4.65014116013786e-07i,-5.82416891450428e-09+-1.36254633272183e-06i,-8.53242396682209e-08+3.65615823348478e-06i,-7.35869675160486e-09+9.40706458468781e-07i,-1.1455868806408e-08+5.5041456741288e-07i,-1.94507398217256e-09+5.82391448685383e-07i
-95.24451782563,-60.8664451142355,2.82263749428312,-2.02112159503155e-12+-2.76215380850667e-07i,4.09176205058324e-10+1.03036315704806e-06i,-1.03083282764232e-10+-4.98417037388607e-07i,7.90313192362808e-12+-1.75327969850335e-07i,1.05292649772236e-09+-9.74970784621393e-09i,3.22098632469271e-10+2.16129552427652e-08i,3.46315142786008e-09+-1.34209498023764e-06i,7.03313228516597e-10+-2.43539046585213e-07i,1.29458504569945e-09+-7.46751622117637e-07i,-4.78224619364683e-09+1.15570834318995e-06i,-5.08217895490979e-10+4.32340287787957e-07i,5.05613277444069e-10+7.47560908286239e-08i,9.89596756042655e-10+-8.0222748503097e-08i,8.06306451883715e-11+5.58252254705165e-07i,1.2495567510873e-09+3.88442063182696e-07i,3.29711941771408e-09+-2.91587131462194e-08i,3.63528932430733e-10+2.38512634032159e-07i,3.75012596888482e-09+-8.22465854784006e-08i,-1.22091168217708e-08+4.94992469370692e-07i,2.95394123028412e-09+6.74014500274289e-07i,2.82268469930806e-09+2.81872922902676e-07i,3.87087330814619e-09+3.51360703963676e-07i,2.42347694790592e-08+1.05920036407144e-06i,3.42267424580452e-09+1.80844865303895e-07i,2.70719718596354e-08+-1.32751104408034e-06i,-3.39364019711833e-08+-1.41687891354021e-06i,6.78824098727811e-06+-3.1779982866933e-05i,1.03075632558349e-08+-1.10916652087793e-06i,7.92955412897466e-09+-1.70201486296771e-07i,4.44105526601262e-09+-6.20370202819063e-08i,1.09653964382812e-09+-1.28202649390986e-07i,-1.61135501958345e-08+6.07525350885089e-07i,5.02504794361413e-09+-2.50306635164828e-07i,3.74241587067353e-09+-1.64031352382365e-07i,7.5496735892069e-10+-2.67832571400888e-07i,3.86767676860718e-08+4.82057323394361e-06i,2.39345599025376e-09+-1.49570365811036e-06i,1.5125889328898e-10+-7.18861326607895e-08i,-7.19886239883327e-10+-8.16279858355237e-08i,-5.31624667770097e-10+-7.01699742338047e-08i,-8.24223280509256e-10+-1.42744378381454e-07i,5.46798514994867e-09+-1.11110117519528e-07i,-2.3959764760758e-08+3.52872044378105e-07i,-4.39621294277383e-09+8.83300260397466e-08i,-8.18991157632423e-09+1.42933148392405e-07i,-3.78485621287254e-09+-5.85017799085551e-08i
-95.24451782563,-47.3332561303493,4.20704394689428,-1.28600204805991e-12+-2.36685056831855e-07i,-8.70100309986564e-12+-1.12790120120626e-07i,-5.82006104147236e-11+-2.79447173575953e-07i,6.06501092228881e-12+-8.50777330261216e-08i,4.20801816430601e-09+-9.84101587186621e-07i,5.55873992019527e-10+-1.89171618204626e-07i,3.33813247288114e-09+-1.1988147316639e-06i,8.3295742447044e-10+-3.07208816940877e-07i,1.79254489511199e-09+-9.64268296944724e-07i,-5.98460139484995e-09+1.38622561660676e-06i,-7.2739999641363e-10+4.99762190854659e-07i,9.82917631182013e-10+1.88440246672568e-07i,1.32984092013947e-09+-9.35551142140611e-08i,5.06161482780072e-10+5.48927731567628e-07i,1.70318759711987e-09+3.7358004989666e-07i,3.69291309219444e-09+-2.46320983772851e-07i,3.75670563815442e-10+6.5072163980908e-07i,6.49515134181362e-09+5.6656548073899e-08i,-7.51216052578658e-09+1.84966825040881e-08i,3.11386404445748e-09+5.00906311414873e-07i,3.10702560227337e-09+1.77087815175394e-07i,4.19972483540051e-09+2.12325456090174e-07i,1.00885076038718e-09+-2.68953351439055e-07i,4.48917601854412e-09+8.1754776429311e-08i,-1.80789488457355e-08+1.64845330181434e-07i,-4.83121903852278e-09+5.03079699951096e-08i,-3.38750627727217e-07+2.57838403429304e-06i,7.46791486736965e-09+6.72859162258224e-08i,1.16199288242116e-08+-1.30537151268461e-07i,5.42168613280222e-09+1.2225165666905e-07i,2.36692193547034e-08+1.39003338523728e-06i,1.41537943628489e-07+-6.73268948866307e-06i,3.09597499110515e-09+-1.63620972590688e-07i,2.2379300553064e-09+-1.89684418992553e-07i,-2.00215513540026e-09+-7.78483611402955e-07i,-4.43649008855523e-09+8.42032876656079e-07i,-6.58538116525311e-09+1.43123276788823e-06i,1.21280391305684e-09+2.10518067486722e-07i,-1.25526519324061e-09+1.57880579039516e-07i,-6.83488010724767e-10+2.06861015329168e-07i,1.78670791145724e-10+2.87303244364256e-07i,1.83959127554247e-08+1.45835652801938e-06i,4.88075064853334e-08+-3.45524297406538e-06i,-1.74261055560311e-09+-8.36280075827257e-07i,-2.16967241120551e-09+-3.93138213242482e-07i,-4.12572117716729e-09+-5.1542984205307e-07i
-95.24451782563,-33.8000671464631,5.41224539633583,-6.25667509966134e-13+-2.07911860036991e-07i,-3.58043704144804e-10+-1.07911140699155e-06i,-1.68933822203625e-11+-1.22973723412447e-07i,7.12705455609084e-12+-4.07910969552313e-08i,5.65795934710414e-09+-1.43832083749723e-06i,6.92374691492224e-10+-3.2983170401033e-07i,2.0649722172145e-09+-5.03117402958309e-07i,7.97560652962101e-10+-2.50449426997984e-07i,2.49583159579917e-09+-8.09805004450431e-07i,-4.11554236872625e-09+8.92643274116122e-07i,-2.98983327921157e-10+2.66017660751382e-07i,2.01008945338569e-09+4.08732114990606e-07i,1.84402892423393e-09+-7.8108905957699e-08i,1.62241064187639e-09+2.70244308650187e-07i,2.33370234196538e-09+1.62703621929646e-07i,3.47426542925365e-09+-6.47631380016604e-07i,2.47807855501798e-10+1.26909531195642e-06i,7.65509752623188e-09+6.28652822769057e-08i,-8.11310404204945e-09+-3.91756482353556e-08i,2.86428567044787e-09+1.44325857789428e-07i,3.09176695751239e-09+1.94523159714879e-08i,4.27075961836757e-09+6.82583399653416e-08i,-1.08011515419398e-08+-9.92843335066372e-07i,4.75774898017658e-09+-4.53959608198326e-08i,-5.76399356806095e-08+1.54410358975271e-06i,3.08392945077632e-08+1.64608236482412e-06i,-5.14664725934436e-06+2.57154051522392e-05i,5.24222124216692e-09+8.02295603425613e-07i,9.68380389604831e-09+1.40881641271775e-07i,5.61838384698266e-09+2.95640081813329e-07i,2.91850550434841e-08+1.73769172947055e-06i,1.76147028635889e-07+-8.35570595990939e-06i,1.14085739053191e-09+3.19028792467626e-07i,1.35889695460436e-09+1.19296540333912e-07i,-1.61051060393407e-09+-7.51797999406774e-07i,-2.18263482911156e-08+-1.48102465303712e-06i,-2.00329213172307e-08+1.89134974999314e-06i,1.80036295956596e-09+3.61427152113985e-07i,-1.53298306678471e-09+2.76743327759336e-07i,-1.03305771895508e-09+3.07176490367669e-07i,-5.83654469051239e-10+3.92988978492809e-07i,2.29878254136687e-08+2.09030532618481e-06i,7.11959467663469e-08+-4.53830454108515e-06i,-1.41572421814603e-09+-1.01117187007371e-06i,-8.84700738685301e-10+-5.39171231967367e-07i,-3.14292708788699e-09+-3.68989830189762e-07i
-95.24451782563,-20.266878162577,6.3167822076335,-1.10826018574895e-13+-1.90471533949844e-07i,-6.10862262992888e-10+-1.78652152620549e-06i,1.72378943666593e-11+-2.43937799862192e-08i,9.68112007095636e-12+-3.03676481784761e-08i,5.86864100474451e-09+-1.51443407522988e-06i,7.46347258329493e-10+-4.04968984826307e-07i,4.47713985721944e-10+3.36012786844588e-07i,6.7906304785358e-10+-1.46095598928547e-07i,3.16046213986046e-09+-5.18617259869064e-07i,-1.27673437425812e-09+1.68278898489419e-07i,3.17263189987293e-10+-6.30242732312933e-08i,3.11859269243961e-09+6.475424660319e-07i,2.32170154820586e-09+-5.30814689398394e-08i,2.8572922663441e-09+-1.02008778556039e-07i,2.91076689867807e-09+-1.20648027404792e-07i,2.80031965263149e-09+-1.12295245775707e-06i,1.05903457072981e-11+1.93559317003141e-06i,6.17589142245926e-09+-1.400940082747e-07i,-1.87776995297699e-08+6.98079322952493e-07i,2.47342065161842e-09+-2.38531682019581e-07i,2.98419563323608e-09+-1.06495102513389e-07i,4.37310956696512e-09+1.73079939516396e-08i,2.86451760445715e-09+-3.55161515790531e-07i,4.15375643454396e-09+-1.45007448233259e-07i,-6.91436715405342e-08+1.99356809487368e-06i,4.35390594624277e-08+2.17630385334017e-06i,-4.05649421123478e-06+2.04625992164738e-05i,5.70056761552685e-09+5.14632687098275e-07i,4.59197982740403e-09+4.76145182780202e-07i,5.15345117002499e-09+3.8305327876716e-07i,7.91963289745557e-09+2.34993015622498e-07i,1.71650817227826e-08+-1.00285985025643e-06i,5.93074089244795e-10+1.11987163896973e-06i,2.16023267713461e-09+7.36282469020805e-07i,2.37248706606724e-09+-1.49975952686585e-07i,1.84013417432097e-09+-1.7285874778275e-07i,-2.42626516248771e-08+1.43819784220615e-07i,2.80717519071807e-09+3.77227390593883e-07i,-1.26664324266228e-09+2.72364053612823e-07i,-9.64652123768434e-10+2.68760776624185e-07i,-1.38942857805582e-09+2.895802541058e-07i,2.0053696680954e-08+1.90317648076868e-06i,6.0296739422098e-08+-3.5929508684929e-06i,9.73509924791947e-10+-6.55733354773626e-07i,-7.48319789692811e-09+-1.65855137437819e-07i,-3.5861697553235e-09+-1.9034386605423e-07i
-95.24451782563,-6.73368917869078,6.78137844870582,1.80423178688211e-13+-1.82877694109673e-07i,-7.41846706296096e-10+-2.15633577176453e-06i,3.82927241236892e-11+2.6064528050447e-08i,1.14365302980382e-11+-3.23019579649923e-08i,5.6779445929768e-09+-1.46440510107561e-06i,7.58948365289981e-10+-4.36055203933148e-07i,-6.54866655864423e-10+8.98303577112465e-07i,5.82177728847309e-10+-7.08076813316151e-08i,3.54155511929564e-09+-3.15318159304647e-07i,5.81106487044199e-10+-3.07663056325023e-07i,7.26956002457166e-10+-2.81943568215399e-07i,3.79759226350919e-09+7.95585512163045e-07i,2.58623472749133e-09+-3.69728774528467e-08i,3.58924167582531e-09+-3.42050913962932e-07i,3.2335458674716e-09+-3.08232424476946e-07i,2.26446116775917e-09+-1.43830162784449e-06i,-1.72342856742578e-10+2.36634452618907e-06i,4.54195482370226e-09+-3.08476028013815e-07i,-2.90590095829808e-08+1.44527631593354e-06i,2.19620640038624e-09+-4.76347918642954e-07i,2.90232541078627e-09+-1.6829141529466e-07i,4.47335348720707e-09+2.57369698094092e-08i,2.16670485957137e-08+5.91695112560321e-07i,3.61005014814518e-09+-1.82632583682295e-07i,-5.75420006555462e-08+1.57126989940356e-06i,1.63292878303464e-08+1.18014210064955e-06i,-8.221144150818e-07+4.88999150593738e-06i,7.10781795933293e-09+-9.18774833042258e-08i,2.67947530425253e-09+5.80952235661049e-07i,4.7174260892649e-09+3.84237901218614e-07i,-1.71025598347577e-08+-1.51493342702782e-06i,-1.66677786362969e-07+7.50692805443412e-06i,9.47678828618693e-10+1.74962460698368e-06i,3.40648777895211e-09+1.24815955351652e-06i,6.30040887439826e-09+4.54641881868566e-07i,3.26332693232651e-08+2.20078395475023e-06i,-1.19949735196307e-08+-6.99076153490352e-07i,3.85858197464994e-09+3.51271580520806e-07i,-8.2547094157037e-10+2.39172222783868e-07i,-4.87305883450302e-10+2.38820273669625e-07i,-1.49389882518697e-09+1.83207901382645e-07i,1.61729216609736e-08+1.60620186273477e-06i,5.14711023280572e-08+-2.72722062234043e-06i,4.76411880545311e-09+-3.71769296682749e-07i,-1.49654426517498e-08+2.58830492272629e-07i,-5.25220370364755e-09+-2.765234012705e-07i
-95.24451782563,6.79949980519538,6.78853034556955,2.15959495596523e-13+-1.82645226624077e-07i,-7.45694323056852e-10+-2.16720255679425e-06i,4.10602304665374e-11+3.324058204082e-08i,1.07579962642135e-11+-3.13371923896699e-08i,5.68460375817279e-09+-1.46661317432721e-06i,7.60675046883355e-10+-4.37961957605206e-07i,-6.91263172126827e-10+9.18004387866869e-07i,5.75173336610755e-10+-7.0145976473805e-08i,3.55424707955677e-09+-3.10475780403754e-07i,5.71914617465744e-10+-3.10664708731718e-07i,7.60358290492287e-10+-2.92335807842101e-07i,3.82008612126755e-09+8.00517065085241e-07i,2.58845686789341e-09+-3.71301747306405e-08i,3.57086199273342e-09+-3.38807392294748e-07i,3.24916068806015e-09+-3.12777510148419e-07i,2.29691917525071e-09+-1.44653054291201e-06i,-1.75426929740203e-10+2.38393978980965e-06i,4.96581909351799e-09+-2.49173578152266e-07i,-2.91125152218581e-08+1.44993026892649e-06i,2.1856230181957e-09+-4.8005824238933e-07i,2.90784933693072e-09+-1.6918838458428e-07i,4.48647924085734e-09+3.10821909571731e-08i,2.24293718206459e-08+6.32746128090601e-07i,3.91617599193986e-09+-1.58227156295908e-07i,-4.30211017570663e-08+9.43761796733542e-07i,-2.94862800564822e-08+-4.26636826400842e-07i,-5.68275690334263e-07+3.65257572237487e-06i,7.05895544485022e-09+-9.97997368421567e-08i,4.20407534229101e-09+4.93017517645058e-07i,4.76614169699039e-09+3.66607219891682e-07i,-1.78892726671107e-08+-1.57030197124123e-06i,-1.72130401816395e-07+7.75887873548261e-06i,9.04988954651507e-10+1.76376392020353e-06i,3.36983757059514e-09+1.25732312105962e-06i,6.3179248918031e-09+4.57953775299441e-07i,2.97864269543749e-08+1.96334491350346e-06i,-5.33665487059418e-10+6.18540972764953e-07i,3.88907081134296e-09+3.56144095549907e-07i,-7.50712973617817e-10+2.48601249615801e-07i,-2.67294913506547e-10+2.73181996288849e-07i,-1.64798254425383e-09+1.48487512383947e-07i,1.57089662256755e-08+1.567744893805e-06i,5.07206282481054e-08+-2.68452058846778e-06i,4.81826571368964e-09+-3.6178987162992e-07i,-1.51420097527721e-08+2.71576489170053e-07i,-5.28868289248022e-09+-2.76845201204064e-07i
-95.24451782563,20.3326887890816,6.30002518313515,-3.40323850106714e-14+-1.90637758395938e-07i,-6.09197734645612e-10+-1.7820457440572e-06i,2.28861292460298e-11+-1.01044679695143e-08i,7.77677501356473e-12+-2.81897153781718e-08i,5.87572382978507e-09+-1.5160712061029e-06i,7.48106272111707e-10+-4.05564991490508e-07i,4.49956160664376e-10+3.37719391075207e-07i,6.67633746689077e-10+-1.50798402377515e-07i,3.15236028398935e-09+-5.21586958112503e-07i,-1.44578024187249e-09+1.99723061102898e-07i,3.70631282767658e-10+-7.084112143109e-08i,3.10788365630799e-09+6.4452423020762e-07i,2.29411739105037e-09+-5.57675797607532e-08i,2.7431679471009e-09+-7.31374207485766e-08i,2.91989427605036e-09+-1.16346345839001e-07i,2.89987919722851e-09+-1.11166107667822e-06i,1.90383080380855e-11+1.92486706183785e-06i,7.22314482712937e-09+2.76763624494702e-09i,-1.82232695561333e-08+6.59192693420343e-07i,2.46414453567418e-09+-2.30777444944424e-07i,3.01804457260895e-09+-1.04040679003478e-07i,4.39164003677337e-09+1.98697233138673e-08i,3.63832243505063e-09+-3.13652215833585e-07i,4.81746375363894e-09+-9.66536256025076e-08i,-3.97039731711673e-08+7.00805214128791e-07i,-5.69216509266472e-08+-1.30505799640088e-06i,-3.6658767600249e-06+1.85479231785219e-05i,5.46594356169683e-09+5.34194375655966e-07i,4.32625106117653e-09+4.87630924301223e-07i,5.07975880250524e-09+3.9070745990287e-07i,7.33369424404132e-09+1.95521857277052e-07i,1.21134789782519e-08+-7.62848702475255e-07i,4.53900566893187e-10+1.1379338674578e-06i,2.07508607523036e-09+7.4698679371374e-07i,2.23504633615659e-09+-1.67195057730186e-07i,-4.12342341510146e-09+-6.8334758818371e-07i,-7.31454955357812e-09+2.29014601833353e-06i,2.86115061713509e-09+3.90603866631768e-07i,-1.09496048160344e-09+2.99018919507029e-07i,-6.12371793603802e-10+3.30197695739165e-07i,-1.62815413667717e-09+2.424480758584e-07i,1.958885996319e-08+1.87842721529849e-06i,6.12481977825039e-08+-3.62387937239735e-06i,1.14435766603986e-09+-6.67514561891003e-07i,-7.26878643423671e-09+-1.73632112062664e-07i,-3.48297553277159e-09+-2.05694311496923e-07i
