x,y,z,f_65_08,f_105_94,f_189_79,f_198_4,f_270_7,f_293_51,f_334_24,f_363_7,f_452_86,f_472_73,f_477_61,f_530_77,f_573_61,f_646_62,f_670_04,f_680_38,f_713_89,f_773_66,f_793_9,f_923_48,f_932_34,f_936_5,f_990_08,f_1016_7,f_1063_9,f_1120_1,f_1144_5,f_1201_7,f_1240_6,f_1250_5,f_1310_8,f_1361_9,f_1392_8,f_Freq_1424,f_1454_7,f_1504_4,f_1512_4,f_1584_8,f_Freq_1650,f_1660_3,f_1674_4,f_1722_3,f_1790_4,f_1837_3,f_1868_1,f_1879_7,f_1919_1,f_1974_3,f_Freq_1980
135.876677815849,78.6643680556766,31.2,1.8588122828362e-06+2.65475694231112e-09i,4.38245857360047e-06+3.63103741168901e-08i,-2.25703434901786e-06+5.62979649995124e-09i,1.50409957109091e-06+7.3877685384192e-09i,-9.39758099932036e-06+-9.43562787510098e-07i,-1.46611699380802e-06+-3.33179822333376e-07i,1.09631918341057e-05+-6.94392860459184e-07i,2.15057643167174e-06+-4.36201335469598e-07i,7.24975443092944e-06+-1.52128118697709e-07i,1.44348966326578e-05+-1.79610120187072e-06i,1.08025265641212e-05+-1.48452901351426e-06i,6.47684183692292e-06+-1.4978748427619e-06i,7.83070923182473e-06+-1.94766655480093e-06i,-2.06101132073389e-05+3.53886640444748e-07i,-4.3871452278242e-06+-1.51169697012357e-06i,-2.90295883493951e-06+-1.73499566399101e-06i,8.77375417560223e-06+-5.10438830126196e-06i,1.31995009573963e-05+-7.25102139216873e-06i,-3.63333838184982e-05+7.48679350684528e-06i,-8.61896403909544e-06+3.54440517287852e-06i,-3.69062430738674e-06+-1.50186135936329e-06i,-3.00932624272971e-06+-2.15615199346303e-06i,5.00114180817364e-05+-2.89520510100006e-05i,-3.02733507312965e-06+-3.17285404862848e-06i,-2.64918778650895e-05+-1.76715783268464e-06i,-1.1468740968117e-05+-4.26179705312696e-06i,-1.29512677330573e-05+-5.26984843559873e-06i,-1.03538426890948e-05+4.34720593810797e-06i,2.74121535529582e-05+4.41534374554081e-07i,1.67721583264879e-05+-6.8928083658698e-07i,-5.66647982306131e-07+-1.20375589249194e-06i,-6.92269336407556e-06+-3.7087804038939e-06i,-3.68195717105899e-06+-2.0591752320174e-06i,-1.43831000446848e-05+-1.63199424396223e-05i,8.23117450413642e-06+4.57405350155616e-06i,-3.21008964698455e-06+3.92996142115118e-06i,-1.94847300636542e-06+4.14454059964023e-06i,-2.16262500556006e-05+1.0393568718696e-05i,-6.86942719348356e-07+2.78364953962682e-06i,6.24844341185858e-06+3.23865173300231e-08i,8.10026279703554e-06+-6.25593321668795e-06i,-5.4942097513219e-06+8.27561635533357e-06i,-5.93446112735371e-06+4.77087722266932e-06i,-2.91048947009595e-05+-4.31858386996748e-06i,3.40171551653688e-05+1.69713063594614e-05i,1.84234915810614e-05+1.14963044197397e-05i,1.92792866755506e-05+6.32877276268244e-06i,-0.000839181678725092+6.50557657704364e-05i,-3.8140279185257e-05+2.67347487126494e-05i
135.876677815849,92.9669852483267,31.2,1.266285488017e-06+2.45029664401962e-09i,2.33625354892889e-06+3.03121700658472e-08i,-2.00937211353979e-06+-1.72080031179267e-09i,8.34231123933168e-07+5.03606165389488e-09i,-5.11772069577058e-06+-8.00322062063554e-07i,-7.10244932238901e-07+-2.84270338470044e-07i,7.71684555995105e-06+-5.94467121511197e-07i,1.61982211396955e-06+-3.70694885417025e-07i,4.53468489448495e-06+-9.1829455993865e-08i,9.32961693433909e-06+-1.55747758658031e-06i,7.01598652703738e-06+-1.27275350449123e-06i,4.24369978722881e-06+-1.2552463560554e-06i,5.02161473806342e-06+-1.62897419830662e-06i,-1.24656621042723e-05+3.87620949762644e-07i,-2.74747051545974e-06+-1.19430747719352e-06i,-1.99575815560649e-06+-1.36864685188788e-06i,8.00099760422868e-06+-4.39779338215504e-06i,7.88867263075725e-06+-5.94092376072373e-06i,-2.01268039785036e-05+6.43572943089972e-06i,-8.69903731335773e-06+3.02898719897651e-06i,-3.66767958090615e-06+-1.02461661644738e-06i,-2.9919164467672e-06+-1.54843250425683e-06i,2.5708000710379e-05+-2.25176293418486e-05i,-1.94140757366122e-06+-2.24961095606009e-06i,-1.83868512155408e-05+-9.32822933098506e-07i,-8.00040709294945e-06+-2.84579626992577e-06i,-8.87479356496963e-06+-3.53397800088965e-06i,-8.57439730811339e-06+3.96018386057667e-06i,1.78136294888442e-05+-3.04140851467425e-07i,1.03768215826633e-05+-7.88783002895866e-07i,-1.00113782205068e-06+-5.26063571626322e-07i,-5.69615237772785e-06+-1.79310973827174e-06i,-2.79326009010501e-06+-1.06983054197829e-06i,-9.29647863543767e-06+-1.11531137440426e-05i,4.76139839927885e-06+3.26624448575546e-06i,-2.42450756858148e-06+3.52263773197337e-06i,-1.79065424938851e-06+3.64001757041967e-06i,-1.0675445737011e-05+8.01461899224803e-06i,-1.13822455063532e-06+2.56989997157528e-06i,2.39945002087811e-06+3.94739372613856e-07i,1.10208034746982e-06+-3.75738908117029e-06i,-1.94201215127824e-06+6.35117546329729e-06i,-3.05297497042439e-06+4.08774603842515e-06i,-1.97874254411249e-05+-1.53664860282632e-07i,2.54805607272366e-05+8.63550756788403e-06i,1.45828388603198e-05+5.85820026875288e-06i,1.37409955049282e-05+3.32930569757249e-06i,-0.000488329656909525+9.75659795853926e-05i,-1.89646072553834e-05+1.9000216318329e-05i
135.876677815849,107.269602440977,31.2,8.35572844638902e-07+2.31571267495613e-09i,1.28439450250185e-06+2.45398519488671e-08i,-1.36814941405661e-06+-9.38091578284896e-09i,4.63738451573933e-07+2.58482095154487e-09i,-1.60360355379138e-06+-6.94687814378685e-07i,-1.65893010243957e-08+-2.4894709422559e-07i,5.50149306959151e-06+-5.20843548038649e-07i,1.32497305141598e-06+-3.23342624785338e-07i,1.79666120258002e-06+-4.8017919081524e-08i,6.59271105558642e-06+-1.38044654567791e-06i,4.89523909001584e-06+-1.11628740646316e-06i,2.94983662354894e-06+-1.07802587183216e-06i,3.41989100541242e-06+-1.39567637838771e-06i,-7.76800056095269e-06+4.00098295353664e-07i,-1.56527081336917e-06+-9.68558987205463e-07i,-1.06108384667873e-06+-1.10998054654319e-06i,4.35730905110926e-06+-3.8012219177491e-06i,4.35904924840385e-06+-4.94824287692931e-06i,-1.11912132579978e-05+5.60606985132525e-06i,-6.32491698607645e-06+2.68654703413744e-06i,-2.91194733267732e-06+-6.50345844637853e-07i,-2.45715078081332e-06+-1.07775348050985e-06i,9.40521737747567e-06+-1.76434963128601e-05i,-1.4243072898832e-06+-1.5562249755707e-06i,-1.22452455095137e-05+-2.10877474739295e-07i,-5.6437964999725e-06+-1.74435880356533e-06i,-6.19447202048577e-06+-2.19054305648465e-06i,-6.89610455826389e-06+3.7189109330597e-06i,1.15923423098543e-05+-9.0892285128886e-07i,6.30189045183306e-06+-8.697214944618e-07i,-1.18501032511129e-06+-5.87676942335099e-09i,-4.94009936829508e-06+-2.80904765973248e-07i,-2.17350117583855e-06+-3.26415349250006e-07i,-7.08687502763076e-06+-7.19467831315509e-06i,3.26155004501427e-06+2.26829495074308e-06i,-1.5772752149933e-06+3.18394880048591e-06i,-1.26331046600442e-06+3.22998095143798e-06i,-4.36721361758526e-06+6.16910398836986e-06i,-9.20854789246106e-07+2.40252965534129e-06i,6.07175081839707e-07+7.25394315110655e-07i,-1.9352564608714e-06+-1.79448853442295e-06i,2.39648263945221e-07+4.79114728793604e-06i,-1.04671769793307e-06+3.44035939180687e-06i,-1.29255302363028e-05+2.62480059272688e-06i,1.90495286241118e-05+2.64130838495028e-06i,1.15442243398895e-05+1.79049897432412e-06i,9.86841668619341e-06+1.05683528889105e-06i,-0.000272229460328215+0.000103648692026702i,-7.83563278159182e-06+1.30004125554854e-05i
141.531382164493,-107.269655448774,31.2,7.9444803108752e-07+2.61613148661774e-09i,1.47113406104209e-06+2.80292881291841e-08i,-1.04854482451144e-06+-7.79276627432486e-09i,5.50746846904546e-07+4.7592786638374e-09i,-1.92272102079893e-06+-6.9673550763296e-07i,-9.18907458201072e-08+-2.49203119333692e-07i,5.03221475684617e-06+-5.07715142311464e-07i,1.21939600154569e-06+-3.19055778955208e-07i,2.07418731625469e-06+-2.18784688486901e-08i,6.24593622631465e-06+-1.32277012410798e-06i,4.70580378578441e-06+-1.10648499973017e-06i,2.84532570319027e-06+-1.06051121897737e-06i,3.32852893399145e-06+-1.37277363032558e-06i,-7.79114979979453e-06+5.06496919082486e-07i,-1.54417326035454e-06+-8.96558601229395e-07i,-9.80687370221891e-07+-1.03700927403887e-06i,3.57386810801628e-06+-3.80341466108817e-06i,5.17981878920027e-06+-4.99964129050946e-06i,-1.24317385410854e-05+5.77866907154361e-06i,-5.63986190606521e-06+2.81525615451958e-06i,-2.69051245769927e-06+-5.122138359186e-07i,-2.29790061481554e-06+-9.37932794760482e-07i,1.16523588226019e-05+-1.77706217528345e-05i,-1.3297192081939e-06+-1.41152803716858e-06i,-1.16522187970954e-05+-2.06974145189161e-08i,-5.72540607986042e-06+-1.46210155970761e-06i,-6.40431330912333e-06+-1.83670066070415e-06i,-5.00042097567876e-06+3.52906432518377e-06i,1.08991172900181e-05+-1.02778290624606e-06i,3.19448738346413e-06+1.20262566802657e-07i,-1.30980952460891e-06+2.09343032196983e-07i,-5.66932814368812e-06+4.10229327512472e-07i,-1.84029834752835e-06+-4.14515758486126e-07i,-9.00445297440292e-06+-6.95677569194961e-06i,3.60221705701073e-06+2.51651956729615e-06i,-1.19842985308855e-06+3.29590104402682e-06i,-7.08405742702404e-07+3.30877002289528e-06i,-3.92517196941699e-06+5.68812150696106e-06i,1.1220243428112e-07+2.10811092321918e-06i,-1.49300992934508e-06+2.32252481285815e-06i,5.14008304295511e-07+-2.90504093734631e-06i,3.21492706977398e-07+4.81941702640919e-06i,-8.19436691541438e-07+3.3272996100255e-06i,-1.26714897751053e-05+3.67687278920159e-06i,1.98155313722097e-05+4.93112196393342e-07i,1.12614667407543e-05+9.41013751973356e-07i,1.01417423555756e-05+5.10049981628281e-08i,-0.000272229942803167+0.00012178406296976i,-7.29493281833008e-06+1.32940570928837e-05i
141.531382164493,-92.9670382561243,31.2,1.18473130488342e-06+2.74566270611372e-09i,2.54911978633332e-06+3.39998015718866e-08i,-1.50317093026765e-06+5.06670440082248e-10i,9.44079023307498e-07+7.44422942704993e-09i,-5.2448114659549e-06+-7.94765588564848e-07i,-7.68869268749578e-07+-2.81440987108794e-07i,6.93580893274769e-06+-5.76818827548734e-07i,1.46638180208706e-06+-3.62197084312738e-07i,4.77514069942271e-06+-6.22262223837796e-08i,8.76777286512039e-06+-1.49236632395756e-06i,6.62417875415699e-06+-1.25052182509179e-06i,4.02474966008396e-06+-1.22423757435948e-06i,4.80104427049048e-06+-1.58753079901612e-06i,-1.20413299942297e-05+4.98447517984313e-07i,-2.56428197292472e-06+-1.10143988106787e-06i,-1.73259587873344e-06+-1.27096962909545e-06i,6.537302837611e-06+-4.37209553627845e-06i,8.8627434367164e-06+-5.91535401127638e-06i,-2.11749455357222e-05+6.55100767876756e-06i,-7.64845230273969e-06+3.13316795058361e-06i,-3.31945529046896e-06+-8.54091254528421e-07i,-2.73906467134093e-06+-1.36945055051866e-06i,2.77038561310249e-05+-2.237911148332e-05i,-1.72484101176774e-06+-2.03921969079671e-06i,-1.68627986188606e-05+-7.06257787372712e-07i,-7.89146173888623e-06+-2.47636112202946e-06i,-8.92082401830566e-06+-3.07114491970336e-06i,-5.65514785055027e-06+3.73941702298763e-06i,1.59812081891581e-05+-4.37832438146057e-07i,4.82063719374498e-06+2.08492065757406e-07i,-1.32308403903411e-06+-2.46734565841612e-07i,-7.08416800062352e-06+-9.20474602844065e-07i,-2.36567573562954e-06+-1.09651609721221e-06i,-1.21666677996081e-05+-1.06534289852471e-05i,5.07248235219508e-06+3.52812877938915e-06i,-1.97002773804876e-06+3.65945234612489e-06i,-1.09804326688863e-06+3.73885467668221e-06i,-9.32375169584446e-06+7.36764462719363e-06i,3.72849072077999e-07+2.27917023653119e-06i,-1.87201048617022e-06+2.26068435512536e-06i,4.83209999734289e-06+-5.06788002090412e-06i,-1.82959162670732e-06+6.35871298227927e-06i,-2.69018589938099e-06+3.99130864004645e-06i,-1.90085715031922e-05+1.30729833638257e-06i,2.61488830729121e-05+6.00147976996216e-06i,1.39130169783113e-05+4.61868535709494e-06i,1.37236299422434e-05+2.11999887787524e-06i,-0.000457795763027448+0.000120855162300058i,-1.65650354501798e-05+1.87675300275435e-05i
141.531382164493,-78.6644210634742,31.2,1.71270207387433e-06+2.95879129437661e-09i,4.71518934545237e-06+4.03597401547782e-08i,-1.3254300146377e-06+8.86740940359104e-09i,1.70837234299117e-06+1.0237001902859e-08i,-9.70689778647542e-06+-9.27444395785741e-07i,-1.60723008608387e-06+-3.2550156730612e-07i,9.34487609720615e-06+-6.69320107465253e-07i,1.85199027311237e-06+-4.20848506283115e-07i,7.81199381786003e-06+-1.15402435523294e-07i,1.29347001922391e-05+-1.71605031097802e-06i,9.76499062733482e-06+-1.44263552050318e-06i,5.93364541132876e-06+-1.44425465286933e-06i,7.23855217954391e-06+-1.87412824194159e-06i,-1.90466960433351e-05+4.80061094716265e-07i,-3.85497503890181e-06+-1.37878158044981e-06i,-2.32040794636708e-06+-1.59087419602051e-06i,6.2615796141534e-06+-5.03130208302785e-06i,1.42623533260514e-05+-7.09158411080353e-06i,-3.69231900279779e-05+7.51065036899391e-06i,-6.59607718517148e-06+3.62488348068038e-06i,-3.01872098046467e-06+-1.26338354140803e-06i,-2.52145770863365e-06+-1.89752281960849e-06i,5.27025233687839e-05+-2.83750872668121e-05i,-2.73285814559089e-06+-2.83673567626881e-06i,-2.28316957461035e-05+-1.46055557436227e-06i,-1.10371026712244e-05+-3.72237136342756e-06i,-1.27964428555987e-05+-4.59795538690695e-06i,-4.80514202412946e-06+4.0949703613398e-06i,2.32637148141523e-05+2.63265372361257e-07i,7.32621631142127e-06+2.95922339184971e-07i,-1.10551924739271e-06+-8.04626576779385e-07i,-9.5430279723325e-06+-2.50189180154268e-06i,-2.88059973265258e-06+-1.97400533031943e-06i,-1.71487151088957e-05+-1.54438096089237e-05i,7.12205154825599e-06+4.89840518343581e-06i,-2.79146374119058e-06+4.15530357303514e-06i,-1.13282861028174e-06+4.32101285944039e-06i,-1.77143091925463e-05+9.50351270599808e-06i,1.45854743018972e-06+2.53036759396208e-06i,-1.77442648942621e-06+2.16018387701821e-06i,1.28681121910176e-05+-7.72074990236313e-06i,-4.77439816320553e-06+8.29356622049942e-06i,-4.73503140155741e-06+4.73499625337084e-06i,-2.54207238494316e-05+-2.27956145018448e-06i,3.25638444369327e-05+1.36110082212484e-05i,1.62647533904053e-05+9.72791727224845e-06i,1.83331456021667e-05+4.78609991797088e-06i,-0.00075492404350993+0.000105558766978362i,-3.24966000191076e-05+2.61219594791735e-05i
141.531382164493,-64.3618038708241,31.2,2.2862131967248e-06+3.19621653850655e-09i,8.61012448200643e-06+4.59296918734469e-08i,6.44511098020714e-07+1.58580525252594e-08i,3.00649251201406e-06+1.26177178330984e-08i,-1.33936630028346e-05+-1.07314013073333e-06i,-2.06386097988129e-06+-3.75269310947709e-07i,1.19482170152723e-05+-7.73584673871129e-07i,2.55421787562977e-06+-4.87507463786626e-07i,8.23404682052714e-06+-1.81095357234301e-07i,1.9376563499906e-05+-1.96047331764643e-06i,1.45092182526992e-05+-1.65679215601335e-06i,8.77306091598052e-06+-1.68881075155216e-06i,1.09228442626986e-05+-2.19647253612087e-06i,-3.02573591798366e-05+4.45170480308109e-07i,-5.79536622799623e-06+-1.69410759789983e-06i,-2.99924410853418e-06+-1.95641095923678e-06i,2.13028593173498e-06+-5.71195878989634e-06i,2.18437536698279e-05+-8.39114199889499e-06i,-6.23793012680094e-05+8.49488580868296e-06i,-1.71734453776749e-08+4.23099090313371e-06i,-9.56514889041891e-07+-1.70211723672048e-06i,-1.0426715654172e-06+-2.46902837417563e-06i,8.82423548786527e-05+-3.51864416434949e-05i,-4.99260521384053e-06+-3.70997703614581e-06i,-2.596446782061e-05+-2.24499597290369e-06i,-1.43230462447151e-05+-5.08029306537444e-06i,-1.72450097079505e-05+-6.26724057544365e-06i,-7.36494935147197e-07+4.52309882901794e-06i,3.07039066274857e-05+1.04333789167166e-06i,9.95033829783656e-06+3.76746882977903e-07i,-2.58207652932034e-07+-1.40883248539495e-06i,-1.11631450464416e-05+-4.18035109280041e-06i,-1.75866067535061e-06+-2.95109657607485e-06i,-1.19580352499656e-05+-2.07791426461741e-05i,3.04357571078389e-06+6.43127307212585e-06i,-4.24478858359871e-06+4.67285914692971e-06i,-1.85991816727953e-06+4.93669001357103e-06i,-2.40842216296991e-05+1.19160821479702e-05i,2.69097332725015e-06+2.80667497517665e-06i,-2.02637673432446e-06+1.9488057599628e-06i,2.20498377500697e-05+-1.04978040107627e-05i,-8.21538860479139e-06+1.03497735230152e-05i,-7.20819812065769e-06+5.45002141797527e-06i,-3.26085136694e-05+-6.59051866714417e-06i,3.85867040221524e-05+2.23417537068294e-05i,1.77720448383317e-05+1.56629330283508e-05i,2.31455026437057e-05+7.67932813334221e-06i,-0.0010446111280725+0.000102563155107181i,-4.77178101428928e-05+3.42265101574988e-05i
141.531382164493,-50.059186678174,31.2,2.76561787670213e-06+3.42686239669084e-09i,1.41099979698979e-05+5.0289282083501e-08i,5.02047802369207e-06+2.13422880279608e-08i,4.78003537483065e-06+1.46668724341472e-08i,-1.41058312845917e-05+-1.20001462756569e-06i,-1.55270323935998e-06+-4.20463635647951e-07i,1.40312489484774e-05+-8.70501572605769e-07i,3.67257723043624e-06+-5.4899563118772e-07i,2.14455609013753e-06+-2.59418976182827e-07i,2.67593394315151e-05+-2.17936181108374e-06i,1.97823286038252e-05+-1.85361898657605e-06i,1.20127749569884e-05+-1.90048984947467e-06i,1.51880013532007e-05+-2.49549641283847e-06i,-4.58969857204964e-05+3.98358018072283e-07i,-9.73637201017781e-06+-1.99039249325811e-06i,-5.78391570276836e-06+-2.30055869938196e-06i,5.26660058369604e-06+-6.31432499086795e-06i,3.20662288762957e-05+-9.62627287221937e-06i,-9.46607209793785e-05+9.35599302571802e-06i,6.46005944147498e-06+4.77386844476261e-06i,1.26217162048072e-06+-2.12409738657362e-06i,5.73786567918668e-07+-3.01682506408865e-06i,0.000137340920341696+-4.23484859088788e-05i,-8.84694054191936e-06+-4.54185187316892e-06i,-2.45598625549016e-05+-2.97470025807215e-06i,-1.66321131355485e-05+-6.39396675000616e-06i,-2.08338714126547e-05+-7.88395715868555e-06i,7.53517391480381e-06+4.89996863594881e-06i,3.30709411875796e-05+1.77461514912728e-06i,1.03274065370429e-05+4.07899429775358e-07i,9.37430034186534e-07+-2.02611223242874e-06i,-9.61336664994201e-06+-5.90617762096476e-06i,2.69154277344576e-06+-3.94431827790554e-06i,1.98357905726411e-05+-2.62383494265436e-05i,-1.60713286595691e-05+7.94386619772206e-06i,-7.83119369994489e-06+5.16855640423793e-06i,-5.89065177464896e-06+5.5066510543854e-06i,-1.54738209299624e-05+1.44915848272116e-05i,1.33504113202751e-06+3.05634196475874e-06i,-5.20371766828572e-06+1.61649202465444e-06i,2.14895681109572e-05+-1.31199108958988e-05i,-1.06714101056163e-05+1.23207111983494e-05i,-1.09958434847854e-05+6.05095343672799e-06i,-4.61539280148556e-05+-1.1259060202302e-05i,4.97785551411521e-05+3.15757188575155e-05i,2.21583639989066e-05+2.1932157153453e-05i,2.73175446531245e-05+1.06388585352841e-05i,-0.000962054388696836+0.000233471627133072i,-3.70323067117835e-05+4.28217770014017e-05i
141.531382164493,-35.756569485524,31.2,3.10926977995136e-06+3.6034406199309e-09i,1.98145864168626e-05+5.32643493984169e-08i,1.03699581670684e-05+2.52086466161824e-08i,6.6511075633172e-06+1.62099873329757e-08i,-1.37226550833318e-05+-1.29735204476304e-06i,-6.81619586508932e-07+-4.55674754559673e-07i,1.48361249214658e-05+-9.48467193018535e-07i,4.73038762165947e-06+-5.97554027325096e-07i,-6.5827449649487e-06+-3.35424026480654e-07i,3.1861457545673e-05+-2.35536917265234e-06i,2.33028767615379e-05+-2.01136636955743e-06i,1.44022540288959e-05+-2.05324145873193e-06i,1.83953112600389e-05+-2.73155884800524e-06i,-6.16203929022643e-05+3.56963632378951e-07i,-1.5835760478109e-05+-2.224211332349e-06i,-1.18491745875717e-05+-2.57117994835201e-06i,2.80214812760344e-05+-6.76203423093913e-06i,4.4118668540153e-05+-1.06279900194322e-05i,-0.000124339435984422+1.00042186545536e-05i,7.80957938895844e-07+5.06026419992045e-06i,-8.39981137495919e-08+-2.46980200836921e-06i,-3.41147709044478e-07+-3.46066574446701e-06i,0.000205874882837133+-4.93510997692866e-05i,-1.39678837691979e-05+-5.20599651042373e-06i,-2.19295435538939e-05+-3.57785449657544e-06i,-1.80044436460733e-05+-7.47623917905866e-06i,-2.3174227112424e-05+-9.21777072063872e-06i,2.16967882154422e-05+5.16248457056196e-06i,2.10007069725892e-05+2.37649844561984e-06i,3.74596894877334e-06+4.18722120496321e-07i,-5.83276238949295e-07+-2.5306729826271e-06i,-1.26096652150336e-05+-7.27031899353901e-06i,5.38923766641083e-06+-4.76810441350009e-06i,4.57171533490998e-05+-3.07565966905765e-05i,-3.43853913916278e-05+9.19130122203938e-06i,-1.23599973544809e-05+5.53818806399041e-06i,-1.10118133559815e-05+5.94295039246331e-06i,5.64613786488372e-06+1.68165588832535e-05i,-1.63778709004285e-06+3.26905039723558e-06i,-9.02719680135379e-06+1.22688171845789e-06i,1.11667638184962e-05+-1.50717741403123e-05i,-1.05606377611817e-05+1.38896426014416e-05i,-1.36144899746112e-05+6.49976140277461e-06i,-5.74459199099711e-05+-1.53396637427496e-05i,6.0751752724064e-05+3.9535432076645e-05i,2.86904357652243e-05+2.74327980404623e-05i,2.81718779761178e-05+1.30945742107869e-05i,-0.000559946754903909+0.000457329436281266i,-6.13935992805248e-06+5.00560569063787e-05i
141.531382164493,-21.4539522928739,31.2,3.3229577627034e-06+3.75078577962914e-09i,2.47688462083989e-05+5.53192792429212e-08i,1.5555751788351e-05+2.79219636748613e-08i,8.31546083758025e-06+1.74524110737186e-08i,-1.28053607103357e-05+-1.36405580174559e-06i,3.17532209203614e-07+-4.79845979473993e-07i,1.45473279065781e-05+-1.00416558654209e-06i,5.59012316260517e-06+-6.31241424884748e-07i,-1.6408507617437e-05+-4.02067641918963e-07i,3.4051852739271e-05+-2.48480834845734e-06i,2.46163317556341e-05+-2.12469834231782e-06i,1.56509943261199e-05+-2.14285834549783e-06i,2.01476357189911e-05+-2.89520335897288e-06i,-7.53789924023675e-05+3.31052199000222e-07i,-2.33460971866952e-05+-2.38337103787437e-06i,-2.04650127674665e-05+-2.75420826116454e-06i,6.81844190484816e-05+-7.04714643897901e-06i,5.65387396307531e-05+-1.1352292617167e-05i,-0.00014674495627351+1.04530536326029e-05i,-1.90474896060065e-05+5.07865937315963e-06i,-5.73180696800966e-06+-2.71790736925313e-06i,-4.33468933263404e-06+-3.77520358203206e-06i,0.000287029862011398+-5.57950138653307e-05i,-1.9095046213504e-05+-5.67312305505219e-06i,-2.28124379150638e-05+-3.99996126970235e-06i,-1.93183668215667e-05+-8.2587347963873e-06i,-2.49236977177042e-05+-1.01870125643186e-05i,3.91369971886827e-05+5.32049887134101e-06i,-4.69525829384987e-06+2.77139321787167e-06i,-8.9589873669919e-06+4.04054213493198e-07i,-6.08050629233363e-06+-2.89714064174868e-06i,-2.50362275847132e-05+-8.17559638538416e-06i,2.17967983407482e-06+-5.37887003201407e-06i,3.52214454157899e-05+-3.40477121157105e-05i,-3.46166869697849e-05+1.01184037311666e-05i,-1.62299983228132e-05+5.79061563509874e-06i,-1.44291242600887e-05+6.26278304698329e-06i,3.06479462140438e-05+1.86449932538646e-05i,-4.05318118412081e-06+3.42575491613222e-06i,-9.80392120181842e-06+8.10895835882536e-07i,-1.65904413969808e-06+-1.64251855839147e-05i,-7.82267325437529e-06+1.50324692254689e-05i,-1.28495619281112e-05+6.80426099632033e-06i,-5.82115928404787e-05+-1.87134180553276e-05i,6.65802923348668e-05+4.58080097974764e-05i,3.80684139578814e-05+3.18962158844496e-05i,2.35682266115118e-05+1.48780542713232e-05i,-0.000118436601466581+0.000680268481825719i,2.37477497564316e-05+5.58689579072451e-05i
141.531382164493,-7.15133510022383,31.2,3.41826967672083e-06+3.81573543325164e-09i,2.74950334306e-05+5.61752975416428e-08i,1.85653569115412e-05+2.91399197691684e-08i,9.24303448972266e-06+1.8015131071651e-08i,-1.23434067055343e-05+-1.39634004267145e-06i,9.22806338163157e-07+-4.9136546699893e-07i,1.40451089820954e-05+-1.03197870179757e-06i,6.00088090351329e-06+-6.47611401998336e-07i,-2.1940672817976e-05+-4.38885609300822e-07i,3.45343731737255e-05+-2.55402131959323e-06i,2.46860605082661e-05+-2.1810510239138e-06i,1.60193726466323e-05+-2.1817818474893e-06i,2.07115988404356e-05+-2.97473510506478e-06i,-8.2559623615107e-05+3.16609061360892e-07i,-2.811923563412e-05+-2.4615117179104e-06i,-2.62209065900578e-05+-2.84296680646783e-06i,9.72989076295257e-05+-7.17256968944467e-06i,6.38478115399327e-05+-1.17072614549527e-05i,-0.000157348185637536+1.06672083309842e-05i,-3.53835590996659e-05+5.01116793416467e-06i,-1.05110188452608e-05+-2.84894240076033e-06i,-7.74083161602154e-06+-3.93575234323286e-06i,0.000339251635303443+-5.95096415966346e-05i,-2.21624354764436e-05+-5.90192337613792e-06i,-2.35739146180481e-05+-4.21601379294749e-06i,-1.97528708322287e-05+-8.65716002930848e-06i,-2.53184908176089e-05+-1.06831934138243e-05i,5.07094690459413e-05+5.36689203068191e-06i,-2.72726815265884e-05+2.96247289012645e-06i,-1.78856776528616e-05+3.71782894055057e-07i,-1.14816253453658e-05+-3.08508778744224e-06i,-3.78236711212403e-05+-8.5748612355371e-06i,-3.20883708620537e-06+-5.67379338717654e-06i,6.41851938260691e-06+-3.55729477799152e-05i,-2.31347575140528e-05+1.05502313882732e-05i,-1.79068203828992e-05+5.8669962930561e-06i,-1.50562227096064e-05+6.38392370294907e-06i,4.43955446758582e-05+1.95499142904686e-05i,-5.04860491895856e-06+3.50833791909957e-06i,-7.76898418539554e-06+4.04299070410912e-07i,-8.41180637081206e-06+-1.68379581201014e-05i,-4.57179725659771e-06+1.55040985274853e-05i,-9.42673180627816e-06+6.9083486578777e-06i,-4.8739728007852e-05+-2.06369304066301e-05i,6.32419726615769e-05+4.89909297504947e-05i,4.36054950973223e-05+3.42757409512985e-05i,1.75639026330015e-05+1.56990739787477e-05i,-2.46524253065093e-05+0.000744247174010558i,2.72161880500481e-05+5.84394583016331e-05i
