x,y,z,f_65_47,f_107_12,f_189_19,f_192_91,f_255_99,f_301_84,f_325_72,f_369_31,f_471_47,f_487_18,f_492_39,f_536_08,f_581_86,f_656_86,f_660_92,f_730_52,f_741_27,f_801_16,f_815_69,f_918_35,f_927_03,f_972_95,f_995_14,f_1060_1,f_1107_3,f_Freq_1156,f_Freq_1182,f_1232_6,f_1234_7,f_1328_1,f_1346_3,f_1362_9,f_1468_6,f_1483_3,f_Freq_1509,f_1543_8,f_1607_1,f_1630_5,f_Freq_1654,f_1695_2,f_1697_3,f_1827_4,f_Freq_1850,f_Freq_1904,f_1937_7,f_1982_7
108.668144404793,7.15160248561992,31.2,4.34880791064342e-06+1.88370667796424e-09i,2.02734105026041e-05+2.59841230510141e-08i,6.19510897652815e-06+2.93292232166307e-09i,4.37574524888076e-06+4.52894452825288e-09i,3.09285779093395e-05+-1.16248483255471e-06i,2.96528661206584e-06+-3.53284929389455e-07i,5.4916655389346e-05+-1.06583133521132e-06i,1.18230165803048e-05+-6.94023795343096e-07i,3.67347405637863e-05+-1.16668772967719e-06i,7.81812804034012e-05+-3.53356582456942e-06i,4.86727962751626e-05+-2.60241720684336e-06i,2.07665053684069e-05+-1.96282182840092e-06i,3.12819717040871e-05+-3.24443006277919e-06i,-0.000178975472494156+1.74485431022799e-06i,-0.000102351702697519+-2.729368562524e-07i,-7.53056532451639e-05+-3.79155323357325e-06i,0.000118554104836818+-9.21115893484404e-06i,-0.000159550104291385+1.83922504089272e-05i,-2.86066643029513e-05+-9.024622050055e-08i,7.59389679238856e-06+-8.5863800478049e-06i,9.40734296971963e-06+-9.05065925286701e-06i,1.66157095791776e-06+-1.04961913303398e-05i,5.04506756086802e-05+-6.61874128731858e-05i,1.2832768242719e-05+-1.23826509248049e-05i,2.31246369151765e-05+-1.77705664002269e-05i,-0.000181459492659319+0.000105774582095402i,1.05374448232043e-05+9.94779711070659e-07i,-0.000108383306882684+2.97932514442014e-06i,-8.95752590215622e-05+1.44347686632257e-06i,-0.000101574509204136+-1.10404642691249e-06i,-3.84865978899247e-05+-1.05723704200664e-05i,-4.71167994843606e-05+-3.09582795901563e-06i,-6.0297992448119e-05+-4.16222316141602e-05i,-0.000695828384164043+9.24983912769403e-05i,-9.3733492200777e-06+6.27310210903653e-06i,-5.811048053795e-05+1.41186742349267e-05i,-2.24501096534967e-05+3.57287906984393e-06i,-1.78622925322565e-05+2.45487349086983e-06i,1.14556158685072e-05+-5.7985425911954e-06i,-6.60164028135708e-06+3.85600280538247e-06i,-5.25910167335529e-06+3.42546862134685e-06i,-5.59622123072749e-05+-1.90426273039942e-06i,-7.76784123597491e-05+-8.09798244897839e-06i,0.000144746439097805+5.24040224760041e-05i,4.12230190051526e-05+2.00775333983589e-05i,3.89257955653411e-05+3.27240809488274e-06i
108.668144404793,21.4331549766302,31.2,4.20118272829284e-06+1.84214391511002e-09i,1.76608004762887e-05+2.58386636185769e-08i,1.01203687737919e-06+3.07203458794785e-09i,2.35483954724131e-06+4.11657255627994e-09i,2.66485949187715e-05+-1.13527778196849e-06i,2.41921963451647e-06+-3.42663108942194e-07i,5.0709605221008e-05+-1.03784598482847e-06i,1.08250768088781e-05+-6.73414805698947e-07i,3.29130695951127e-05+-1.14077939064559e-06i,7.30355708913983e-05+-3.41935702525957e-06i,4.51050317339077e-05+-2.51835596450087e-06i,2.04238777369505e-05+-1.91255667141737e-06i,2.92680265788538e-05+-3.14088688984458e-06i,-0.000161896113065849+1.76366389094498e-06i,-9.19020657473163e-05+-2.38466251793732e-07i,-4.52618210200348e-05+-3.69698665036776e-06i,7.83978957555782e-05+-8.9911496228579e-06i,-0.000144445743152071+1.79661000969806e-05i,-2.70755531932415e-05+-7.95128646518696e-08i,4.21820698753232e-06+-8.22448318314391e-06i,6.66332204000858e-06+-8.70226732239087e-06i,1.1908409770927e-06+-1.00607183481563e-05i,2.06891204932575e-05+-6.22205196577289e-05i,1.11349165929968e-05+-1.18650908463079e-05i,2.13913405799354e-05+-1.70270865982251e-05i,-0.000216693426423605+0.000100068368545334i,1.78417034243033e-07+9.80428228508725e-07i,-9.58781750848933e-05+3.20683493079176e-06i,-8.05313798195448e-05+1.6850586294831e-06i,-4.9077268838693e-05+-1.06720513330158e-06i,-1.4623133595762e-05+-1.0231832504327e-05i,-3.21840013811262e-05+-2.92053189986454e-06i,-2.82735829212571e-05+-3.9773260289442e-05i,-0.000603731179045541+9.2821590954067e-05i,-1.30249643578729e-05+6.15526431347378e-06i,-5.34922839234337e-05+1.36438000994209e-05i,-2.06720098124965e-05+3.6172394121497e-06i,-1.60652419788076e-05+2.53399396543824e-06i,1.75085609117618e-05+-5.42387061893178e-06i,-7.41695700658944e-06+4.50105228149411e-06i,-7.80798466608421e-06+3.79173697877401e-06i,-5.08201846802848e-05+-1.57183087997609e-06i,-7.23084729124871e-05+-7.15752798338063e-06i,0.000134694684738811+4.9530289344553e-05i,3.75130622417323e-05+1.92927645451376e-05i,2.24272756749281e-05+3.65159914348271e-06i
108.668144404793,35.7147074676404,31.2,3.90574973112321e-06+1.74444920314495e-09i,1.34948051530382e-05+2.50744579093925e-08i,-6.61198057524286e-06+2.0978812874231e-09i,-5.06047978328373e-07+3.07471799568134e-09i,1.84535493702439e-05+-1.0831199439907e-06i,1.44844124619658e-06+-3.22670460659862e-07i,4.26931577313087e-05+-9.84874293616456e-07i,8.98046470434106e-06+-6.34411552250608e-07i,2.59239418139335e-05+-1.09148909571728e-06i,6.27008006505057e-05+-3.20619727767705e-06i,3.82479130886204e-05+-2.36072256029938e-06i,1.81900796898043e-05+-1.81560791872298e-06i,2.50325332091659e-05+-2.94475996263434e-06i,-0.000133459104667426+1.7787667886311e-06i,-7.5057958869306e-05+-1.80322527953432e-07i,-1.2886331831274e-05+-3.44844699806488e-06i,3.38333835117518e-05+-8.54726031080666e-06i,-0.000120974919107965+1.70544994613596e-05i,-2.43626515538461e-05+-5.87187804188825e-08i,5.38949198165622e-07+-7.59038055508612e-06i,2.95101306858518e-06+-8.05149751856439e-06i,5.9167503552251e-07+-9.25789686527086e-06i,-9.83889120521515e-06+-5.60926299688118e-05i,8.07516134567029e-06+-1.08952826964703e-05i,1.76090596553988e-05+-1.56269881425856e-05i,-0.000244447463258966+9.07577798511351e-05i,-1.43960271353671e-05+9.8361329603322e-07i,-7.59874878293852e-05+3.54986672028945e-06i,-6.56343232070908e-05+2.07275410810907e-06i,1.47920645932773e-05+-1.10375179371804e-06i,1.28952191527021e-05+-9.49777164700205e-06i,-1.34932929683245e-05+-2.58627434349802e-06i,-2.14388659178949e-07+-3.62010743254256e-05i,-0.000470946136268482+9.00278147001514e-05i,-1.45901956670235e-05+5.96303366374858e-06i,-4.26127722059351e-05+1.28199075810485e-05i,-1.7324151843814e-05+3.75614709826067e-06i,-1.34934637104262e-05+2.7853375524361e-06i,1.35860970528453e-05+-4.15810625268602e-06i,-8.61068655063003e-06+5.00690151335939e-06i,-8.44687784104741e-06+4.17128176400953e-06i,-4.19694674166438e-05+-8.00428388055225e-07i,-6.11917860305881e-05+-5.54523796418182e-06i,0.000115559852358315+4.46476533432585e-05i,3.17502254250633e-05+1.79473940652594e-05i,8.59749222872749e-06+4.36760539367208e-06i
108.668144404793,49.9962599586507,31.2,3.45189089606816e-06+1.61793992314694e-09i,8.89921839812172e-06+2.36565982165944e-08i,-1.36613527524073e-05+-3.14184816568786e-10i,-3.2053690367162e-06+1.50657309802084e-09i,9.79133508751476e-06+-1.00396001537375e-06i,4.30602183751919e-07+-2.94364328149463e-07i,3.30858692233627e-05+-9.07839301169421e-07i,6.79877304880585e-06+-5.78821996329973e-07i,1.78067568023932e-05+-1.01882740497969e-06i,4.87484052457314e-05+-2.90464158794838e-06i,2.93465879574864e-05+-2.13731825935733e-06i,1.37070291160913e-05+-1.67410303647979e-06i,1.90586324084504e-05+-2.66309954435083e-06i,-9.85850191766734e-05+1.77419174848341e-06i,-5.50449118945577e-05+-1.01902047952636e-07i,2.75737453374169e-06+-3.0045008757407e-06i,9.60262016808784e-06+-7.85604809412687e-06i,-8.91926561347218e-05+1.56491585138418e-05i,-1.87072445731379e-05+-2.67341471479476e-08i,-1.37819792507682e-06+-6.69059715966477e-06i,5.99854129954395e-07+-7.10670262863074e-06i,-9.47447343619901e-08+-8.10862020590611e-06i,-3.40526254910458e-05+-4.8205354922384e-05i,5.24832220519124e-06+-9.47906195492598e-06i,1.30505854819382e-05+-1.35670885898238e-05i,-0.000230586908824845+7.89156921907673e-05i,-2.19413083419732e-05+9.86875606688744e-07i,-5.71412077480374e-05+3.72098619730555e-06i,-5.07859819633666e-05+2.37126485126928e-06i,5.47524013009596e-05+-1.35882557005788e-06i,2.89693766841125e-05+-8.3536476601086e-06i,-3.48649043188333e-07+-2.12599064066114e-06i,1.09112956384239e-05+-3.07657453196412e-05i,-0.000339973117523605+8.14767007949425e-05i,-1.26863646904737e-05+5.55560609701536e-06i,-2.90524333448563e-05+1.14109948917767e-05i,-1.30725644971253e-05+3.7742201127099e-06i,-1.07931877975793e-05+2.97970613542597e-06i,1.20043163330917e-07+-2.29985542777321e-06i,-6.59111436426335e-06+5.08508531862984e-06i,-5.04317751752688e-06+4.24338259023687e-06i,-2.92714182562742e-05+1.64198799507995e-07i,-4.36307049882645e-05+-3.45720298377153e-06i,8.33074984112128e-05+3.65265456855394e-05i,2.28658193492058e-05+1.52711218408959e-05i,3.33749025950755e-06+4.76712494806732e-06i
108.668144404793,64.277812449661,31.2,2.80024812951208e-06+1.45432022696097e-09i,4.95588202841829e-06+2.1269793993307e-08i,-1.6623596887442e-05+-4.51275618895905e-09i,-4.50501300224337e-06+-5.41074075847448e-10i,2.45582883597951e-06+-8.94811416906381e-07i,-2.89879521025551e-07+-2.57824859309908e-07i,2.27318460747816e-05+-8.07041834427975e-07i,4.58137629041231e-06+-5.0738780711649e-07i,9.89510163372477e-06+-9.223966900556e-07i,3.31076326118308e-05+-2.52170442224772e-06i,1.96392665617482e-05+-1.85448232540362e-06i,8.09463628697959e-06+-1.49417956672318e-06i,1.23329651304522e-05+-2.30910501107047e-06i,-6.30039878799495e-05+1.71511112860823e-06i,-3.51627712665522e-05+-2.11918174676761e-08i,-1.74608619993569e-06+-2.39319190763341e-06i,1.1002937004591e-05+-6.96233260909006e-06i,-5.64388232397705e-05+1.37926604194529e-05i,-1.14572562830663e-05+1.2733538985217e-08i,-1.32292915684701e-06+-5.61045898530999e-06i,9.95286249376067e-08+-5.96301233097144e-06i,-5.60746509158796e-07+-6.74261276386841e-06i,-3.5001669824473e-05+-4.0255404433953e-05i,2.79630978351283e-06+-7.77814221730633e-06i,7.88157782995899e-06+-1.10924806588543e-05i,-0.000168812858735444+6.63288324042203e-05i,-1.93626482634979e-05+9.81127591478001e-07i,-3.89977235968125e-05+3.70280532721193e-06i,-3.5393537157425e-05+2.54222791537633e-06i,6.09027619498976e-05+-1.78917445111157e-06i,2.95532315677314e-05+-6.93434116838691e-06i,5.31115893769988e-06+-1.60316064973021e-06i,1.52836236601524e-05+-2.44566290911277e-05i,-0.000215061013486057+7.0056535762459e-05i,-1.03925128685325e-05+5.04709448121855e-06i,-1.82656506518605e-05+9.72468346801723e-06i,-9.33865799785847e-06+3.73197632633628e-06i,-8.24347228132824e-06+3.13982528923216e-06i,-8.56370935855643e-06+-4.70781864477887e-07i,-4.85687221575052e-06+4.96763010409568e-06i,-2.51448536881493e-06+4.19084076269456e-06i,-1.77046249664119e-05+1.21408799751162e-06i,-2.70220152638039e-05+-1.22916959317808e-06i,5.25135829367548e-05+2.74121018429971e-05i,1.483224710479e-05+1.21471967499453e-05i,4.20026572933301e-06+4.95456062857861e-06i
108.668144404793,78.5593649406712,31.2,2.07720559738521e-06+1.28184878861958e-09i,2.5720866293957e-06+1.79057145441227e-08i,-1.46293793111235e-05+-1.13006225630138e-08i,-4.14476260715765e-06+-3.38538440748398e-09i,6.90487097264032e-08+-7.72057092068496e-07i,-3.7436396116556e-07+-2.20184963233811e-07i,1.50731477423315e-05+-7.00197400689312e-07i,3.06511695797815e-06+-4.33754125003732e-07i,5.43499524709799e-06+-8.1863511232533e-07i,2.10323416452517e-05+-2.12184089617605e-06i,1.24331771573832e-05+-1.56234431032816e-06i,4.42487442245437e-06+-1.30894403415967e-06i,7.56767366077374e-06+-1.94719831186426e-06i,-3.764871303909e-05+1.56629765338251e-06i,-2.10220685128413e-05+3.23980982988961e-08i,-6.42104649398458e-06+-1.79544335403499e-06i,1.39113901013203e-05+-6.00364775271463e-06i,-3.26379340125148e-05+1.17331593976955e-05i,-6.04651420720969e-06+5.30232702157775e-08i,-7.56876204994516e-07+-4.50208671879299e-06i,1.95773809707124e-07+-4.78832240829497e-06i,-8.88187414778557e-07+-5.35034671671858e-06i,-2.88067250171346e-05+-3.24695086910314e-05i,1.27043407604256e-06+-6.04639291555907e-06i,4.17262904747913e-06+-8.58042271155135e-06i,-0.000107382904378406+5.34280676717005e-05i,-1.33356795457981e-05+9.85821584859579e-07i,-2.61627244857008e-05+3.51904741137416e-06i,-2.39719709101356e-05+2.58047812696228e-06i,4.77716525813756e-05+-2.32351231108122e-06i,2.20271775624886e-05+-5.52464666414853e-06i,5.38640565121626e-06+-1.10982781039405e-06i,1.4416916429809e-05+-1.8152867840287e-05i,-0.000128615184299746+5.66848227503896e-05i,-8.21071752134778e-06+4.43690486163604e-06i,-1.19551774536909e-05+7.89543638322765e-06i,-6.60893029658161e-06+3.53126492208221e-06i,-5.93125109097769e-06+3.12584049562835e-06i,-7.8228291601203e-06+8.79262829112661e-07i,-4.10287437464335e-06+4.58472897930219e-06i,-2.11062378074322e-06+3.89808636843825e-06i,-1.08046026933246e-05+2.03806996558796e-06i,-1.69086441305121e-05+6.93499883136401e-07i,3.40347753748331e-05+1.84434689755522e-05i,9.98690936817614e-06+8.87236698522402e-06i,3.89128068602569e-06+4.67257840974534e-06i
108.668144404793,92.8409174316814,31.2,1.39207287914876e-06+1.10861768914178e-09i,1.40696953005581e-06+1.39488582952464e-08i,-9.78231828904617e-06+-1.95581074338401e-08i,-2.7840795773843e-06+-6.71702400709752e-09i,6.82119464681683e-07+-6.54709995974238e-07i,-6.52015120337599e-08+-1.86173301484209e-07i,9.68919268014326e-06+-6.02375864065632e-07i,2.11035483742784e-06+-3.67477171342055e-07i,3.24427631715214e-06+-7.22270211591384e-07i,1.29706685796424e-05+-1.75623430734893e-06i,7.71224265413949e-06+-1.29803388110881e-06i,2.98210698751603e-06+-1.14294256904233e-06i,4.71168321223126e-06+-1.62447649226767e-06i,-2.12454442342241e-05+1.36781320694846e-06i,-1.17558890370421e-05+5.34459314988284e-08i,-5.81734195465373e-06+-1.3279268016347e-06i,1.13727769142061e-05+-5.09309936192269e-06i,-1.78976422707089e-05+9.80965505806192e-06i,-2.93460882796624e-06+8.99807058363461e-08i,-3.68013953723215e-07+-3.51753155523067e-06i,1.96489923067198e-07+-3.74450557618506e-06i,-1.07924357228707e-06+-4.12090303908179e-06i,-1.93073978338593e-05+-2.58171102275014e-05i,2.00515284464379e-07+-4.5203884163398e-06i,1.66896181475643e-06+-6.37820041059467e-06i,-6.24640591541228e-05+4.19100836834481e-05i,-8.44520466575975e-06+1.03065915888667e-06i,-1.63078293867282e-05+3.29083645574026e-06i,-1.50627453564959e-05+2.56052826828536e-06i,2.98731061687012e-05+-2.8023195285302e-06i,1.23781775558074e-05+-4.26728305676403e-06i,3.41027340886387e-06+-6.92673359785578e-07i,8.86918179933268e-06+-1.26792154242178e-05i,-6.62018488666951e-05+4.38907084217468e-05i,-5.78422067604619e-06+3.87742249857771e-06i,-7.34311389172916e-06+6.26290538185297e-06i,-4.47323121256314e-06+3.31119779577528e-06i,-4.03138317417018e-06+3.06750815096556e-06i,-5.06957747939304e-06+1.91812825042481e-06i,-3.32179511896228e-06+4.16554128641723e-06i,-2.11992311734918e-06+3.59543951013859e-06i,-6.33845452162899e-06+2.6199062701042e-06i,-1.01590486446404e-05+2.1323962783377e-06i,2.21152339567555e-05+1.10886890777761e-05i,6.89708467228458e-06+6.10758755971717e-06i,3.42701874661652e-06+4.22061053787153e-06i
108.668144404793,107.122469922692,31.2,9.117632546354e-07+9.87542138590175e-10i,8.98755004142174e-07+1.01811691247091e-08i,-5.62988773135772e-06+-2.84354756154935e-08i,-1.58060423143858e-06+-1.03369969573377e-08i,2.1199218866972e-06+-5.68763122321726e-07i,2.62171771633195e-07+-1.62289449991412e-07i,6.65241813044199e-06+-5.32211988005691e-07i,1.60994581160325e-06+-3.20625108877119e-07i,2.74134211524685e-06+-6.52859335497066e-07i,8.1954373374998e-06+-1.48980845433648e-06i,5.05929508431388e-06+-1.10679260012685e-06i,2.46569370398546e-06+-1.02177275846028e-06i,3.30337956426081e-06+-1.39032662783696e-06i,-1.28407306152846e-05+1.1929517327613e-06i,-6.93787672666836e-06+5.86812639592233e-08i,-1.83485934466799e-06+-1.05963808976842e-06i,5.23423157152417e-06+-4.32573247716521e-06i,-1.06497762515372e-05+8.31867157343784e-06i,-1.7576446667441e-06+1.25608372147207e-07i,-4.38998942758643e-07+-2.75871505011954e-06i,-1.2830937085961e-07+-2.94147358615445e-06i,-1.21479623850354e-06+-3.16908929301558e-06i,-1.43426604348363e-05+-2.05230325801701e-05i,-5.21250704938091e-07+-3.35184241267122e-06i,1.64446542934972e-07+-4.70845965939873e-06i,-3.60571608455582e-05+3.32768461185113e-05i,-5.70037042372981e-06+1.15009190438474e-06i,-1.03445706349461e-05+3.09736875117566e-06i,-9.64771938938924e-06+2.53593837418503e-06i,1.7294647127821e-05+-3.15707510536098e-06i,5.68945958210769e-06+-3.28024432505047e-06i,1.67821085943723e-06+-3.91395938214417e-07i,1.91199456148716e-06+-8.49376845893485e-06i,-3.18682982315639e-05+3.28952632127643e-05i,-3.34168132038956e-06+3.3909288519297e-06i,-3.86387695178811e-06+4.93370456685867e-06i,-2.77991263742623e-06+3.04724129094123e-06i,-2.58474372499018e-06+2.91800954054411e-06i,-3.81668303372175e-06+2.56667506834644e-06i,-1.83129889948775e-06+3.68379651693421e-06i,-1.28949299015075e-06+3.24218140722376e-06i,-3.46530843146555e-06+2.79070820028475e-06i,-5.81619277819345e-06+2.85075082499556e-06i,1.50241780005315e-05+5.7584681704436e-06i,5.1680566640531e-06+3.92323238645816e-06i,2.97019853129653e-06+3.47241970344723e-06i
114.324945325013,-107.100817442462,31.2,9.00442268869484e-07+1.25134317925131e-09i,1.03525149687828e-06+1.26819947513762e-08i,-5.3379208921936e-06+-3.00748983093662e-08i,-1.35787583114765e-06+-8.30745048984797e-09i,1.12921512793399e-06+-5.74871861425782e-07i,2.26696820302748e-07+-1.63281153858578e-07i,6.09649417294385e-06+-5.27619896935218e-07i,1.47277509530183e-06+-3.16090270985745e-07i,1.95126340830787e-06+-6.63379275588197e-07i,8.8294510674431e-06+-1.44303824175661e-06i,5.19197135495066e-06+-1.0892769728344e-06i,2.81005523282784e-06+-1.02637143229841e-06i,3.27332543454937e-06+-1.37791772525074e-06i,-1.34505836116336e-05+1.33775087087673e-06i,-7.35449765074734e-06+1.62669146339174e-07i,-2.89887481863919e-06+-8.27112319567794e-07i,6.32653172997346e-06+-4.39277385234338e-06i,-1.18561041710163e-05+8.39883381820108e-06i,-2.4194279341111e-06+2.79832907703719e-07i,3.0994332020065e-09+-2.74268030326878e-06i,-3.26309197224055e-07+-2.80369352081065e-06i,-1.27112389374053e-06+-3.00461461049324e-06i,-1.13089947977978e-05+-2.07250936779464e-05i,-6.07769107426699e-07+-3.16026990872915e-06i,-1.16240072876545e-08+-4.49438373730841e-06i,-3.77928601922213e-05+3.31131851094626e-05i,-6.45466361156347e-06+1.6745668609967e-06i,-9.39652851351782e-06+3.37391709152832e-06i,-8.93467085435714e-06+2.82373996943659e-06i,1.80515327091654e-05+-3.24085578561835e-06i,5.97269735407371e-06+-2.91560759467277e-06i,1.99028922426499e-06+-3.66449297455579e-07i,2.52967857252097e-06+-8.62508650232013e-06i,-2.77426890088523e-05+3.2096285682961e-05i,-3.27701076760411e-06+3.75200544149873e-06i,-3.42216366576668e-06+5.20854349098272e-06i,-2.35772511876691e-06+3.2548049984257e-06i,-2.42426813816269e-06+3.25956940446238e-06i,-4.07388515969045e-06+2.88777262529077e-06i,6.44496562619123e-07+2.22730154952094e-06i,3.01168766179533e-07+2.56485389542957e-06i,-3.94534477069538e-06+3.6113747255881e-06i,-5.71887143661776e-06+2.88923683909942e-06i,1.71466680047196e-05+4.80812358509464e-06i,6.36614549313317e-06+3.34139958439187e-06i,4.86624660646793e-06+2.06603698420046e-06i
114.324945325013,-92.8192649514519,31.2,1.38311108116104e-06+1.38155419530604e-09i,1.64385065660721e-06+1.66739599803178e-08i,-9.32751440604523e-06+-2.007239661107e-08i,-2.38950219133158e-06+-4.25819785833081e-09i,-9.78299298730929e-07+-6.6215060584938e-07i,-1.18814816823745e-07+-1.86659683820083e-07i,8.72442836645484e-06+-5.97617084524556e-07i,1.88870553948542e-06+-3.62321692282563e-07i,1.73128593812253e-06+-7.32369613959586e-07i,1.42780417049585e-05+-1.70398818129835e-06i,7.99709667876458e-06+-1.27647004143173e-06i,3.72162198591463e-06+-1.14689874102814e-06i,4.68233234556908e-06+-1.60819688358082e-06i,-2.1993084185421e-05+1.51982684140915e-06i,-1.22813322801536e-05+1.65281945641182e-07i,-7.825600175864e-06+-1.07864728248541e-06i,1.36757344540955e-05+-5.15471242905078e-06i,-1.99871017677333e-05+9.86973515772512e-06i,-3.95328850445636e-06+2.50526933997004e-07i,4.6701462030524e-07+-3.48036153604593e-06i,-5.85735857571297e-08+-3.57901478620637e-06i,-1.12463265013095e-06+-3.92113092155718e-06i,-1.27006927041677e-05+-2.61455495459069e-05i,4.30159173683216e-08+-4.27979651642468e-06i,1.41048560049858e-06+-6.10309096973995e-06i,-6.59758464875372e-05+4.14994458404735e-05i,-9.97265037931144e-06+1.60122982572642e-06i,-1.4450331775711e-05+3.62147405197074e-06i,-1.36464549669314e-05+2.90218794022243e-06i,3.09138504401455e-05+-2.83156860234818e-06i,1.26219523457541e-05+-3.7857985249096e-06i,3.92124522515541e-06+-6.22522535874611e-07i,1.01954780598105e-05+-1.27205686297332e-05i,-5.73615369341574e-05+4.26572527702531e-05i,-5.85587274606616e-06+4.33758276003668e-06i,-6.86142997632658e-06+6.60722426337198e-06i,-3.98068673861559e-06+3.62681595198775e-06i,-3.99314622479683e-06+3.53372926887235e-06i,-5.68226679542514e-06+2.30490871896498e-06i,1.41531564042763e-06+2.46009896643923e-06i,6.66172290529164e-07+2.86305013723426e-06i,-7.35324691805407e-06+3.62395565139152e-06i,-9.92539755461939e-06+2.17248021243564e-06i,2.50404768719979e-05+1.03490459732511e-05i,8.58769678954434e-06+5.63430526535415e-06i,6.85143197037964e-06+2.68537278009159e-06i
114.324945325013,-78.5377124604416,31.2,2.07168259566781e-06+1.55209159725412e-09i,2.95449367368883e-06+2.07173553422067e-08i,-1.39536448543625e-05+-1.09128378830704e-08i,-3.49201299256545e-06+-6.46445889661333e-10i,-2.93613020533816e-06+-7.81652539969594e-07i,-5.01343574832164e-07+-2.20135739358841e-07i,1.33162175513432e-05+-6.95748786184335e-07i,2.67299484296816e-06+-4.28102883691988e-07i,2.54615326499564e-06+-8.29632887528645e-07i,2.34101934543551e-05+-2.0628118749072e-06i,1.29300898989404e-05+-1.53659275340365e-06i,5.77187031454484e-06+-1.31433416916018e-06i,7.48410049810308e-06+-1.92872409437828e-06i,-3.85728945532374e-05+1.72877885472849e-06i,-2.17216784594425e-05+1.53128633318811e-07i,-1.05498874517082e-05+-1.52443260005834e-06i,1.90160600165306e-05+-6.07279830645513e-06i,-3.65092261810991e-05+1.17788700371073e-05i,-7.73861228855898e-06+2.19092244128302e-07i,6.5996771903459e-07+-4.45443675084429e-06i,-1.82478304558933e-07+-4.60169595712126e-06i,-8.97260087191396e-07+-5.12020620503893e-06i,-1.51056570685254e-05+-3.31534068357805e-05i,9.3185552480018e-07+-5.76226278269131e-06i,3.54754077611805e-06+-8.25208649980227e-06i,-0.000111347121861769+5.29795712704637e-05i,-1.54389561848831e-05+1.59683608935166e-06i,-2.24882315095243e-05+3.98807895407966e-06i,-2.11457047924001e-05+3.04845076807148e-06i,5.03856606838826e-05+-2.31901335568544e-06i,2.27659701689243e-05+-4.92358035185147e-06i,6.56279122295365e-06+-9.77080268651248e-07i,1.80917382811105e-05+-1.81520352316843e-05i,-0.000111693195802868+5.57083030810858e-05i,-8.72304997849997e-06+5.08692059653274e-06i,-1.16085424192836e-05+8.44436492983196e-06i,-6.11715125328113e-06+4.07952333906188e-06i,-6.16948539058617e-06+3.84837741937283e-06i,-9.48761654630724e-06+1.49585668076235e-06i,3.43272114131869e-06+2.83687554056103e-06i,2.26864001803857e-06+3.28840401165989e-06i,-1.25236141949354e-05+3.36650543824746e-06i,-1.65382511083216e-05+8.83058534642263e-07i,3.84492598889097e-05+1.82318708227542e-05i,1.26347407731219e-05+8.72845963971553e-06i,1.06653950926578e-05+3.20880643258241e-06i
114.324945325013,-64.2561599694313,31.2,2.80150797390282e-06+1.75912388606262e-09i,5.70437874233766e-06+2.44284966785589e-08i,-1.5060749801439e-05+-2.97765400479954e-09i,-3.33776117052495e-06+2.68079544694256e-09i,-1.69551125221473e-06+-9.08518227670811e-07i,-4.63715854707789e-07+-2.57502258881037e-07i,2.0312954253966e-05+-8.03378174565595e-07i,4.08608288641547e-06+-5.01419423728862e-07i,6.44045823849858e-06+-9.33660695792545e-07i,3.60692426948667e-05+-2.45843151681924e-06i,2.03401371953243e-05+-1.82477717192357e-06i,9.9708359172582e-06+-1.49919408932965e-06i,1.24231496359787e-05+-2.28592027113641e-06i,-6.58515616633505e-05+1.88041932774146e-06i,-3.69945595945353e-05+1.10392150380607e-07i,-5.39570056561053e-06+-2.10207806436663e-06i,1.58386851873986e-05+-7.02012688898243e-06i,-6.53606211408521e-05+1.37428932806339e-05i,-1.50217898417541e-05+1.86857858470966e-07i,2.45621315507353e-07+-5.51930424822276e-06i,-9.15182352889949e-07+-5.72191631012502e-06i,-4.22249922578197e-07+-6.44037810580911e-06i,-1.0690511132086e-05+-4.1236202716324e-05i,1.82298113244347e-06+-7.39790604412865e-06i,5.98519808725818e-06+-1.0632038831853e-05i,-0.000162943377150662+6.58259619711096e-05i,-2.10826665682957e-05+1.62240313297724e-06i,-3.18982810470928e-05+4.26993535946297e-06i,-2.97819924191422e-05+3.10583299288761e-06i,6.47604802755922e-05+-1.78180913644786e-06i,3.03598359669547e-05+-6.18344860709656e-06i,7.31687777874228e-06+-1.40738224997895e-06i,1.96780530622658e-05+-2.41568839344406e-05i,-0.00018390398910648+6.87641706545582e-05i,-1.0874834891081e-05+5.81265780325476e-06i,-1.67992504569556e-05+1.0305410342895e-05i,-8.50841008146847e-06+4.41918037575029e-06i,-8.41175837328167e-06+4.01026520760132e-06i,-1.19184341656091e-05+2.66627685963884e-07i,3.98454868798747e-06+3.20531235745274e-06i,3.01125626912325e-06+3.67577422975144e-06i,-1.94080912915295e-05+2.72012525761317e-06i,-2.58913460368774e-05+-9.10013817858854e-07i,5.75947092666116e-05+2.71683081043803e-05i,1.83678596992421e-05+1.20380269912056e-05i,1.42360708201218e-05+3.44032787324347e-06i
