x,y,z,f_69_19,f_Freq_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
57.4960818950561,-33.8000671464631,31.2,4.20631154930664e-06+-5.56730449021919e-10i,2.98071727511393e-06+8.24060185365658e-10i,-1.24363271588374e-05+-2.01916381837911e-08i,-4.35447790103638e-06+-1.86885556617849e-08i,8.3917785984768e-05+-1.20493630977975e-06i,1.51212080525843e-05+-4.96125539067115e-07i,7.95176326103891e-05+-1.51047923471311e-06i,1.88685980871732e-05+-8.71683460155954e-07i,-2.24063256767157e-05+-1.00284812233155e-06i,8.71441255808428e-05+-3.31326568684584e-06i,4.72065800969865e-05+-2.71307590912011e-06i,2.54286484699045e-05+-2.28263362431592e-06i,2.2866331664227e-05+-3.88777389091648e-06i,1.83084850165483e-05+-2.24645628525553e-06i,1.99161113934697e-05+-3.21575721335305e-06i,6.79519013574996e-05+-7.94237278012714e-06i,-8.78323179475485e-05+-5.37990098476884e-06i,-3.6614971452395e-05+-1.66662750247486e-05i,0.000148655270719917+2.00583907819034e-05i,2.44768988573455e-05+-1.08775498961727e-05i,3.09995517076231e-05+-1.21777498557581e-05i,-7.39216385060479e-06+-1.01255484254116e-05i,-3.32129870050326e-05+-1.73745873665878e-05i,2.24637421009561e-05+-1.94583001364223e-05i,3.47383911672059e-05+5.99168060098176e-05i,2.77491393759129e-05+8.87721667195255e-06i,-0.00242805871542539+-1.37955408343416e-05i,-3.68858556598449e-05+-4.32937136106476e-06i,-9.76961219016759e-05+5.00242636090254e-06i,-5.17433564136366e-05+1.06906113754273e-06i,-5.4326985025164e-06+-2.27010870654517e-05i,2.68158035516453e-05+3.60331375550189e-05i,-5.89646393462455e-05+-1.65221505689162e-05i,-4.14613752697729e-05+-1.70533734709055e-05i,-3.12950288034894e-05+-3.17006436014181e-05i,-0.000110061871311362+-1.54630656462281e-05i,4.81956911981655e-05+1.35676029751407e-05i,4.31442429548397e-06+-1.26551243096933e-05i,4.4765195142769e-06+-1.3220245724294e-05i,5.11237207623981e-06+-1.36823502864527e-05i,2.74946551020543e-06+-1.45506266025929e-05i,0.000140381688371597+-2.83802911857352e-05i,-0.000354489478846795+2.01771854163416e-05i,-9.30200026833853e-05+-1.63135410961614e-06i,-6.43116125754898e-05+-3.95407272670733e-06i,-4.36276046512674e-05+-6.25662709709668e-06i
57.4960818950561,-20.266878162577,31.2,4.62827201046788e-06+-5.95560948280004e-10i,6.80029432603236e-06+5.71402878812665e-11i,-1.12507600517991e-05+-2.18672806918401e-08i,-4.60901950429855e-06+-2.0119484137523e-08i,0.000103793193442017+-1.25817893495621e-06i,1.81771897384363e-05+-5.33698147626389e-07i,9.86024475973913e-05+-1.60048043062896e-06i,2.25822129641159e-05+-9.38740709435279e-07i,-2.98574192315648e-05+-1.08373383260295e-06i,0.000111831421920293+-3.49985950762362e-06i,5.91214371903064e-05+-2.90813636147821e-06i,3.3119463357199e-05+-2.45659685575144e-06i,2.72281909264266e-05+-4.21235184918239e-06i,1.74539318880408e-05+-2.4372014374621e-06i,1.99095852109591e-05+-3.48916176625787e-06i,5.87690582794626e-05+-8.65405987966913e-06i,-6.53068209856359e-05+-5.7261847529615e-06i,-4.64287116893746e-05+-1.81135830913875e-05i,0.000200462731506725+2.24856764992466e-05i,3.28753312786251e-05+-1.19223653513716e-05i,4.0856376876008e-05+-1.33515473292781e-05i,-1.13465255617085e-05+-1.11159164164103e-05i,-4.95385969527906e-05+-1.89701909868818e-05i,2.19635645893753e-05+-2.13524895709101e-05i,0.000201461272868646+6.9995182909781e-05i,9.25279953713785e-05+1.07410905523653e-05i,-0.00378322254515098+-0.000259887991429283i,-6.38224093152152e-05+-5.48271067540385e-06i,-0.000100995982715468+5.88263733814388e-06i,-5.53565519958192e-05+1.26269182869437e-06i,1.74335136547148e-06+-2.53470376173435e-05i,2.18936784109415e-05+3.9269362022407e-05i,-8.66786098608615e-05+-1.89584405983554e-05i,-5.91096740723812e-05+-1.95059430411502e-05i,-3.51352779532681e-05+-3.60261959242315e-05i,-0.000243557896843036+-1.60499206013874e-05i,8.84558806332024e-05+1.536878554137e-05i,8.22216598034281e-06+-1.44904925079313e-05i,1.44664676326684e-05+-1.53972546015529e-05i,1.48115627088235e-05+-1.59231561694014e-05i,1.15421174432381e-05+-1.70010412332109e-05i,0.000207603520590153+-3.22138631238404e-05i,-0.000491997941199972+1.65888007187834e-05i,-0.000119641613052018+-4.02697776874747e-06i,-6.71736149394037e-05+-6.59873479526918e-06i,-6.29965681326285e-05+-8.48834793322855e-06i
57.4960818950561,-6.73368917869078,31.2,4.82510898954896e-06+-6.16578139950606e-10i,9.30382650987029e-06+-5.54325217443592e-10i,-1.02155788716778e-05+-2.29081351074711e-08i,-4.67044661818078e-06+-2.0883626557395e-08i,0.000114744529421174+-1.28228816624206e-06i,1.97948264989091e-05+-5.52637455440569e-07i,0.000109525462918876+-1.64353742725658e-06i,2.46077382552783e-05+-9.72674775079626e-07i,-3.42670246626872e-05+-1.12165633067247e-06i,0.000126506190827522+-3.58770992141077e-06i,6.57740080839476e-05+-3.00573214761279e-06i,3.71110478139626e-05+-2.54472614311583e-06i,2.94349714204893e-05+-4.37706696870924e-06i,1.51130802170073e-05+-2.53430247177051e-06i,1.84010260808473e-05+-3.62682484642296e-06i,4.72093274808443e-05+-8.99400759917928e-06i,-4.20739221492257e-05+-5.90254254588376e-06i,-5.12029056604533e-05+-1.88517445162916e-05i,0.000232214829320434+2.37832990351347e-05i,3.7694129347221e-05+-1.24593288590207e-05i,4.64243474690281e-05+-1.3953553468202e-05i,-1.36080644473063e-05+-1.16189104076637e-05i,-6.22457470057164e-05+-1.96993862788866e-05i,1.98919259209215e-05+-2.23104095142442e-05i,0.000345835643516095+7.68014009275695e-05i,0.000150378037084217+1.21174435790585e-05i,-0.00479518519780916+-0.00045344080121466i,-8.68109782688892e-05+-6.12593616893781e-06i,-8.62241386221342e-05+6.7290458345159e-06i,-5.47054894088948e-05+1.39490758931615e-06i,6.38733717929946e-06+-2.67377617994222e-05i,1.50188996030756e-05+4.09755098174194e-05i,-0.000102871381465171+-2.02179789442954e-05i,-7.02321965959856e-05+-2.07857750106115e-05i,-4.1952646193642e-05+-3.82477325909001e-05i,-0.000351465108092246+-1.57938456133378e-05i,0.000141712354732536+1.66000429328119e-05i,1.04540013165492e-05+-1.53561911859459e-05i,2.19134919707575e-05+-1.65278739266104e-05i,2.16313709225366e-05+-1.70695647630533e-05i,1.70193964442256e-05+-1.82760089041907e-05i,0.000249579886038831+-3.43191410547594e-05i,-0.000568433872144152+1.45867887584485e-05i,-0.000131617881544346+-5.30519903411339e-06i,-5.87783262877047e-05+-8.15285795253224e-06i,-8.04154046971231e-05+-9.65947539873304e-06i
57.4960818950561,6.79949980519538,31.2,4.82180792106034e-06+-6.2010645261206e-10i,9.26232775812056e-06+-5.97033402465164e-10i,-1.02125389243512e-05+-2.29897440212895e-08i,-4.6698396965944e-06+-2.09039042875579e-08i,0.0001145499124423+-1.28182589120102e-06i,1.9771555153298e-05+-5.5234088387853e-07i,0.000109392433388603+-1.6425011115441e-06i,2.45903611446248e-05+-9.72315277418203e-07i,-3.43084229777089e-05+-1.12069452457891e-06i,0.000127030230677157+-3.58588081940411e-06i,6.54721024328414e-05+-3.00413036824644e-06i,3.70347829606824e-05+-2.54301794567068e-06i,2.93395489886832e-05+-4.37393950386371e-06i,1.48578201360022e-05+-2.53055838453018e-06i,1.83301714622683e-05+-3.62379057513137e-06i,4.6955908354138e-05+-8.9798126257214e-06i,-4.22602457221972e-05+-5.90044791773579e-06i,-5.0105741326308e-05+-1.88586892302776e-05i,0.000232047684683203+2.37562572602412e-05i,3.74711051030046e-05+-1.24511379984407e-05i,4.63087615252224e-05+-1.39422767506476e-05i,-1.34882428491757e-05+-1.16100792591838e-05i,-6.24193040705056e-05+-1.96749300410677e-05i,2.01992961429133e-05+-2.22958205945179e-05i,0.000347019840317801+7.70007654138365e-05i,0.000154298017640083+1.26705559134012e-05i,-0.00475404724126927+-0.000447633962046802i,-8.78109754889256e-05+-6.12232029148572e-06i,-6.17049213673465e-05+7.2774457585984e-06i,-5.05637553513339e-05+1.43042779578213e-06i,6.62744242535205e-06+-2.67497819078273e-05i,1.27485342172001e-05+4.11502495861389e-05i,-0.000102749329864907+-2.01925661992264e-05i,-7.04986936359174e-05+-2.07874034588811e-05i,-4.21483269740599e-05+-3.81585449183862e-05i,-0.000352074024871271+-1.56817661771383e-05i,0.000159025740354529+1.67226101435225e-05i,1.03736036556184e-05+-1.53430720077554e-05i,2.16356937226734e-05+-1.64929010174571e-05i,2.13417659443913e-05+-1.70227243689089e-05i,1.71381283539307e-05+-1.82947535356962e-05i,0.000250381468222938+-3.43089403491968e-05i,-0.000566840012178242+1.44003887809142e-05i,-0.000131448411994909+-5.37177553488155e-06i,-5.87932284381727e-05+-8.21656476800409e-06i,-8.0828025220462e-05+-9.82302065635608e-06i
57.4960818950561,20.3326887890816,31.2,4.62290246504545e-06+-5.96081566975862e-10i,6.68566021117692e-06+6.15707162870263e-11i,-1.12038664955206e-05+-2.1986476047941e-08i,-4.58364320008284e-06+-2.01102179944803e-08i,0.000103147482944866+-1.25839537134057e-06i,1.81170797216712e-05+-5.33238195088741e-07i,9.81176600189855e-05+-1.59899509609384e-06i,2.25292348537311e-05+-9.38461416668283e-07i,-2.99155706457937e-05+-1.08221488004635e-06i,0.00011317261978603+-3.50015833188542e-06i,5.83414235424783e-05+-2.90643646833261e-06i,3.29561591110546e-05+-2.45444146283784e-06i,2.70622091399777e-05+-4.20961658671968e-06i,1.66324764946497e-05+-2.42948971542214e-06i,1.96602345306199e-05+-3.48562820018499e-06i,5.86214138950348e-05+-8.633640092652e-06i,-6.64801782946524e-05+-5.72814814012675e-06i,-4.32061331177558e-05+-1.81822899901975e-05i,0.000198950941249992+2.24569698967449e-05i,3.23062223109944e-05+-1.19289047478252e-05i,4.06081435362673e-05+-1.33546842530514e-05i,-1.09882887451838e-05+-1.11226732789961e-05i,-4.97357325249486e-05+-1.89827715468605e-05i,2.30045395600789e-05+-2.13823225037076e-05i,0.000199054091134826+7.07198252525946e-05i,9.90863481677316e-05+1.24747241318493e-05i,-0.00372648652929493+-0.000254640522011385i,-6.67622155239512e-05+-5.5125897622987e-06i,-3.94158405942864e-05+7.32959873895845e-06i,-4.56725964533573e-05+1.35630012547171e-06i,2.63554332857612e-06+-2.55002913346261e-05i,1.23542351736517e-05+3.98764300822701e-05i,-8.52944291134932e-05+-1.89905990353317e-05i,-5.87909589811542e-05+-1.96244967801717e-05i,-3.41494280694443e-05+-3.60171194418721e-05i,-0.000241683498999317+-1.60330967519385e-05i,0.000121986163282159+1.58848058816755e-05i,8.03602043592018e-06+-1.45215776675899e-05i,1.38158889124702e-05+-1.53634736577108e-05i,1.41889677674364e-05+-1.58640267412472e-05i,1.19582760806142e-05+-1.71517065460334e-05i,0.000212834735098623+-3.23777324852095e-05i,-0.000498267289256614+1.5992814008328e-05i,-0.000121912477426616+-4.26740787888679e-06i,-6.90372547579472e-05+-6.83951074100598e-06i,-6.50967747056889e-05+-9.01858043449425e-06i
57.4960818950561,33.8658777729677,31.2,4.21295497580778e-06+-5.59932137896672e-10i,2.88830840965362e-06+8.04813700992186e-10i,-1.23857572912845e-05+-2.04411013169329e-08i,-4.35426781368354e-06+-1.87328328180591e-08i,8.3820204396416e-05+-1.20572311531285e-06i,1.51584522222104e-05+-4.96394119899076e-07i,7.9499761062601e-05+-1.50990559486198e-06i,1.89029302567003e-05+-8.72723246466934e-07i,-2.26533517812836e-05+-1.00171213763244e-06i,8.92712731521437e-05+-3.32006497601893e-06i,4.64832837664953e-05+-2.71185449587957e-06i,2.54153286909723e-05+-2.28137603867955e-06i,2.26775241064204e-05+-3.88621799584369e-06i,1.77326689116837e-05+-2.2305561272108e-06i,1.99379175052348e-05+-3.20891414498243e-06i,6.81850035077178e-05+-7.91199910077694e-06i,-8.96576417826375e-05+-5.37817652715735e-06i,-3.35899697248497e-05+-1.67400605280225e-05i,0.000148826617527623+2.00255992661586e-05i,2.3893044419523e-05+-1.08661593756016e-05i,3.08596650556869e-05+-1.21572162529234e-05i,-7.05468389483754e-06+-1.01080260291284e-05i,-3.33380262689751e-05+-1.73354271807305e-05i,2.33109563759695e-05+-1.94196120033923e-05i,3.07598514084333e-05+6.07503003972833e-05i,3.09921022374109e-05+1.17072164559463e-05i,-0.00238843824833086+-1.76521520554379e-05i,-3.87389474658027e-05+-4.33131948295583e-06i,-2.77028981811143e-05+6.67181298374563e-06i,-4.03347927206374e-05+1.18592527993171e-06i,-4.08976952472838e-06+-2.27489965400396e-05i,1.3438366139158e-05+3.66786129211176e-05i,-5.87728298833465e-05+-1.64501405854441e-05i,-4.1657436968807e-05+-1.71012913664659e-05i,-3.14341492856585e-05+-3.13585184579578e-05i,-0.000108601674270015+-1.5153303434792e-05i,7.02202925490373e-05+1.39876942771439e-05i,4.45459533913495e-06+-1.25666278910834e-05i,4.30861526913939e-06+-1.30276801146468e-05i,4.90944691806354e-06+-1.34391999827606e-05i,3.11771827058082e-06+-1.45863251896119e-05i,0.000143559129463542+-2.81070103235953e-05i,-0.000358705474695374+1.8898006583314e-05i,-9.44555965305212e-05+-1.98971899683833e-06i,-6.57760420970264e-05+-4.266034663224e-06i,-4.47475891912481e-05+-6.94391044716478e-06i
57.4960818950561,47.3990667568539,31.2,3.57587766590656e-06+-5.10345060974575e-10i,-1.84121659677737e-07+9.54776851028723e-10i,-1.22727403290138e-05+-1.90012690357662e-08i,-3.787695282975e-06+-1.69847698303327e-08i,6.17436113359586e-05+-1.11779823947317e-06i,1.15745479925333e-05+-4.44768866178578e-07i,5.87100346783556e-05+-1.37705141791923e-06i,1.45392637894047e-05+-7.81084620258181e-07i,-1.48545494244511e-05+-8.81519202784449e-07i,6.27594881812278e-05+-3.04442088905145e-06i,3.33419079302342e-05+-2.43541236402132e-06i,1.66521858519343e-05+-2.04554288454651e-06i,1.7104464342127e-05+-3.44364039701694e-06i,1.54019838688865e-05+-1.97047815279494e-06i,1.69313802681454e-05+-2.8358114878879e-06i,6.20083054279691e-05+-6.89405110381398e-06i,-8.58386358401021e-05+-4.89433642350222e-06i,-2.29690954041839e-05+-1.47503375464236e-05i,9.87438420944503e-05+1.69675787513295e-05i,1.54800290573323e-05+-9.45314625340927e-06i,2.04360919469203e-05+-1.05701378054676e-05i,-3.1653193577368e-06+-8.76447145551348e-06i,-2.10721688924172e-05+-1.4986464970675e-05i,1.82901244220111e-05+-1.6797476709583e-05i,-3.78952723105261e-05+5.15578595056296e-05i,-2.02393742662195e-06+1.08019855507541e-05i,-0.00143430936939136+0.00012461977430758i,-2.05661237464619e-05+-2.97411042468841e-06i,-2.15765605517797e-05+5.45348052839943e-06i,-3.21159533801536e-05+8.88793749539509e-07i,-8.68208275367579e-06+-1.92951825490291e-05i,1.29310100468208e-05+3.24752267497755e-05i,-3.40050307051199e-05+-1.32995505650323e-05i,-2.59554342653423e-05+-1.39385936086096e-05i,-3.25013535058628e-05+-2.55210026757026e-05i,-2.89052797554293e-05+-1.34684289145072e-05i,4.20084852037948e-05+1.15128726622717e-05i,9.11320911397567e-07+-1.00224673056781e-05i,-1.44799843172174e-06+-1.02358555435162e-05i,-1.29141793361715e-06+-1.05238865250637e-05i,-3.79838012794117e-06+-1.14543294940681e-05i,7.64245382143384e-05+-2.2871223054344e-05i,-0.000211750158183588+2.13147655265468e-05i,-6.05617396739459e-05+5.07514847534155e-07i,-4.77030867369637e-05+-1.47984194351974e-06i,-2.98350616075363e-05+-4.40216190039246e-06i
57.4960818950561,60.9322557407401,31.2,2.80909934170343e-06+-4.60479248597077e-10i,-1.74986427046313e-06+2.17016491791471e-10i,-1.05389435667195e-05+-1.82221692535932e-08i,-2.95352192415807e-06+-1.52708992643796e-08i,4.22821905586503e-05+-1.00325425799119e-06i,8.25858699482333e-06+-3.86435018381897e-07i,4.0129264677568e-05+-1.21949606295896e-06i,1.04012450792105e-05+-6.77890370590304e-07i,-8.44721488232817e-06+-7.40764501050044e-07i,4.01097334898743e-05+-2.70273710769148e-06i,2.1927839141005e-05+-2.11526337937018e-06i,9.55439190327573e-06+-1.78355830309371e-06i,1.17788731046344e-05+-2.94619495060182e-06i,1.13534910611971e-05+-1.68995781756398e-06i,1.23566671918721e-05+-2.42298620912535e-06i,4.52580572110966e-05+-5.73805854163871e-06i,-6.24712208958599e-05+-4.32362573596009e-06i,-1.34737818460926e-05+-1.24696244609545e-05i,5.9104948628842e-05+1.37470571781083e-05i,9.16355846125925e-06+-7.86179236297285e-06i,1.20955352547285e-05+-8.78769111423586e-06i,-5.81442383146623e-07+-7.2578437724122e-06i,-1.32442554911187e-05+-1.22371334262112e-05i,1.11375264999284e-05+-1.38150814873016e-05i,-3.2047684479825e-05+4.32937879536431e-05i,-5.8261948355721e-06+9.77433775805287e-06i,-0.000867290316120082+0.000173750086642264i,-1.22443246388846e-05+-1.66665161454368e-06i,-1.41025234173838e-05+3.93200223370332e-06i,-2.0998024670088e-05+4.82294616871454e-07i,-9.27075400134238e-06+-1.54387476349272e-05i,1.10045389544773e-05+2.74925114902576e-05i,-1.74373409600392e-05+-9.85676166826954e-06i,-1.49729840863677e-05+-1.04366251562741e-05i,-2.90094924296959e-05+-1.9026590255572e-05i,2.57488311391085e-06+-1.14855583496621e-05i,3.13494901635784e-05+8.42020267704068e-06i,-1.65695586420359e-06+-7.18163051406937e-06i,-3.63534126399439e-06+-7.22443077073428e-06i,-3.87734868277747e-06+-7.36967739179345e-06i,-6.26933582298801e-06+-8.01768307691941e-06i,3.30015972912606e-05+-1.68507419676834e-05i,-0.000109832063636807+2.0933674215956e-05i,-3.50811434551802e-05+2.5494489480937e-06i,-3.098796169836e-05+1.13599060101794e-06i,-1.89929908987078e-05+-1.87651173382512e-06i
57.4960818950561,74.4654447246263,31.2,2.04362301296656e-06+-4.22425312579201e-10i,-1.92154009943228e-06+-1.37736943440674e-09i,-7.76865508144225e-06+-1.82589960107106e-08i,-2.01632287813944e-06+-1.39098883885938e-08i,2.75220143491403e-05+-8.82492335833251e-07i,5.61900976809415e-06+-3.30518525622444e-07i,2.59242909227116e-05+-1.0631554473223e-06i,7.04988705090926e-06+-5.79253467250001e-07i,-4.34257094564836e-06+-6.0306515852361e-07i,2.45578805003449e-05+-2.35066634792026e-06i,1.3855029826551e-05+-1.80210611104863e-06i,5.34483884839892e-06+-1.53734428420617e-06i,7.81153938052576e-06+-2.47165653230087e-06i,6.92085000796393e-06+-1.42932773997562e-06i,7.73474424930778e-06+-2.03246399442581e-06i,2.79139498446668e-05+-4.64033799365098e-06i,-3.68408779752008e-05+-3.74950142911983e-06i,-6.51763334670776e-06+-1.02576357365666e-05i,3.23033850642912e-05+1.08270991340685e-05i,5.17966898907361e-06+-6.33444032445747e-06i,6.66105684772983e-06+-7.08329943431602e-06i,3.33106359906966e-07+-5.80440484732424e-06i,-9.13985816273327e-06+-9.52748536234881e-06i,5.51348506235606e-06+-1.09537763419209e-05i,-1.23056177518224e-05+3.5889583368033e-05i,-1.97456339754621e-06+8.78988361960088e-06i,-0.000573708179798375+0.000167487590259253i,-1.03922858815148e-05+-4.69473773453068e-07i,-6.65940132967604e-06+2.46829110214519e-06i,-1.12306688083499e-05+9.44650844611296e-08i,-7.96234627629283e-06+-1.17351571461354e-05i,8.21276038193297e-06+2.26533769743508e-05i,-8.71571623825786e-06+-6.55023770982144e-06i,-8.67670390518635e-06+-7.06296270041796e-06i,-2.18958728705996e-05+-1.28813308028809e-05i,8.23663672632264e-06+-9.57651357250365e-06i,2.61104792893667e-05+5.30571163730069e-06i,-3.23392042423919e-06+-4.44162044212448e-06i,-4.25015130216721e-06+-4.33880269970019e-06i,-4.5978675488794e-06+-4.3524557808998e-06i,-6.25422292199872e-06+-4.71166180590019e-06i,1.29552681041984e-05+-1.12717295530998e-05i,-5.88126757893686e-05+1.94726235911553e-05i,-2.14510783431789e-05+4.34134132914577e-06i,-2.13531584182476e-05+3.63154741226928e-06i,-1.20811195156257e-05+4.84070574914292e-07i
57.4960818950561,87.9986337085124,31.2,1.44461279585359e-06+-4.1311565066756e-10i,-1.47408315211028e-06+-3.69852224781649e-09i,-5.09076756775465e-06+-1.93510344979949e-08i,-1.2639662073822e-06+-1.33278287285752e-08i,1.89434268391169e-05+-7.80806884247377e-07i,4.02104762699901e-06+-2.87345635494148e-07i,1.69605849212178e-05+-9.39360046797375e-07i,4.86839630917768e-06+-5.03279010962774e-07i,-2.25843275201563e-06+-4.98297060269642e-07i,1.58236765646816e-05+-2.05785071321809e-06i,9.12634925643141e-06+-1.55221772718914e-06i,3.81947091586051e-06+-1.34663496231463e-06i,5.39212442646072e-06+-2.09967134307243e-06i,4.48565866485923e-06+-1.24077521286179e-06i,5.05979667505296e-06+-1.73875111141086e-06i,1.66900973905244e-05+-3.81478753298073e-06i,-2.01926590650271e-05+-3.23264528396956e-06i,-2.68762040208612e-06+-8.49109830066994e-06i,1.78384693681406e-05+8.64299464821853e-06i,3.2583547631534e-06+-5.09975476404869e-06i,3.95981591097142e-06+-5.71353438736748e-06i,5.44516735631111e-08+-4.64138609295362e-06i,-6.23621327690247e-06+-7.37545813348155e-06i,2.44174369411699e-06+-8.65530773114687e-06i,-5.77525878874422e-06+3.00660570816076e-05i,-1.16815851302818e-06+8.08587981427269e-06i,-0.000351654020179737+0.000153310131077365i,-8.35223417843061e-06+3.50769872391076e-07i,-1.75829347661675e-06+1.20060424709746e-06i,-5.06476058027466e-06+-2.84277294080622e-07i,-6.58776654208062e-06+-8.75591452084979e-06i,7.40146844922166e-06+1.8749128137492e-05i,-5.9805547449784e-06+-3.84429910554861e-06i,-6.21485915341435e-06+-4.31210731963952e-06i,-1.50129441579047e-05+-7.87717714242905e-06i,2.14714320330599e-06+-8.32719511073811e-06i,2.06428357113829e-05+2.4975892983958e-06i,-3.82698064195464e-06+-2.3420973014267e-06i,-4.31415599370901e-06+-2.11078163660347e-06i,-4.60071755102332e-06+-2.02923248761951e-06i,-5.71719571545494e-06+-2.14097758395149e-06i,3.79634804301728e-06+-6.49504301608176e-06i,-3.11889281745025e-05+1.62490588920075e-05i,-1.30069617496283e-05+5.05203505521923e-06i,-1.38869411285213e-05+4.99890395937533e-06i,-7.85403709194903e-06+1.96449002010441e-06i
57.4960818950561,101.531822692399,31.2,1.02202329757901e-06+-4.12006991926424e-10i,-1.00124242161725e-06+-6.26926647838723e-09i,-3.11657149710299e-06+-2.09710447885082e-08i,-7.43680286419234e-07+-1.32837500293406e-08i,1.36752137026621e-05+-7.05216125373825e-07i,3.00447934388579e-06+-2.56476832505032e-07i,1.13518851130143e-05+-8.49310900727222e-07i,3.45989751956e-06+-4.48750125681016e-07i,-1.20751859949849e-06+-4.23605053515935e-07i,1.07999570279915e-05+-1.83725929590694e-06i,6.31244799477361e-06+-1.36735418909253e-06i,3.19460086750633e-06+-1.20708470141792e-06i,3.90954031965215e-06+-1.82476960749525e-06i,3.03758072787096e-06+-1.10251856044543e-06i,3.45259353298253e-06+-1.52204874335023e-06i,1.03525395641365e-05+-3.22901092313323e-06i,-1.13207665755793e-05+-2.7780655420882e-06i,-7.97841933865393e-07+-7.14556753976613e-06i,9.77351601260255e-06+7.08113171266255e-06i,2.074764819497e-06+-4.13272562121869e-06i,2.38540149810114e-06+-4.64743900759897e-06i,-4.66222364424099e-07+-3.7181459488199e-06i,-4.44623461333289e-06+-5.70764878819385e-06i,7.82498379084207e-07+-6.86560678132835e-06i,-6.41478273795063e-06+2.58554617437541e-05i,-2.22947188862562e-06+7.68528270900992e-06i,-0.000198626161896392+0.00013604370458933i,-6.47925390529465e-06+9.71346232575205e-07i,4.44541485636891e-07+2.35332875128318e-07i,-2.0878844173879e-06+-5.52667304892618e-07i,-5.87514204259628e-06+-6.3502376955446e-06i,7.41086842378711e-06+1.5581804669129e-05i,-4.68880772526609e-06+-1.64922995223573e-06i,-4.90589664131559e-06+-2.0962962645905e-06i,-1.04312571903409e-05+-3.9567438530837e-06i,-3.31373185729623e-06+-7.24690867830049e-06i,1.54971327853963e-05+2.58346919617646e-07i,-3.81122064799244e-06+-7.030113797579e-07i,-4.05996373873877e-06+-3.78690939300926e-07i,-4.25999279124238e-06+-2.3656673004809e-07i,-5.11129171926793e-06+-1.53711205034441e-07i,-8.21433511980491e-07+-2.80845743065133e-06i,-1.41757289923534e-05+1.3066120900303e-05i,-7.15462488102428e-06+5.25713389457642e-06i,-7.95402521674004e-06+5.65119317593063e-06i,-5.08251394964009e-06+2.90607055950916e-06i
63.1531411439704,-101.466012065894,31.2,1.03321550248392e-06+-3.1141948889808e-10i,-8.59130097852028e-07+-4.79863784538727e-09i,-3.38499062869114e-06+-2.06481711777806e-08i,-7.52359585986785e-07+-1.28155148787706e-08i,1.2457538649227e-05+-7.11934851073111e-07i,2.71884658666048e-06+-2.56293332206939e-07i,1.16267166112761e-05+-8.52165227223396e-07i,3.38743839938658e-06+-4.45851578680519e-07i,-1.39894711742796e-06+-4.08939323023585e-07i,1.09230342222045e-05+-1.82217905596104e-06i,6.67775373499596e-06+-1.39341613680518e-06i,2.97862425671988e-06+-1.22584552549731e-06i,4.05235390580636e-06+-1.83189419973425e-06i,1.93663649198375e-06+-1.0203383436039e-06i,2.56037605537462e-06+-1.43980364023334e-06i,9.97790429898777e-06+-3.17368040401683e-06i,-1.12675714740342e-05+-2.83557048183418e-06i,-1.36629572323594e-06+-6.98200781413078e-06i,9.25018659770946e-06+7.2959349640715e-06i,1.75317870488171e-06+-4.06820783939975e-06i,2.12863659314262e-06+-4.57689401296704e-06i,-5.70772962903477e-07+-3.52049481212654e-06i,-5.50675819722837e-06+-5.53637325226489e-06i,1.07454298094293e-06+-6.69245639624618e-06i,-1.21476810281763e-05+2.40126499131681e-05i,-4.0838562381129e-06+3.27280422498211e-06i,-0.000216016659584292+0.000158849981989713i,-8.45166026803767e-06+1.57006659643648e-06i,-3.98886226273572e-06+5.15827486769339e-07i,-2.34660201773243e-06+-2.84000838406076e-07i,-6.08835738617435e-06+-5.60059648440737e-06i,8.62823755174307e-06+1.31446926499557e-05i,-3.96489856872943e-06+-1.59453187213916e-06i,-4.47641784710441e-06+-1.84663104098652e-06i,-9.41597000099803e-06+-4.70553467997532e-06i,2.21539420314261e-06+-7.13590443509144e-06i,-9.0787975484929e-06+8.91733208982815e-06i,-3.73388116154165e-06+-1.3406065332945e-07i,-4.14553216724642e-06+6.08982699629781e-08i,-4.26583117052438e-06+1.33630746397804e-07i,-4.78555485176968e-06+3.90594037926877e-07i,-1.89300461284609e-06+-3.08893990233325e-06i,-9.70141624924527e-06+1.50918738769661e-05i,-5.51929386952981e-06+5.99668386878737e-06i,-6.43672466348946e-06+6.0362809378859e-06i,-4.03460299470216e-06+3.71362586741192e-06i
