x,y,z,f_69_19,f_Freq_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
-168.786288061516,33.8658777729677,31.2,1.51652038875467e-06+4.65926186362019e-09i,1.81716944597965e-05+7.98411123767143e-08i,4.22149202315082e-07+2.31938359673836e-08i,2.63733881815606e-06+1.97005324295322e-08i,-7.01215302752311e-06+-1.02373662416239e-06i,2.19888935591274e-06+-3.09959810330377e-07i,-1.65164621197596e-05+-9.97477931275874e-07i,1.71359387721194e-07+-5.22745100501248e-07i,6.84703355553684e-06+-1.21385073122843e-06i,-6.36940851168302e-06+-6.14541533626281e-07i,-1.07950211196493e-06+-9.12114912241061e-07i,-1.52388742566478e-06+-2.42747813827589e-07i,2.49377376011237e-06+-1.55707957872914e-06i,-2.92196909226276e-06+-3.07615154245192e-06i,-1.11822404478658e-06+-3.0120816816281e-06i,1.32138914040825e-05+-6.91080654635653e-06i,-2.32594865891587e-05+3.39909653609666e-06i,6.68760323472973e-07+-7.76134812766579e-06i,-1.03114573527519e-05+1.15548890903307e-05i,-4.00004604322281e-06+-1.78680059795693e-06i,-2.28246626790571e-06+-2.50458471470408e-06i,-7.98474178581253e-06+-3.62547116186933e-06i,8.15093120736278e-06+-1.07566494578837e-05i,-9.91118109756392e-06+-2.4547497348671e-06i,4.28776080575796e-05+1.57755336708441e-05i,5.66897494698803e-06+6.09041902091754e-06i,-0.000154686205267027+-0.000353522272392239i,-1.97158620541073e-05+-6.49480278565233e-06i,6.81138642221677e-06+-9.6637892583091e-06i,4.71988351914785e-06+-7.9445509207157e-06i,-1.01321519976446e-05+3.34767286418074e-06i,1.23914308740202e-05+-8.4781681533581e-06i,2.9398558124419e-06+-9.12759942861392e-06i,-8.74632753580068e-07+-5.68552128965683e-06i,-1.73664898654129e-05+-7.08154330700402e-06i,-4.42832157072171e-05+6.75294042622294e-06i,4.89155727285549e-05+1.7715392293e-05i,4.83393083258276e-06+5.51401125133472e-06i,4.60197671955068e-06+4.80899160110066e-06i,5.02510596486025e-06+4.31911031833948e-06i,4.7218191259663e-06+3.73146147920133e-06i,1.23246310086044e-05+-3.75771196490278e-05i,1.66917707993521e-06+0.000102286567734557i,9.62719638685749e-06+2.80842668103655e-05i,1.26306493788608e-05+2.11448231658061e-05i,9.38289497560302e-06+1.03861242053707e-05i
-168.786288061516,47.3990667568539,31.2,1.37678540696413e-06+4.66802038014378e-09i,1.3829497054709e-05+7.68297279237332e-08i,1.17134908051666e-06+2.51212690637338e-08i,2.4794079729411e-06+2.03684784394292e-08i,-7.56626553832921e-06+-9.88266918853182e-07i,9.50941981202849e-07+-2.98959575873157e-07i,-3.80810587059528e-06+-9.06503288759289e-07i,1.46540648856489e-06+-4.93879908911471e-07i,8.69998724713107e-06+-1.16075830627455e-06i,-1.02373927870253e-05+-5.82891830628602e-07i,-2.77980310977505e-06+-8.58329784302815e-07i,-1.06934874650517e-06+-2.12196033198864e-07i,2.49176255809375e-06+-1.46196417131878e-06i,-5.24594953459412e-06+-2.91451394038246e-06i,-2.90567882619302e-06+-2.8445733314819e-06i,1.17166925648734e-05+-6.53167383189034e-06i,-2.31288713210838e-05+3.33090603089639e-06i,-3.09269561466159e-06+-7.18823868977019e-06i,2.45223305417574e-07+1.10475296340635e-05i,-2.77212425244006e-06+-1.53081745548272e-06i,-1.71662107513258e-06+-2.21472258963434e-06i,-6.80513070651526e-06+-3.21949514231106e-06i,8.14704182507742e-06+-9.7927458539707e-06i,-8.8537126439794e-06+-2.03472406655073e-06i,3.89489045339543e-05+1.41996556594389e-05i,7.34106849566228e-06+5.9715355052353e-06i,-0.000132141539922585+-0.000319712073501159i,-1.72190857542513e-05+-5.49583929770598e-06i,1.36861771444881e-06+-8.2630035645489e-06i,3.09981233748372e-06+-6.97426746951232e-06i,-7.03778777664026e-06+3.36427928989191e-06i,1.58786818097642e-06+-7.81279969390677e-06i,1.90749763319472e-06+-7.65718380744011e-06i,-1.06193189296885e-06+-4.60909573356293e-06i,-1.33272174673146e-05+-5.8222870797617e-06i,-3.93530722662226e-05+9.77449963948805e-06i,4.65525233105788e-05+1.49346133389892e-05i,3.61775726771222e-06+5.06282326872159e-06i,3.77050963749998e-06+4.30401967456541e-06i,4.05395960214368e-06+3.85436592183462e-06i,3.4170837309668e-06+3.29655981088203e-06i,7.66790856303951e-06+-3.34612045848645e-05i,8.72806673823109e-06+9.03596159057268e-05i,9.97265288557761e-06+2.47669042236739e-05i,1.07545689402784e-05+1.88471770414765e-05i,9.69741173705833e-06+8.92350926513974e-06i
-168.786288061516,60.9322557407401,31.2,1.1978424345703e-06+4.67063397485733e-09i,9.60032749228486e-06+7.22562770242616e-08i,1.71092631100417e-06+2.77435040880538e-08i,2.22540143684251e-06+2.11575456980623e-08i,-7.40075610549661e-06+-9.4328080576301e-07i,4.53229794516856e-08+-2.8545362824702e-07i,4.89885272740858e-06+-8.07730717142159e-07i,2.19273397052374e-06+-4.5957769404321e-07i,8.875077575623e-06+-1.09416839396938e-06i,-1.09481266377671e-05+-5.27193883196022e-07i,-3.22363653128224e-06+-7.89148518542804e-07i,-8.7941145135042e-07+-1.74130271629334e-07i,2.24952279830904e-06+-1.34325923207444e-06i,-5.18080614878954e-06+-2.70219170094533e-06i,-2.97526949119146e-06+-2.63086790935982e-06i,1.01290537009227e-05+-6.04675631130398e-06i,-2.0441396327686e-05+3.22030301333912e-06i,-2.7014488423613e-06+-6.51775708426231e-06i,-8.95150413636001e-08+1.0210078369855e-05i,-2.47276332706471e-06+-1.21306607927108e-06i,-1.74678642150385e-06+-1.85127609558493e-06i,-6.23561733740577e-06+-2.70983057259178e-06i,1.88678520530923e-06+-8.43534098787746e-06i,-7.77419531576764e-06+-1.52170441742745e-06i,3.63471495354955e-05+1.21892632908324e-05i,9.43296561683543e-06+5.62495948728857e-06i,-3.84576382058162e-05+-0.000260825514475788i,-1.19955199450792e-05+-4.23887546450987e-06i,-1.78584316850573e-06+-6.57476766267977e-06i,1.81459661379996e-06+-5.75068044536175e-06i,-5.31313255198549e-06+3.34759451894855e-06i,1.01049380840674e-06+-6.62096358426775e-06i,2.26991161940505e-06+-5.80571173168765e-06i,1.7135627908789e-07+-3.27668689350105e-06i,-5.68251702011719e-06+-4.25827981361388e-06i,-2.49599754272363e-05+1.29168044355068e-05i,3.14725265056787e-05+1.11230974633362e-05i,1.95485260294324e-06+4.4038060898891e-06i,2.60449299415154e-06+3.60915296987422e-06i,2.74618836781915e-06+3.21482101790155e-06i,1.75373896076987e-06+2.69591431301903e-06i,2.37576319871151e-06+-2.76098845049594e-05i,1.64340476014707e-05+7.37210219067362e-05i,1.01976797759871e-05+2.00866936697725e-05i,8.9299971505391e-06+1.55053221013991e-05i,9.47417244255803e-06+6.90748365715152e-06i
-168.786288061516,74.4654447246263,31.2,9.98708376294304e-07+4.69912124666049e-09i,6.148359433627e-06+6.64465113290968e-08i,1.90788977602538e-06+3.11172000328791e-08i,1.88183747215111e-06+2.21558406955361e-08i,-6.17371306640676e-06+-8.94518122698555e-07i,-3.11692099281349e-07+-2.71400485135068e-07i,8.47992621153343e-06+-7.1240051458097e-07i,2.32109056498933e-06+-4.24284445120563e-07i,7.77404479299257e-06+-1.0243531438083e-06i,-9.28795764997218e-06+-4.58585223151395e-07i,-2.69676001089696e-06+-7.14981889549409e-07i,-9.06365076203845e-07+-1.3455657933503e-07i,1.86430232523044e-06+-1.22013319608684e-06i,-3.71667964668703e-06+-2.47815939874409e-06i,-2.03601131549539e-06+-2.40839944431713e-06i,8.47306810695946e-06+-5.5440257226823e-06i,-1.63760217339444e-05+3.09501823890782e-06i,-5.99819888478634e-07+-5.85785135108131e-06i,-4.86587457451135e-06+9.31988182441948e-06i,-2.72642078033572e-06+-8.80941829169411e-07i,-2.02411451603369e-06+-1.47653559463421e-06i,-5.78539327708864e-06+-2.18834767425021e-06i,-3.89668854953144e-06+-7.06553314853539e-06i,-6.72947444828241e-06+-1.00234065186283e-06i,3.22034262542893e-05+1.00868124271219e-05i,9.37916944376228e-06+5.24222494084454e-06i,2.56048081782168e-05+-0.000207083099581152i,-7.98592729340925e-06+-2.97317749105617e-06i,-2.88863401225573e-06+-4.93048693938845e-06i,6.84861476611447e-07+-4.5450659062093e-06i,-5.12535284693161e-06+3.33354240884099e-06i,6.60464563079466e-06+-5.24513829304932e-06i,2.17845848831986e-06+-4.00554477321317e-06i,7.78805682470815e-07+-1.98062729129813e-06i,-1.1460511204731e-06+-2.71147683886289e-06i,-2.18168830780613e-05+1.63203915701325e-05i,2.2068118890686e-05+7.19871706553725e-06i,1.41487307528926e-06+3.7359155004065e-06i,2.26261269745425e-06+2.92246337277902e-06i,2.35706794791675e-06+2.57950876332307e-06i,1.58953574966934e-06+2.0872637434383e-06i,1.46397791509797e-07+-2.21762109257032e-05i,1.7546206374882e-05+5.81138757102801e-05i,9.14335792439703e-06+1.56828960331941e-05i,7.23101374531984e-06+1.23457506537677e-05i,8.12099481613642e-06+5.00879420441534e-06i
-168.786288061516,87.9986337085124,31.2,7.9432400085065e-07+4.74810916080774e-09i,3.71442288907776e-06+5.91278736302803e-08i,1.770453420292e-06+3.52364141484948e-08i,1.48241402389768e-06+2.32805971517927e-08i,-4.21904964105788e-06+-8.45534312570365e-07i,-2.35535947812406e-07+-2.5790651963044e-07i,8.24476260250179e-06+-6.20770598490795e-07i,2.05299520432021e-06+-3.89454802197875e-07i,6.15605076557999e-06+-9.54902485438518e-07i,-6.82413832502905e-06+-3.85850467110028e-07i,-1.84772823872837e-06+-6.39930414116762e-07i,-9.43222489893422e-07+-9.63013995762684e-08i,1.44396343753065e-06+-1.09676878446586e-06i,-2.14638163538194e-06+-2.25154192416442e-06i,-1.03114940129411e-06+-2.18354696789348e-06i,6.61782142479953e-06+-5.02925702560309e-06i,-1.20211183474493e-05+2.95381286932447e-06i,9.96604932396075e-07+-5.19363852077807e-06i,-8.17457706787177e-06+8.45839441873475e-06i,-2.98007100061336e-06+-5.40798742679999e-07i,-2.20874907477437e-06+-1.09488908114789e-06i,-5.08859026090626e-06+-1.6627927302881e-06i,-6.34901905957164e-06+-5.74240188913574e-06i,-5.63477688184074e-06+-4.79825914641679e-07i,2.60202794256557e-05+7.87301268924419e-06i,7.36471139563793e-06+4.81353093986402e-06i,3.15384112306773e-05+-0.000164510878340549i,-5.98371987319506e-06+-1.71333994519018e-06i,-3.22287873615256e-06+-3.34841518460557e-06i,-3.76626295079288e-07+-3.35617153194188e-06i,-4.97374049360438e-06+3.29398321258597e-06i,1.04261657864044e-05+-3.91889034694304e-06i,1.30523396166517e-06+-2.30195753363844e-06i,4.81749743752308e-07+-7.6303946566093e-07i,-8.42807761249168e-08+-1.2416037284238e-06i,-2.56917551755556e-05+1.9709298422168e-05i,1.96311150475866e-05+3.21729909682956e-06i,1.68006468114576e-06+3.03548666389238e-06i,2.42578989196733e-06+2.22162464778358e-06i,2.51011528609531e-06+1.92679518838378e-06i,2.16330777015968e-06+1.46042880068215e-06i,-7.22299822676204e-07+-1.7017497821604e-05i,1.62419609495966e-05+4.31563407549756e-05i,7.82445123275496e-06+1.14081998014658e-05i,6.014406334546e-06+9.22392086644518e-06i,6.46472588719519e-06+3.16067993344393e-06i
-168.786288061516,101.531822692399,31.2,6.2042428950953e-07+4.86861989644596e-09i,2.17460114756495e-06+5.12531823030526e-08i,1.50347480348526e-06+4.0073992658617e-08i,1.12852985119922e-06+2.47010716216384e-08i,-2.42802810121236e-06+-8.06142597055773e-07i,-3.63325785102933e-08+-2.47187302859818e-07i,6.72597175051542e-06+-5.36633560411968e-07i,1.69243839852775e-06+-3.5846796847384e-07i,4.71620091705945e-06+-8.92280295182385e-07i,-4.77012164735526e-06+-3.21125677173414e-07i,-1.1588588045992e-06+-5.72368083353377e-07i,-9.02669824044132e-07+-6.52235336122338e-08i,1.08896902494134e-06+-9.84752646072144e-07i,-1.10770092845132e-06+-2.0405070924819e-06i,-4.03414421069903e-07+-1.9737385721604e-06i,4.86936644940554e-06+-4.53470273432417e-06i,-8.39449931518954e-06+2.78905641549501e-06i,1.6177046480191e-06+-4.57688662120713e-06i,-8.96371937379187e-06+7.70394223359188e-06i,-3.02950385309052e-06+-2.22007290084251e-07i,-2.22465109973085e-06+-7.3978672265739e-07i,-4.30550361153954e-06+-1.17817899521003e-06i,-6.62819106920325e-06+-4.52958321693989e-06i,-4.61360408657847e-06+-1.4157882712985e-08i,2.00436628168567e-05+5.79549178889417e-06i,5.09247183682002e-06+4.35122093344827e-06i,1.17935580974666e-05+-0.00012900085619443i,-4.94943215635143e-06+-5.82638780742107e-07i,-3.28043897384965e-06+-1.96049476430568e-06i,-1.12849925419983e-06+-2.27741721217613e-06i,-4.25666413677118e-06+3.14100433535401e-06i,1.05620941816263e-05+-2.67807103332757e-06i,4.48962517063737e-07+-8.41812096451686e-07i,4.93266298138249e-08+2.52030958595446e-07i,-2.33459051182072e-07+1.54686393754489e-08i,-2.79821981178182e-05+2.22590758019192e-05i,1.89130206611028e-05+-4.92157713877443e-07i,2.02707626737788e-06+2.30203234049621e-06i,2.55431715107496e-06+1.52074175162112e-06i,2.62053225014621e-06+1.27334004289019e-06i,2.5578697580549e-06+8.37090280419997e-07i,-1.23815173575159e-06+-1.2332524191211e-05i,1.45370131996346e-05+2.96432564323586e-05i,6.57143511371808e-06+7.52536845329619e-06i,5.06826269517157e-06+6.31025976587613e-06i,4.93525151244191e-06+1.54840070493718e-06i
-163.129228812602,-101.466012065894,31.2,7.06432301197901e-07+4.45478385570165e-09i,2.17520708142607e-06+4.53066075359193e-08i,1.89619908308257e-06+3.91912634664531e-08i,1.32127451602562e-06+2.23130613661837e-08i,-3.29030930296081e-06+-8.14907545796566e-07i,-2.3157494227108e-07+-2.5259037025923e-07i,8.43671577581644e-06+-5.67257405610582e-07i,1.94414254810447e-06+-3.71306484476163e-07i,5.22758562504425e-06+-9.15301239181227e-07i,-5.30161944471319e-06+-3.41520172115601e-07i,-1.25443646189894e-06+-6.20989420827444e-07i,-9.58643901441192e-07+-1.07538106624348e-07i,1.19995294383329e-06+-1.03859305670428e-06i,-9.80978870606654e-07+-2.18079839878889e-06i,-2.61487478701631e-07+-2.09351680494565e-06i,5.45892206352705e-06+-4.71410959662747e-06i,-9.15889071048653e-06+2.69887857475848e-06i,2.05269457574769e-06+-5.00439662952436e-06i,-1.08265453453324e-05+7.95334389475153e-06i,-3.26535918813284e-06+-4.19286713167779e-07i,-2.39289426528758e-06+-9.47243743502727e-07i,-4.67515010485283e-06+-1.48093854808281e-06i,-7.75607179357838e-06+-4.96875635701994e-06i,-4.91090194272102e-06+-3.85940543660615e-07i,2.10420153192749e-05+5.76758169265325e-06i,4.86208266174324e-06+2.27507564957416e-07i,-1.9631950402984e-05+-0.000129667021831912i,-4.72787130073847e-06+-1.30922624930508e-06i,4.77111424269984e-06+-6.53612868389771e-06i,3.15809074841457e-07+-3.3473032257924e-06i,-4.95081633389036e-06+2.93895632293017e-06i,1.0308952477109e-05+-1.37487959611092e-06i,5.83299618821734e-07+-1.00113242714246e-06i,3.19389934134155e-08+2.03914264165545e-07i,3.74471881476659e-07+-1.37167651737281e-07i,-3.24128973665475e-05+2.23313008539782e-05i,6.49569475595033e-07+-1.09688747776849e-07i,1.90465980041848e-06+2.69655504986646e-06i,2.4083167639974e-06+2.09748220305494e-06i,2.586541456725e-06+1.81542734133162e-06i,2.8965860824408e-06+9.94363011946714e-07i,1.28056680023611e-06+-1.28196733393449e-05i,1.02171673067786e-05+3.62549296262328e-05i,5.67314729622149e-06+9.57291586818499e-06i,4.33670673751337e-06+7.9070411653856e-06i,5.12993326461348e-06+2.40048533685173e-06i
-163.129228812602,-87.9328230820078,31.2,9.19463920729275e-07+4.37093953299565e-09i,3.86372687709072e-06+5.30483771261091e-08i,2.33203322025555e-06+3.45008702995915e-08i,1.77322383518338e-06+2.0994627069105e-08i,-5.68939145078719e-06+-8.64942416566471e-07i,-5.71980386487555e-07+-2.66576454282243e-07i,1.09469927386919e-05+-6.52557866053718e-07i,2.43930538269218e-06+-4.06258929300187e-07i,7.0225358171867e-06+-9.84276942187225e-07i,-7.87127941057815e-06+-4.22979308919088e-07i,-2.13419459119761e-06+-6.98732423003477e-07i,-1.00646923718924e-06+-1.45259841861028e-07i,1.62900460069092e-06+-1.16608408090124e-06i,-2.26018304077467e-06+-2.4151725348991e-06i,-1.02480767176179e-06+-2.32755374402532e-06i,7.5379976307288e-06+-5.25127025327724e-06i,-1.34887169847048e-05+2.84907268147035e-06i,1.20997266681685e-06+-5.68512830773959e-06i,-1.01925625897567e-05+8.78366061252356e-06i,-3.20347869739064e-06+-7.76594101205099e-07i,-2.37991986340026e-06+-1.3480990070797e-06i,-5.64729428894385e-06+-2.03502485389655e-06i,-8.08568467289429e-06+-6.29261108717248e-06i,-6.08508560462546e-06+-9.37507141912051e-07i,2.74653676626933e-05+8.21165299548527e-06i,5.58967249097116e-06+9.14162924987608e-07i,9.59859959801257e-06+-0.000167683410373099i,-5.369528412684e-06+-2.63130849534255e-06i,8.65665131551451e-06+-7.89362152433479e-06i,1.92980942390743e-06+-4.51738008606511e-06i,-5.85125852079466e-06+3.00108127240093e-06i,1.12079459472028e-05+-2.65066817158589e-06i,1.93821579336099e-06+-2.64239258646869e-06i,8.68050521651664e-07+-9.62825118409716e-07i,1.43307234473762e-06+-1.60030765301538e-06i,-2.85962476976397e-05+1.9290527413229e-05i,-5.8550258100451e-06+2.70916836658576e-06i,1.3704750614517e-06+3.45029718113418e-06i,2.08463565178688e-06+2.84502882573622e-06i,2.3368412453044e-06+2.51720978326077e-06i,2.36241380259001e-06+1.63529706153999e-06i,2.59123975430807e-06+-1.75882343594665e-05i,9.5556446550948e-06+5.11008565200775e-05i,6.24750393891931e-06+1.39183693485148e-05i,4.68102537748358e-06+1.11875236778833e-05i,6.50082331022611e-06+4.31441691897097e-06i
-163.129228812602,-74.3996340981217,31.2,1.16744619328013e-06+4.34548702257292e-09i,6.65591394453926e-06+5.99951503650438e-08i,2.61233140077264e-06+3.04512332530968e-08i,2.27616632507062e-06+1.98900488254373e-08i,-8.24776109305583e-06+-9.25975777350353e-07i,-7.68020330196847e-07+-2.8394056527428e-07i,1.21196726490228e-05+-7.47208354800473e-07i,2.85628494351606e-06+-4.461638307455e-07i,9.17120218683512e-06+-1.0625936389108e-06i,-1.11792242700806e-05+-5.16931448463025e-07i,-3.34291738738937e-06+-7.87183501618098e-07i,-9.3429988952354e-07+-1.91718987488469e-07i,2.16653706077766e-06+-1.30987909637839e-06i,-4.41798396255313e-06+-2.67460622188706e-06i,-2.41022438798411e-06+-2.58565796681008e-06i,9.75394907321148e-06+-5.82877823744735e-06i,-1.89156941117218e-05+2.98374662203939e-06i,-1.1586682459538e-06+-6.43263143599646e-06i,-5.64671783254453e-06+9.78044799142631e-06i,-2.81621512816951e-06+-1.1595047032768e-06i,-2.12539238674126e-06+-1.78252919074474e-06i,-6.50094209965305e-06+-2.64171189829202e-06i,-5.62847081078068e-06+-7.77528835606748e-06i,-7.41243403409113e-06+-1.54614881360048e-06i,3.46864945166666e-05+1.08743060014721e-05i,6.82656442834939e-06+1.6830112618518e-06i,1.40482180989372e-05+-0.00021471395552742i,-7.2383287484997e-06+-4.09581860229911e-06i,1.38861983358724e-05+-9.30521844105956e-06i,4.12112851123083e-06+-5.79915542390484e-06i,-5.85975995302954e-06+2.98045135602939e-06i,7.37290517993674e-06+-4.10594613237325e-06i,3.32745223130097e-06+-4.55362076654617e-06i,1.60745400011271e-06+-2.34365394780491e-06i,1.39016225180817e-06+-3.29723450702063e-06i,-2.01593457795803e-05+1.56234723692929e-05i,-1.37397332168447e-05+6.04707034484781e-06i,8.06155734214373e-07+4.2023309418489e-06i,1.64224518566474e-06+3.60238651070195e-06i,1.94420572613052e-06+3.22412467225616e-06i,1.32744883112909e-06+2.29921161001379e-06i,3.5311874374298e-06+-2.31591880647583e-05i,1.09230019534745e-05+6.79848974494547e-05i,7.59998038195224e-06+1.87901683000675e-05i,5.76770185945613e-06+1.47893431120725e-05i,8.48745883407652e-06+6.4852868569129e-06i
-163.129228812602,-60.8664451142355,31.2,1.40975433055186e-06+4.33569037399417e-09i,1.1027517283587e-05+6.51973314131725e-08i,2.36814961323419e-06+2.7104621138416e-08i,2.68578679267396e-06+1.886404527508e-08i,-9.46153945072674e-06+-9.86606598591049e-07i,-2.43390995707211e-07+-3.02219284188123e-07i,7.41520496784725e-06+-8.52162174819666e-07i,2.6861613517317e-06+-4.87931134370906e-07i,1.06624733820923e-05+-1.14298481867213e-06i,-1.33797903109908e-05+-6.09450384693547e-07i,-4.16484481173069e-06+-8.77869586997171e-07i,-9.03683845197482e-07+-2.42074340858901e-07i,2.69852478732336e-06+-1.4588594167378e-06i,-6.62445590837827e-06+-2.93817645129074e-06i,-3.85273203249215e-06+-2.8487225531883e-06i,1.17683170876713e-05+-6.40881245246108e-06i,-2.41986739741487e-05+3.09602119127646e-06i,-4.39671483022874e-06+-7.19973552586916e-06i,2.2919088506978e-06+1.08655862483258e-05i,-2.41123584260061e-06+-1.54836127456514e-06i,-1.67918661317784e-06+-2.22695560713163e-06i,-6.89474866159242e-06+-3.26972652895796e-06i,3.06565492349812e-06+-9.40643878276545e-06i,-8.69287389454131e-06+-2.17895989284301e-06i,4.02982738505104e-05+1.35728075575212e-05i,9.79086024897772e-06+2.46108903819232e-06i,-7.65172949855978e-05+-0.000283244359501914i,-1.26573437676163e-05+-5.64023861794243e-06i,1.86010942674306e-05+-1.06849728194474e-05i,6.10532624987889e-06+-7.11450755005946e-06i,-5.92937977182177e-06+2.89681671711391e-06i,6.12329967882106e-07+-5.62523383802195e-06i,3.33414651297469e-06+-6.60536115607866e-06i,7.65810463571587e-07+-3.84114252767494e-06i,-4.54230288223037e-06+-5.1137116108435e-06i,-2.50205381080224e-05+1.18027378876387e-05i,-9.93199694979646e-06+9.93929642547883e-06i,1.51891816966288e-06+4.94497863764089e-06i,2.04137978700763e-06+4.366149154176e-06i,2.38205768657125e-06+3.93527429530583e-06i,1.49134743775308e-06+2.98255636716917e-06i,6.85586790743575e-06+-2.93312561751939e-05i,7.9623512540765e-06+8.61694502025819e-05i,8.38723651487375e-06+2.40316259864257e-05i,7.37552830868521e-06+1.86285721074694e-05i,1.00900767838199e-05+8.86577278298506e-06i
-163.129228812602,-47.3332561303493,31.2,1.633116503072e-06+4.37204282240676e-09i,1.61181130977788e-05+6.99096012192104e-08i,1.77678843344578e-06+2.43712373778761e-08i,2.99907045018696e-06+1.81170618579693e-08i,-9.4202013558259e-06+-1.04297366525457e-06i,8.78583189214463e-07+-3.19671336679888e-07i,-2.57099462557948e-06+-9.62620654523257e-07i,1.90592257207463e-06+-5.2877011748507e-07i,1.07743342766409e-05+-1.21978670335047e-06i,-1.281390530197e-05+-6.86430071942002e-07i,-3.83604623257592e-06+-9.62314923649602e-07i,-1.28474854951038e-06+-2.89162762766386e-07i,3.0722629035904e-06+-1.60189785956427e-06i,-6.9801178822876e-06+-3.18727530086113e-06i,-3.95511782651786e-06+-3.10113170797144e-06i,1.41985811614694e-05+-6.96887899710344e-06i,-2.84775765439282e-05+3.19435360351976e-06i,-4.75699127491455e-06+-7.98085270100097e-06i,3.31574910352668e-06+1.18607719644369e-05i,-2.68044464340257e-06+-1.91801631964248e-06i,-1.55659655544072e-06+-2.65494451414804e-06i,-7.68120508363771e-06+-3.87823408709945e-06i,1.12984131924339e-05+-1.09962412953153e-05i,-1.00817969071936e-05+-2.79894400550766e-06i,4.70309684893898e-05+1.62960549792504e-05i,1.43505421864159e-05+3.29890131810132e-06i,-0.000194039129448481+-0.000356268429544468i,-1.89810263444071e-05+-7.13952964997095e-06i,2.07535178926859e-05+-1.20122943165565e-05i,7.57570214040717e-06+-8.40367650844008e-06i,-7.97647893076862e-06+2.82364602751846e-06i,1.57041566942356e-06+-6.98473564461228e-06i,3.45104382258963e-06+-8.68400698943371e-06i,-2.93130316300039e-07+-5.3676948543662e-06i,-1.33346741261467e-05+-6.9456800097461e-06i,-4.09840319002931e-05+8.00086066051113e-06i,5.35591902709333e-06+1.4146261978601e-05i,3.47857885247937e-06+5.6346818483846e-06i,3.3753615200616e-06+5.08399925292492e-06i,3.82168833080174e-06+4.59882990547368e-06i,3.43434261179807e-06+3.63528610920527e-06i,1.37597978955379e-05+-3.5681670080828e-05i,-3.23679028095462e-06+0.000104062047986568i,7.46585066955318e-06+2.91549879886625e-05i,8.96396705661479e-06+2.23313785892207e-05i,1.0120981548218e-05+1.11802982420038e-05i
-163.129228812602,-33.8000671464631,31.2,1.78100387581707e-06+4.35654808564882e-09i,2.12108368425967e-05+7.22376176614747e-08i,7.93807958226807e-07+2.23367675192856e-08i,3.12231859320131e-06+1.73474622751494e-08i,-8.03526794243742e-06+-1.08024442479119e-06i,2.54003070273286e-06+-3.32153625462056e-07i,-1.8410283304064e-05+-1.06091969268986e-06i,3.04420667882935e-07+-5.60532085114441e-07i,8.4197575419963e-06+-1.27580362906704e-06i,-7.70704892389335e-06+-7.26471953594966e-07i,-1.65292937975013e-06+-1.02200559939505e-06i,-2.02739944034985e-06+-3.23105878424602e-07i,3.07232354941599e-06+-1.70939430018283e-06i,-3.90147280309834e-06+-3.36273396429925e-06i,-1.60860534230702e-06+-3.2870778212703e-06i,1.63844651673891e-05+-7.39013025002605e-06i,-2.89829593237635e-05+3.25511259750586e-06i,6.7526041053367e-07+-8.62265549594629e-06i,-1.02285703367867e-05+1.24005826851703e-05i,-4.10788187277129e-06+-2.20748374511487e-06i,-2.1901978247746e-06+-2.98689493160931e-06i,-9.11280959522317e-06+-4.35057270198112e-06i,1.18615006731448e-05+-1.21055611876988e-05i,-1.12830070881326e-05+-3.2923291306446e-06i,5.48081751942485e-05+1.85196029714092e-05i,1.97849223934291e-05+4.07858196829679e-06i,-0.000239458342768021+-0.000404199033690152i,-2.23537853490173e-05+-8.33246633453541e-06i,1.81883465495487e-05+-1.29373548308727e-05i,8.02311140175663e-06+-9.36867837550148e-06i,-1.13494849367669e-05+2.74689603136859e-06i,1.08799089722348e-05+-7.87596763896147e-06i,4.50372840677925e-06+-1.03290971336296e-05i,-3.62593214789876e-07+-6.59539418765795e-06i,-1.96032435046238e-05+-8.44209192010191e-06i,-4.9008460972888e-05+4.54624515851994e-06i,2.37833895824267e-05+1.78292117449819e-05i,5.19441813978896e-06+6.15264235535943e-06i,4.53889012354953e-06+5.62720990244207e-06i,5.11451507013818e-06+5.10502311526763e-06i,5.39628850601374e-06+4.16447181893719e-06i,1.97876543345693e-05+-4.05887589803683e-05i,-1.36883824554831e-05+0.00011753815417034i,6.56347347565714e-06+3.30350780396168e-05i,1.11489851589033e-05+2.51292428863285e-05i,9.11803471590645e-06+1.30056079655042e-05i
