x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_1006,f_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_1353,f_1374_6,f_1397_2,f_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
53.7214915172895,-21.4045763960426,31.2,4.07326563723982e-06+-5.73701322138785e-10i,6.7245490373234e-06+6.683516190484e-12i,1.44373599645959e-06+-3.31906876273598e-09i,-1.84413243311424e-05+-1.65056768541794e-08i,0.000107788699043093+-8.47610059050067e-07i,-7.5515726628018e-06+-2.06589242714751e-07i,8.408416398069e-05+-1.05463569115025e-06i,1.68075126556378e-05+-7.02757827915253e-07i,6.74141546193262e-05+-9.60609575488701e-07i,3.7752467374462e-05+-3.38363953441922e-06i,2.95233085885287e-05+-2.45007839053595e-06i,4.30749365223571e-05+-1.63325094634922e-06i,2.56140430715844e-05+-3.26306894361758e-06i,3.07494878682029e-05+-7.35147966178251e-06i,1.73303468733316e-05+-2.07141039123376e-06i,3.21188360935315e-05+-7.0402921246179e-06i,-0.000109024796494954+-9.60399662546501e-06i,0.000128373912234411+2.26930772509072e-05i,2.68223144310747e-05+-5.50814701612168e-06i,1.94840689786562e-05+-9.52310140253006e-06i,1.94529715373225e-05+-9.65140360190456e-06i,-0.000169967113119294+-3.39401471454244e-05i,0.00279779870803246+0.002309156799663i,3.20195483895594e-05+-1.6363066062992e-05i,3.44294931688132e-05+-1.96216255655601e-05i,-0.000118710952219236+8.69772429241943e-05i,9.21943623755109e-06+3.0434853046478e-06i,8.07059402372734e-05+5.55240738749265e-06i,-4.10525316713342e-07+-1.06361567561454e-05i,-5.98650422899793e-05+-4.5441697492322e-06i,-2.16134471822058e-05+-3.52874144610325e-05i,7.08538410665684e-07+-6.33083561317262e-06i,1.10474038208674e-06+-2.27415680620084e-05i,-5.1052529146571e-05+-1.62469557448062e-05i,-3.93225984754244e-05+-2.07906658144056e-05i,-3.02951129642078e-05+2.69544344497626e-06i,-2.20415105013698e-06+-1.64408457046377e-05i,-5.15513265234144e-06+-1.76700054167269e-05i,-2.48808859183906e-05+-2.2962709988868e-05i,-6.38925118816345e-05+-2.98343456247279e-05i,7.39015622124511e-05+-1.01635393216739e-05i,5.59192068829531e-05+-1.76019147121723e-05i,7.13426417031904e-05+-1.86589394203432e-05i,-0.000341707442578479+-6.25170336734019e-06i,-4.78998194733706e-05+-1.38730576573331e-05i
53.7214915172895,-7.13469968796906,31.2,4.32407988573947e-06+-5.96093982784296e-10i,8.72324339583703e-06+-3.79997591111656e-10i,-7.80283797547621e-08+-3.73973212828634e-09i,-1.7257438968718e-05+-1.77475871769864e-08i,0.000122027694104509+-8.73161018002784e-07i,-9.24620456082409e-06+-2.17814705334727e-07i,9.58898897566133e-05+-1.09612052618546e-06i,1.86196375789091e-05+-7.37380298136402e-07i,7.22709818130358e-05+-9.94431980791474e-07i,4.77764654072528e-05+-3.5293127034212e-06i,3.43744589887246e-05+-2.5724601604684e-06i,5.45177070614944e-05+-1.68886279847353e-06i,2.94747593042982e-05+-3.43524146476249e-06i,3.68944322490226e-05+-7.79395477202382e-06i,1.55234556403226e-05+-2.18746283362423e-06i,3.03164220943286e-05+-7.43957532582792e-06i,-9.43751770995921e-05+-1.00887959997229e-05i,0.000159341807838242+2.44038054950334e-05i,3.30079792654486e-05+-5.81893318503576e-06i,2.28531721583768e-05+-1.00926060256346e-05i,2.27984159161342e-05+-1.02294549627873e-05i,-0.00021955204248174+-3.50057861095854e-05i,0.00361427416283974+0.00286005185553715i,3.66852870307153e-05+-1.74227136774113e-05i,3.81417928367258e-05+-2.08879025188405e-05i,-7.11657153563388e-05+9.42016007134151e-05i,2.64519018676701e-05+3.24882313222048e-06i,0.000147232073494843+4.20557845153321e-06i,-3.10076733428314e-06+-1.18587999520718e-05i,-6.18272565626194e-05+-4.76262825099298e-06i,-1.0661788036757e-05+-3.78113703728639e-05i,2.92486533723262e-06+-6.90428298008482e-06i,6.08767932926702e-06+-2.46497645994069e-05i,-6.25883545750745e-05+-2.07961319779989e-05i,-4.62215199275442e-05+-2.20610675417367e-05i,-4.47615073253422e-05+2.94875587253231e-06i,-3.11336152982334e-06+-1.79689027963485e-05i,-4.93559439384119e-06+-1.8828428431115e-05i,-3.6048114176761e-05+-2.50631809328494e-05i,-9.36607376687845e-05+-3.19743301717642e-05i,8.9197589270783e-05+-1.11805813900869e-05i,7.75185703050664e-05+-1.93362317606923e-05i,9.68209504537355e-05+-2.03938903672287e-05i,-0.000438717216280854+-1.03871092958907e-05i,-5.63021320685977e-05+-1.65535107361315e-05i
53.7214915172895,7.13517702010446,31.2,4.33173824808368e-06+-5.97798331367485e-10i,8.81452500889915e-06+-4.10981705336332e-10i,-1.19152754694669e-07+-3.74940160531567e-09i,-1.71953226361022e-05+-1.77882336265193e-08i,0.000122251617171664+-8.74255930248549e-07i,-9.38074594684759e-06+-2.18046090540529e-07i,9.623948161738e-05+-1.0973491087122e-06i,1.86534064959708e-05+-7.38244454055425e-07i,7.2357664495402e-05+-9.94732293882902e-07i,4.80033981079669e-05+-3.53116875697648e-06i,3.4778826477604e-05+-2.57568781351445e-06i,5.4652721082892e-05+-1.68903428746287e-06i,2.97262959902076e-05+-3.43839057759986e-06i,3.75905362435287e-05+-7.8060702262073e-06i,1.50673233888925e-05+-2.19201681634557e-06i,3.02154324129009e-05+-7.44628323209468e-06i,-9.31015894896266e-05+-1.00930561960561e-05i,0.000159472824567345+2.4412844358811e-05i,3.29678061730338e-05+-5.81981120312868e-06i,2.28610710120574e-05+-1.00935028904594e-05i,2.28144854895128e-05+-1.02303899459336e-05i,-0.000221947363947235+-3.49237417969831e-05i,0.00365239555975971+0.00288390573381264i,3.69571143985783e-05+-1.74148128387398e-05i,3.8312528787252e-05+-2.08600339953015e-05i,-6.99017302692558e-05+9.41565963162488e-05i,2.66568604418151e-05+3.22652757349802e-06i,0.000152325851458341+4.03182088064748e-06i,-3.89138217850043e-06+-1.18237743375623e-05i,-6.18636127523051e-05+-4.76815815411051e-06i,-9.9291940652174e-06+-3.77552061756309e-05i,2.91105513331496e-06+-6.9055764479827e-06i,6.25297022844949e-06+-2.46093190294185e-05i,-6.88899165157976e-05+-2.29847966663308e-05i,-4.42581206641713e-05+-2.132265291425e-05i,-4.5552297303591e-05+2.93652870279274e-06i,-3.37910988240055e-06+-1.79256040734028e-05i,-2.29197558140095e-06+-1.82767490466349e-05i,-3.65091265242099e-05+-2.49566802718724e-05i,-9.74005489193217e-05+-3.14920177745958e-05i,8.90068457859705e-05+-1.12072425653232e-05i,7.77367570943747e-05+-1.9198424605511e-05i,9.64204852854082e-05+-2.01601608025021e-05i,-0.000441060914640447+-1.04973247036706e-05i,-5.66136441686701e-05+-1.64974184193395e-05i
53.7214915172895,21.405053728178,31.2,4.08042359749596e-06+-5.76397229733958e-10i,6.89944858779641e-06+-8.11497708146459e-11i,1.36848155783968e-06+-3.30760421492989e-09i,-1.83366670806152e-05+-1.66326203950539e-08i,0.000108061427612583+-8.49064845906941e-07i,-7.88649821826274e-06+-2.067660207231e-07i,8.47511188958087e-05+-1.05631921507745e-06i,1.68532601483786e-05+-7.03911406871616e-07i,6.75159213147949e-05+-9.61401928346196e-07i,3.82254661189136e-05+-3.38426139969846e-06i,3.04882471688864e-05+-2.45653859975763e-06i,4.32365993826634e-05+-1.63426101095041e-06i,2.61992209842045e-05+-3.26978895388329e-06i,3.23662708911681e-05+-7.38223517690686e-06i,1.62743496274155e-05+-2.08074502040526e-06i,3.19352261996709e-05+-7.05972825779469e-06i,-0.000106719716266534+-9.62310738780237e-06i,0.000129234292181763+2.27439753750627e-05i,2.67660869658156e-05+-5.51479901131318e-06i,1.94994758617677e-05+-9.54030363361572e-06i,1.94903137412809e-05+-9.66904159741931e-06i,-0.000177948529768605+-3.3731814350662e-05i,0.00292390261091055+0.00238877393287573i,3.27977537358329e-05+-1.63961371598653e-05i,3.50794632507375e-05+-1.96201752741698e-05i,-0.000118456167436156+8.72654502897006e-05i,9.16194365301703e-06+3.00911859065269e-06i,9.32219787833503e-05+5.13659013307758e-06i,-2.77680129869519e-06+-1.06035477914006e-05i,-5.98094344693319e-05+-4.59853123422044e-06i,-1.9666192312107e-05+-3.54020985355906e-05i,6.53912682881757e-07+-6.36582832350873e-06i,1.33795304697177e-06+-2.28042679462625e-05i,-5.82044391149377e-05+-2.36241436904061e-05i,-3.69694108344603e-05+-1.89824569851825e-05i,-3.1577352283673e-05+2.711667804188e-06i,-2.68054462633061e-06+-1.64860440522021e-05i,-4.17843611031422e-07+-1.63537841701953e-05i,-2.62205297742477e-05+-2.29214214294548e-05i,-7.28081955565897e-05+-2.88769309564157e-05i,7.55469811402695e-05+-1.03615392989926e-05i,5.79570172420821e-05+-1.74788707414337e-05i,7.28086079355659e-05+-1.83370619930131e-05i,-0.000357792186856085+-6.51904420062644e-06i,-5.08201676983834e-05+-1.38600355436829e-05i
53.7214915172895,35.6749304362515,31.2,3.55991436310961e-06+-5.3212989521439e-10i,4.10692814067455e-06+3.06227654530704e-10i,3.22835456428654e-06+-2.51400969401144e-09i,-1.87985381055721e-05+-1.49965492550678e-08i,8.40719460662126e-05+-7.95803969168098e-07i,-5.47718412131519e-06+-1.85562197835326e-07i,6.54105580919194e-05+-9.75387910193335e-07i,1.36541249869497e-05+-6.38783265991293e-07i,5.6962322039369e-05+-8.98798718491449e-07i,2.42442333662586e-05+-3.08331773193738e-06i,2.32853422858938e-05+-2.22556467420115e-06i,2.54815665530402e-05+-1.53083189898671e-06i,1.99288610491582e-05+-2.95360142856506e-06i,2.37190524921735e-05+-6.60095452316729e-06i,1.62255075229538e-05+-1.88052105980025e-06i,3.05782361887664e-05+-6.33452492204456e-06i,-0.000108506358429154+-8.7536917429084e-06i,8.4162004080059e-05+1.97831183769549e-05i,1.78976689476611e-05+-4.95769068230407e-06i,1.42121213061852e-05+-8.53060522860517e-06i,1.42336080459423e-05+-8.64434371774146e-06i,-0.000113841573710036+-3.10361239137412e-05i,0.00185027399724164+0.00164553891427391i,2.45806085387343e-05+-1.45499003816808e-05i,2.73374514912178e-05+-1.73819871197551e-05i,-0.000143223350006884+7.65743966242041e-05i,-7.29827182352213e-06+2.66712899851463e-06i,2.65124145468224e-05+5.90438387403543e-06i,-8.73316820100488e-07+-8.76388069341999e-06i,-5.3676767996257e-05+-4.34725381347668e-06i,-2.90465486931799e-05+-3.14114951503722e-05i,-2.68012698795871e-06+-5.42656205973393e-06i,-6.17694884983234e-06+-1.9662734453468e-05i,-3.20831216569426e-05+-2.28970237589558e-05i,-2.59799356781866e-05+-1.55866771566467e-05i,-1.18286406908501e-05+2.24720441262412e-06i,-2.6574096071919e-06+-1.40053021090529e-05i,-2.26619166208068e-06+-1.34986890070872e-05i,-1.64719672101216e-05+-1.93636558745238e-05i,-4.38087389353767e-05+-2.44141902686581e-05i,5.17603829751301e-05+-8.80304432902195e-06i,3.02771309689573e-05+-1.46075552685396e-05i,3.97296524187757e-05+-1.53739322870084e-05i,-0.000228683480859125+-4.06914248867541e-07i,-4.03634481471296e-05+-9.6518037837835e-06i
53.7214915172895,49.9448071443251,31.2,2.84677044033479e-06+-4.84385242452184e-10i,2.00414404790142e-06+1.37128763365856e-10i,4.01736258800636e-06+-1.57540252791743e-09i,-1.67050374302595e-05+-1.42712749430902e-08i,5.90487938132424e-05+-7.19297248679901e-07i,-3.30118602543424e-06+-1.59143741713381e-07i,4.56344479788125e-05+-8.67700164064959e-07i,1.00639080695287e-05+-5.56101970049759e-07i,4.2660489980052e-05+-8.16497315040028e-07i,1.40214506824879e-05+-2.65897501401481e-06i,1.63733041582526e-05+-1.919999029993e-06i,1.11509413794562e-05+-1.39426940079338e-06i,1.36149209264263e-05+-2.54622593438472e-06i,1.65977626416399e-05+-5.618472129975e-06i,1.24857981364449e-05+-1.6348999105845e-06i,2.38439156182649e-05+-5.378440140149e-06i,-8.39712170019753e-05+-7.58931902517375e-06i,4.60820555011692e-05+1.61637336769484e-05i,1.07147820258928e-05+-4.22224645659479e-06i,9.25670668684085e-06+-7.18127430309039e-06i,9.27681307229782e-06+-7.27484003741638e-06i,-6.71931012919723e-05+-2.61205027536901e-05i,0.00105611375284048+0.00105297290356578i,1.57146478996484e-05+-1.20454531957372e-05i,1.78171816363633e-05+-1.43283681349343e-05i,-0.000113508761673746+6.35771042292913e-05i,-1.03393028924335e-05+2.27327432640942e-06i,4.0170165910641e-06+4.7745600649189e-06i,-1.67450129023831e-06+-6.72378645391875e-06i,-3.96545392811011e-05+-3.97816286038735e-06i,-2.51109554592524e-05+-2.60649314921009e-05i,-4.67992140127425e-06+-4.14064541574879e-06i,-9.23225342391861e-06+-1.53120531108762e-05i,-1.44289484153634e-05+-1.94066692897914e-05i,-1.43515798502896e-05+-1.12794022674429e-05i,-6.32103449609563e-07+1.52716832405672e-06i,-3.48655383796348e-06+-1.05214545909861e-05i,-5.03866025840976e-06+-9.73396123108349e-06i,-1.258875427224e-05+-1.42451534827518e-05i,-2.78999023387212e-05+-1.77810422550166e-05i,2.87346078835339e-05+-6.50131381629001e-06i,1.23005212930099e-05+-1.05913854166368e-05i,1.76747551578452e-05+-1.12347598395763e-05i,-0.000133453882036955+5.23692266581523e-06i,-3.1049813022005e-05+-4.47887834753334e-06i
53.7214915172895,64.2146838523986,31.2,2.08906722709288e-06+-4.50466028199903e-10i,6.86742643761986e-07+-6.58694407535719e-10i,3.5958366218143e-06+-6.19350957399571e-10i,-1.27237143878753e-05+-1.50504571156883e-08i,3.87989209485274e-05+-6.33389151183809e-07i,-1.57751553379118e-06+-1.32914708765763e-07i,2.91937889400064e-05+-7.562467420424e-07i,6.90196887830229e-06+-4.73406637682403e-07i,2.85945830481755e-05+-7.3253194928539e-07i,7.52571440008873e-06+-2.21667677358552e-06i,1.06255429654841e-05+-1.61057521016531e-06i,3.61571653776667e-06+-1.25693370913231e-06i,8.62720485005244e-06+-2.14269567244458e-06i,1.04417841974918e-05+-4.64337550144903e-06i,8.85916249203144e-06+-1.40071672882396e-06i,1.60218070099641e-05+-4.43872863821042e-06i,-5.25999641044083e-05+-6.41046931939907e-06i,2.23985225445012e-05+1.27998842991979e-05i,6.23354433815223e-06+-3.50315638972612e-06i,5.73063288690789e-06+-5.86205628864037e-06i,5.73287273733318e-06+-5.93624143885911e-06i,-3.55739989176298e-05+-2.09089151514556e-05i,0.000523325278526768+0.000627005748696846i,8.56808001568341e-06+-9.6244046143297e-06i,9.57022120409491e-06+-1.13783778011609e-05i,-6.31265003517116e-05+5.16413148978085e-05i,-6.44268271005324e-06+1.92257841303232e-06i,1.27886061253855e-06+3.2284950185783e-06i,-1.67410155771921e-06+-4.89493168247145e-06i,-2.45795370479356e-05+-3.72469754214338e-06i,-1.82220136006708e-05+-2.11312573117868e-05i,-4.07478257425312e-06+-2.93335098438245e-06i,-8.72303988916011e-06+-1.1206963840516e-05i,-9.3344075053141e-06+-1.51731005143353e-05i,-7.67342690237688e-06+-7.37504597432927e-06i,2.24689137466837e-06+6.27611982431162e-07i,-4.23399805369489e-06+-7.36247732335894e-06i,-6.16474688973011e-06+-6.34149318236701e-06i,-1.12267697008619e-05+-9.56582606394077e-06i,-2.0856067198491e-05+-1.16145241463428e-05i,1.31578626503925e-05+-4.39833819998425e-06i,3.3809921570164e-06+-6.99853737033088e-06i,6.2013858846864e-06+-7.51884860315189e-06i,-7.51733763346917e-05+9.04104821580219e-06i,-2.26835774841854e-05+-1.06101248043931e-07i
53.7214915172895,78.4845605604721,31.2,1.49941684107793e-06+-4.3097952327256e-10i,1.54834808483631e-07+-1.98088850419179e-09i,2.63261252263828e-06+2.00590394535345e-10i,-8.62072766784554e-06+-1.70286458981754e-08i,2.58854350141904e-05+-5.63593395479839e-07i,-5.20533650161121e-07+-1.13221616444248e-07i,1.85531461093693e-05+-6.70178988958303e-07i,4.74476710571374e-06+-4.10890831098807e-07i,1.83064390137576e-05+-6.66147157630288e-07i,4.79276313095177e-06+-1.86784204222867e-06i,7.03587081181334e-06+-1.3720165776502e-06i,1.95247950280311e-06+-1.14756448861639e-06i,5.79833478486074e-06+-1.8342955851088e-06i,7.28543471363623e-06+-3.89874938933145e-06i,5.66980514807925e-06+-1.23396048989824e-06i,1.00951870601983e-05+-3.72742625298214e-06i,-2.82338755587119e-05+-5.43497898433592e-06i,9.81635941866679e-06+1.03460743533881e-05i,3.8356438514091e-06+-2.93467038687617e-06i,3.6335675956293e-06+-4.82524278643697e-06i,3.61972148556993e-06+-4.88493646569353e-06i,-2.00031158301955e-05+-1.67071062935023e-05i,0.00026424174984031+0.000396328160906348i,4.37959194810395e-06+-7.71701997304033e-06i,4.66611366326514e-06+-9.05561232846571e-06i,-3.09355046374676e-05+4.22362284023951e-05i,-3.24312654523734e-06+1.74555335741484e-06i,4.69422305803192e-06+2.14726807113653e-06i,-2.56487664626438e-06+-3.49163564159239e-06i,-1.24299958623799e-05+-3.5923459868042e-06i,-1.1235430937853e-05+-1.72995994542432e-05i,-2.90393677916771e-06+-1.94385500186607e-06i,-6.6402179331661e-06+-7.89108295772798e-06i,-9.72540984528333e-06+-1.11479227406867e-05i,-4.50020315896149e-06+-4.19918335023046e-06i,4.84491835807273e-07+-2.46075568665553e-07i,-4.65624022607265e-06+-4.83853288124191e-06i,-6.42823226758785e-06+-3.65194992409202e-06i,-1.01627234613501e-05+-5.88337898393393e-06i,-1.69606883135749e-05+-6.83396663749433e-06i,5.15125359455807e-06+-2.61049353191863e-06i,-1.49561020049705e-07+-4.0278451825434e-06i,1.39090139148471e-06+-4.42945387203138e-06i,-4.6444605214918e-05+1.07256014560143e-05i,-1.68878746988026e-05+3.06292652580342e-06i
53.7214915172895,92.7544372685456,31.2,1.06661092754351e-06+-4.38112093956121e-10i,-7.46032174730355e-08+-3.75292264409342e-09i,1.71311848844039e-06+9.13543407450199e-10i,-5.4292999407299e-06+-1.99378129676819e-08i,1.78461623730306e-05+-5.08427583358608e-07i,7.31885805981656e-08+-9.87516604563855e-08i,1.19026872077487e-05+-6.05357104355498e-07i,3.32050049521167e-06+-3.64420328343045e-07i,1.16192194525983e-05+-6.136402225739e-07i,3.27763492526085e-06+-1.60074000733436e-06i,4.70796432214234e-06+-1.19007468680332e-06i,2.07281101130665e-06+-1.05993816741639e-06i,4.09606364351725e-06+-1.59557362091904e-06i,5.11083591685272e-06+-3.31225585847536e-06i,3.82460024488778e-06+-1.10748369489393e-06i,6.4855326005566e-06+-3.17351758391593e-06i,-1.49872354491115e-05+-4.58727790942846e-06i,3.90057286604849e-06+8.49747368623002e-06i,2.38436585337197e-06+-2.46202936042259e-06i,2.23714752852027e-06+-3.96383352152452e-06i,2.21584275647735e-06+-4.01195451976165e-06i,-1.16734808076192e-05+-1.31850111093547e-05i,0.000130538746099657+0.000258346816597294i,1.90567468416e-06+-6.11203298286796e-06i,1.83821054832653e-06+-7.10246750711608e-06i,-1.48365685893218e-05+3.41492001974802e-05i,-2.0588575581219e-06+1.66038569265084e-06i,4.06671005711878e-06+1.56807111731878e-06i,-2.81079225188875e-06+-2.27664560871715e-06i,-5.98512211660123e-06+-3.40180051630336e-06i,-8.36903758608492e-06+-1.38301949658628e-05i,-2.02088827244246e-06+-1.09180837476039e-06i,-5.36090638759839e-06+-5.04113849857056e-06i,-9.77628745108943e-06+-7.32033910479626e-06i,-3.41985657078907e-06+-1.62470546001755e-06i,-8.13955888962886e-07+-9.18209044182971e-07i,-4.53629059442185e-06+-2.70223590878048e-06i,-5.89310503121967e-06+-1.43746750008771e-06i,-8.65816775459047e-06+-2.79633541913149e-06i,-1.34970278194386e-05+-2.85923320794466e-06i,1.76350513290647e-06+-1.19108504083839e-06i,-1.62952954522517e-06+-1.61877239374976e-06i,-7.81085048043699e-07+-1.924499688942e-06i,-2.7997770426713e-05+1.11529954365933e-05i,-1.14508045384998e-05+5.11786079681575e-06i
53.7214915172895,107.024313976619,31.2,7.76284318037375e-07+-4.44797656703436e-10i,-1.6420798217039e-07+-5.71654216025194e-09i,1.10490818164959e-06+1.63242081181382e-09i,-3.39886814765861e-06+-2.32426513024351e-08i,1.27067121088108e-05+-4.68730244281378e-07i,3.36862753396706e-07+-8.86512594311099e-08i,7.90953634264262e-06+-5.59909461013218e-07i,2.40073343809522e-06+-3.31808615214176e-07i,7.63502304748875e-06+-5.77639253104918e-07i,2.38570020393633e-06+-1.40673531004218e-06i,3.28089909892924e-06+-1.05878048122058e-06i,2.18255689791018e-06+-9.96819263667011e-07i,3.02754236916959e-06+-1.42085855185877e-06i,3.80876700869965e-06+-2.88724865472843e-06i,2.58499730106794e-06+-1.00361658422363e-06i,4.34317046174994e-06+-2.76055376663839e-06i,-8.54017884171925e-06+-3.88426131119685e-06i,1.07423519297211e-06+7.19838740581676e-06i,1.41076179564902e-06+-2.07646929484212e-06i,1.24393724641693e-06+-3.27445011787333e-06i,1.22091929777205e-06+-3.3137377512131e-06i,-8.04778328795123e-06+-1.03754692065004e-05i,7.44331524248513e-05+0.000181959133128777i,4.48924588881042e-07+-4.83847524523999e-06i,2.34330647145432e-07+-5.56654627834575e-06i,-7.3962460761993e-06+2.82506842646786e-05i,-1.76635696552737e-06+1.74301816017175e-06i,2.85068373811425e-06+1.32040536072321e-06i,-2.95110052005017e-06+-1.23361363396766e-06i,-3.05951744599659e-06+-3.19131138261355e-06i,-7.33945294739985e-06+-1.09938491613974e-05i,-1.58127684658409e-06+-3.72443771545468e-07i,-4.61484434676577e-06+-2.79098512358993e-06i,-9.35246763447178e-06+-3.98263122852965e-06i,-2.74300789872786e-06+3.0678291625196e-07i,-1.34459729133246e-06+-1.26431182804993e-06i,-4.09703423543416e-06+-1.01205448301722e-06i,-5.0583328725955e-06+2.80641100273337e-07i,-7.11716745951773e-06+-4.38203216928633e-07i,-1.05904646577804e-05+1.21998508908621e-07i,5.90279299615711e-07+-1.77343051149865e-07i,-1.8560261052675e-06+9.28144830202457e-08i,-1.35787439017417e-06+-1.67065729554905e-07i,-1.67133885550143e-05+1.11857513072807e-05i,-7.11276768673959e-06+6.22713193919094e-06i
59.3758768158251,-107.023836644484,31.2,7.80512827367438e-07+-3.76491849282253e-10i,-1.84777530681413e-08+-4.74127533976886e-09i,1.33367508315553e-06+2.42742805952324e-09i,-3.73682704709272e-06+-2.3654136691998e-08i,1.17661933920757e-05+-4.72976184073251e-07i,1.8304486638345e-07+-8.97941491847825e-08i,8.03952486401339e-06+-5.58474957081264e-07i,2.34206724040368e-06+-3.31844587972919e-07i,7.73038520788079e-06+-6.00090560826239e-07i,2.85799426845919e-06+-1.40785837213392e-06i,3.35099566274131e-06+-1.03646145248317e-06i,1.65538819852532e-06+-1.03067782625415e-06i,2.96291635668292e-06+-1.42422248170658e-06i,4.46927029197767e-06+-2.93445677880288e-06i,1.75458599411163e-06+-9.30020602957931e-07i,4.14315129270869e-06+-2.70202639676038e-06i,-8.66063678372666e-06+-3.97787196753026e-06i,5.51460211954311e-07+7.41096985346085e-06i,1.25518637985281e-06+-2.03614242733067e-06i,1.04636566541278e-06+-3.20891378252397e-06i,1.02565063024581e-06+-3.24696197576771e-06i,-1.02648557935244e-05+-1.0444393138514e-05i,0.000103654571870815+0.000205037010488285i,4.63024647904727e-07+-4.72421837605754e-06i,2.71017705782807e-07+-5.54327328316149e-06i,-1.0751777788159e-05+2.86197838001899e-05i,-2.174653943141e-06+2.06439533443154e-06i,3.84136822522117e-06+1.08412180103398e-06i,-3.77562625453511e-06+-8.83705002062065e-07i,-2.163647815162e-06+-3.00209950160691e-06i,-6.67745612769725e-06+-1.05146371036006e-05i,-1.67383901727847e-06+-2.16979069589645e-07i,-4.37617040544122e-06+-2.79324286523613e-06i,1.74844013502881e-06+3.03045876226148e-06i,-4.62787720321552e-06+-1.48901921749332e-06i,-1.41573094220789e-06+-2.23936167124663e-07i,-4.16758593587888e-06+-4.65373645418257e-07i,-3.38180968594665e-06+-1.63672295268271e-06i,-7.04963216434541e-06+5.35854218985199e-09i,-1.15127840464863e-05+-1.12113011134913e-07i,5.28183320919405e-07+4.07037134178592e-07i,-1.73272586489095e-06+2.65551057803617e-07i,-1.29228778964645e-06+-1.11339106478478e-08i,-1.60517434115044e-05+1.20881296339075e-05i,-6.86653944053436e-06+6.52775201429125e-06i
59.3758768158251,-92.7539599364102,31.2,1.09701129302859e-06+-3.40615994414755e-10i,1.42683699782097e-07+-2.53043870860891e-09i,2.14620908857612e-06+1.76693128886054e-09i,-6.12560055156032e-06+-1.9741543522752e-08i,1.65197166503791e-05+-5.17862888862609e-07i,-1.82863464711804e-07+-1.00373394467947e-07i,1.22887601781865e-05+-6.0745549356394e-07i,3.26973941091349e-06+-3.66445343466061e-07i,1.20584504837802e-05+-6.43748523628132e-07i,4.10754865640341e-06+-1.6103278766033e-06i,4.96751598006856e-06+-1.17829133595931e-06i,1.04202175423621e-06+-1.10390707543525e-06i,4.06203507168746e-06+-1.6122333456196e-06i,6.50742042963069e-06+-3.4178116637322e-06i,2.33655021092123e-06+-1.01619609720648e-06i,6.2904782551568e-06+-3.13207734644236e-06i,-1.55839570351692e-05+-4.73480681972267e-06i,2.8370653309856e-06+8.84902360785882e-06i,2.11205371117598e-06+-2.42109521049305e-06i,1.9351325581971e-06+-3.91490090344627e-06i,1.91764925267639e-06+-3.96200780231495e-06i,-1.63283824462347e-05+-1.32859592080644e-05i,0.000195461402252369+0.000305455644143487i,2.03054506960766e-06+-6.04956385056452e-06i,2.05411715952536e-06+-7.15753211887243e-06i,-2.21522607106782e-05+3.55324493415253e-05i,-2.91034822189169e-06+2.1714713963347e-06i,6.35738359009609e-06+1.28006160453438e-06i,-4.49085367491933e-06+-1.81845163848333e-06i,-4.94468523305635e-06+-3.10793672280264e-06i,-7.14472373179552e-06+-1.34279370160791e-05i,-2.48710552281746e-06+-8.44720194695535e-07i,-5.21222493303232e-06+-5.07104778036438e-06i,1.16376156069654e-06+2.14250946246852e-06i,-5.07224412851952e-06+-3.90471385767927e-06i,-7.05631220200191e-07+5.06838251653463e-07i,-4.77956358520385e-06+-1.98127647179727e-06i,-3.57064280228467e-06+-3.25075355388983e-06i,-8.76406160884534e-06+-2.19625490808018e-06i,-1.47414582660514e-05+-3.16419573817459e-06i,1.67253615147022e-06+-4.15640339229827e-07i,-1.39357235205184e-06+-1.38258654446271e-06i,-5.53577066882086e-07+-1.82542679370792e-06i,-2.89445162691781e-05+1.32923981134416e-05i,-1.17496373952352e-05+5.8445822582405e-06i
