x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_1006,f_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_1353,f_1374_6,f_1397_2,f_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
-166.7995351256,35.6749304362515,31.2,1.52393003186612e-06+4.56283773313665e-09i,1.61032912728592e-05+6.24212252446672e-08i,4.31735566056105e-06+1.44377496150253e-08i,1.46213793458535e-06+4.44723916337652e-08i,-6.84987600749655e-06+-7.22865201932477e-07i,7.90346479743154e-06+-9.23899750914122e-08i,-1.64340075298023e-05+-7.47012732120365e-07i,9.06119890862184e-07+-4.22020971396315e-07i,-6.29721865274301e-06+4.49420080638463e-07i,3.86638399717758e-06+-2.26700876170983e-06i,2.20755594084228e-06+-1.41459167735409e-06i,-6.89487787834289e-06+8.87016849666033e-07i,1.38702002120815e-06+-1.24637960704386e-06i,7.45134814818891e-06+-1.93717143325956e-06i,-3.20908238053525e-06+-2.46233032239223e-06i,3.73157170914639e-06+-4.09644135255515e-06i,-1.62134029535509e-05+8.48897416103246e-07i,-1.24516787058844e-05+9.97635843212657e-06i,-2.41754533455759e-06+-1.76638244517439e-06i,-2.30893959195337e-06+-2.9985037258385e-06i,-2.25484056141314e-06+-3.08201178732008e-06i,4.38490131753292e-05+-3.10542190698665e-05i,-0.000978966902956378+-5.53582386725722e-05i,-7.08294511334522e-06+-1.98095030537859e-06i,-8.54023456983429e-06+-1.30120122655376e-06i,3.87843965638801e-05+-1.75039567082462e-05i,2.5313288582858e-06+-2.95333438953745e-06i,2.65026392008644e-05+5.17788400457465e-06i,-1.09938169466468e-05+-3.71752884982679e-06i,3.41230723251929e-06+-1.06933148041509e-05i,-6.69223984257343e-06+-3.50489675057047e-06i,-4.54248872158713e-06+-1.047410475616e-06i,-1.43699739531314e-05+9.20070046134827e-07i,-3.41301322076357e-06+-7.01564965228502e-06i,6.58259519635534e-06+-3.94355058009428e-06i,3.46411816788482e-06+1.09191775355012e-05i,5.56782018174598e-07+6.40032051748313e-06i,-2.58291631326348e-07+6.8375363730241e-06i,-1.15841383946625e-06+1.01805622179509e-05i,-5.66722327422018e-06+1.6457209280297e-05i,1.59659709188493e-05+-8.16839761535837e-06i,8.05315247035769e-06+-5.87046229315461e-06i,8.57708591868933e-06+-9.22836744732083e-06i,6.19634775974628e-06+8.21037105099814e-05i,1.21267482135301e-05+1.67611917935671e-05i
-166.7995351256,49.9448071443251,31.2,1.3802853020101e-06+4.59897073865603e-09i,1.20657943637959e-05+5.97439677835758e-08i,3.38538038305515e-06+1.35738179548641e-08i,2.19739247244591e-06+4.69145884861923e-08i,-8.15499702542968e-06+-7.01125835067196e-07i,2.96183100401483e-06+-9.57560957302964e-08i,-3.31909482875477e-06+-6.7556289898544e-07i,1.80211631122477e-06+-3.97504307598299e-07i,-6.22554631104491e-06+4.43163238332038e-07i,2.48508872885717e-08+-2.16777485580965e-06i,7.68357108550583e-07+-1.34079770833328e-06i,-6.14304659611831e-06+8.74943502452567e-07i,1.26162459424894e-06+-1.15892523471436e-06i,9.15239425554972e-06+-1.81080748897298e-06i,-5.77741950047734e-06+-2.3146367150444e-06i,2.19017207381725e-06+-3.81058118023498e-06i,-1.67370329557844e-05+9.40620370447054e-07i,9.05437110740176e-08+9.52942146231883e-06i,-1.23520887115726e-06+-1.57230371556144e-06i,-1.65240172848183e-06+-2.67293058798141e-06i,-1.63616778580731e-06+-2.74888677794067e-06i,3.96521142541006e-05+-2.82988569722546e-05i,-0.000886969636410422+-4.45525071600753e-05i,-6.24626656384795e-06+-1.60065114203687e-06i,-7.52690566828344e-06+-9.33662241456557e-07i,3.33090594793552e-05+-1.60321250666462e-05i,2.20125330734686e-06+-2.53731348874121e-06i,2.18746833219597e-05+4.39717703079206e-06i,-9.24400222785543e-06+-2.9409088270598e-06i,2.77336567919686e-06+-9.28437050536949e-06i,-2.18639044205971e-06+-2.93983828110254e-06i,-4.77668561014601e-06+-5.41783219944384e-07i,-1.099346965941e-05+1.43695317910385e-06i,-7.81674229288809e-06+-6.1286735798823e-06i,5.57917382044525e-06+-3.06256488788578e-06i,4.23693813608606e-07+1.04270078825564e-05i,-1.19874136216483e-07+5.95655978096775e-06i,-1.31966376966922e-06+6.44822266809238e-06i,-2.56716262953567e-06+9.42468619391056e-06i,-7.98364908805641e-06+1.50997008495929e-05i,1.48299778435969e-05+-7.18862410512032e-06i,6.63972320498701e-06+-5.20657569191456e-06i,6.8396242245299e-06+-8.00866055784719e-06i,1.1093221916791e-05+7.11883553729761e-05i,1.08116656703203e-05+1.474273771253e-05i
-166.7995351256,64.2146838523986,31.2,1.18284817215065e-06+4.61067737022605e-09i,8.04592385616681e-06+5.54050192498677e-08i,2.41616211000158e-06+1.22013887235522e-08i,2.62104195555368e-06+5.00163350682044e-08i,-8.16178549091523e-06+-6.7071632667901e-07i,-3.81385691961545e-07+-9.96346585275178e-08i,5.15470178088816e-06+-5.95493928285378e-07i,2.17935828484614e-06+-3.6786463207521e-07i,-5.76439920846721e-06+4.36889098977983e-07i,-8.64624938810799e-07+-2.02827470175925e-06i,4.02505566113758e-07+-1.24656933556552e-06i,-5.38529061353062e-06+8.57798597602236e-07i,1.06909931083219e-06+-1.05258246356901e-06i,8.1669186501842e-06+-1.62900184907066e-06i,-5.2905096920135e-06+-2.12358560276564e-06i,1.74580593714746e-06+-3.46931528034734e-06i,-1.3807170675841e-05+1.02130146396379e-06i,-2.22048467194266e-06+8.72761553605404e-06i,-1.54538987813295e-06+-1.33803563259808e-06i,-1.91004796235799e-06+-2.2733578687809e-06i,-1.91089325409297e-06+-2.3413621440616e-06i,1.66812655583238e-05+-2.43495593201333e-05i,-0.000509738430548067+0.000134365197291102i,-5.31983773069039e-06+-1.15734393881638e-06i,-6.48086372086991e-06+-5.11861942069669e-07i,2.99124880157986e-05+-1.41848011909951e-05i,2.05309565601552e-06+-2.04070213448369e-06i,1.53848248307181e-05+3.51967259906465e-06i,-6.67391526872781e-06+-2.0176979772326e-06i,1.55755519472239e-06+-7.60426762813139e-06i,-2.76318507221723e-06+-2.17018698801078e-06i,-3.28613189577208e-06+3.28718758996441e-08i,-4.28472545177896e-06+1.9973068013406e-06i,-9.53455307303552e-06+-4.96840717975781e-06i,3.94916524091429e-06+-2.13286666946729e-06i,-3.47217728536898e-06+9.80283395762163e-06i,-7.68760822744743e-07+5.42579735183505e-06i,-2.23700830988194e-06+5.93618603377446e-06i,-3.48967086335678e-06+8.51209176842501e-06i,-9.16647757556578e-06+1.35282239421049e-05i,1.28720909041281e-05+-6.01963753257619e-06i,5.1936215030495e-06+-4.42204779195425e-06i,5.16396143328699e-06+-6.63785679645901e-06i,1.30098353490669e-05+5.83148317719678e-05i,8.64729386019775e-06+1.22864786672503e-05i
-166.7995351256,78.4845605604721,31.2,9.8610290851598e-07+4.69930768101831e-09i,5.12542487020175e-06+4.99562669267039e-08i,1.6659022090106e-06+1.07270136519713e-08i,2.63486392648669e-06+5.4467213804098e-08i,-6.95521261040327e-06+-6.43975505665269e-07i,-1.66458074758374e-06+-1.0585951603534e-07i,8.08119075791925e-06+-5.17870384512523e-07i,2.11246147283112e-06+-3.39407205090326e-07i,-5.14280510150671e-06+4.29358949450614e-07i,-6.87073848192113e-08+-1.88491272953328e-06i,6.28503563571039e-07+-1.15393122154515e-06i,-4.76401134577794e-06+8.37100741253412e-07i,8.73313085825893e-07+-9.50312420465051e-07i,6.203974268357e-06+-1.44302702583205e-06i,-3.67028036781771e-06+-1.93557005451175e-06i,1.7109594403492e-06+-3.13828667222371e-06i,-1.01640474141043e-05+1.07031723077344e-06i,-7.63599487092704e-06+7.92771625010739e-06i,-2.04172290195033e-06+-1.10930898778675e-06i,-2.24093251183189e-06+-1.87942525233425e-06i,-2.23819111391078e-06+-1.94074943771142e-06i,-4.19021420387752e-07+-2.06687226504566e-05i,-0.000222458161060746+0.000258124664476084i,-4.52309187306366e-06+-7.41870878058318e-07i,-5.50213552457377e-06+-1.26314133106274e-07i,2.46556785459414e-05+-1.24069816727844e-05i,1.55061685817782e-06+-1.57286944053514e-06i,1.11618333542779e-05+2.56029963377468e-06i,-5.17046251197684e-06+-1.17339429222937e-06i,1.63784481439619e-07+-6.02590657173822e-06i,-5.3108273821449e-06+-1.55729179574454e-06i,-1.89545048792021e-06+5.5808516723301e-07i,-1.59839064641423e-06+2.52598527541925e-06i,-8.69575469840064e-06+-3.73266250909594e-06i,3.7195939512029e-06+-1.41067361813322e-06i,-5.57175256402083e-06+9.1192819947267e-06i,-5.7536441997898e-07+4.82707592893048e-06i,-1.91700043881383e-06+5.34767548868774e-06i,-2.5035647810862e-06+7.50512747168041e-06i,-6.73234190765936e-06+1.18415259968328e-05i,9.43362183417506e-06+-4.94284394455008e-06i,4.33926956217563e-06+-3.76346589619672e-06i,4.32197249883597e-06+-5.48206966840185e-06i,1.03324435209782e-05+4.65712673020922e-05i,6.29070189093184e-06+1.00034135474931e-05i
-166.7995351256,92.7544372685456,31.2,7.67921033943321e-07+4.77048062202555e-09i,2.89680884165322e-06+4.30420593845805e-08i,1.03965941774533e-06+8.80917121834429e-09i,2.2935372849168e-06+5.93759774505898e-08i,-4.80305882050817e-06+-6.13986273146014e-07i,-1.68077389091536e-06+-1.12468235866748e-07i,7.61093722205919e-06+-4.40251634006912e-07i,1.77344877833811e-06+-3.10038393588993e-07i,-4.27517673747518e-06+4.20887462804556e-07i,1.14093151487689e-06+-1.73022140952375e-06i,9.70847079017489e-07+-1.05554532848827e-06i,-4.00016456918257e-06+8.12592771084833e-07i,6.68679466498027e-07+-8.43613085557438e-07i,3.97839366652665e-06+-1.24749278533244e-06i,-1.87273451732848e-06+-1.7361043006427e-06i,1.58036860516699e-06+-2.78692440206648e-06i,-6.37559217644732e-06+1.10748194779848e-06i,-1.09537667291114e-05+7.11524068154381e-06i,-2.20197236774274e-06+-8.70377909397152e-07i,-2.32381090502625e-06+-1.46508380542803e-06i,-2.31061539234665e-06+-1.51947925288379e-06i,-8.94923349701811e-06+-1.71259115298482e-05i,-6.24019430136327e-05+0.000299675477988614i,-3.72128182605925e-06+-3.03903664265714e-07i,-4.43554243588285e-06+2.7736153208603e-07i,1.6632495553323e-05+-1.06674356845106e-05i,6.43767000521642e-07+-1.08501863134187e-06i,8.53926133013276e-06+1.44292210423509e-06i,-4.46083156458874e-06+-3.06623235479277e-07i,-1.26645256079055e-06+-4.37821775409262e-06i,-6.88130560685437e-06+-8.96211389682777e-07i,-1.15470595773524e-06+1.07991448948059e-06i,-1.70036535394657e-06+3.02339132536439e-06i,-6.81789617767315e-06+-2.32130330152268e-06i,3.71008893297339e-06+-7.40745514440643e-07i,-5.71163914239187e-06+8.37231768653758e-06i,1.0741330445861e-07+4.18237202851373e-06i,-8.01291747656045e-07+4.6895958309515e-06i,-6.24959559776324e-07+6.414122590511e-06i,-2.76932414437648e-06+1.00727600046417e-05i,5.58053433123475e-06+-3.92019922640787e-06i,3.43094937394845e-06+-3.1199293396901e-06i,3.37541127488724e-06+-4.36302661624698e-06i,9.63633047258189e-06+3.43997270218456e-05i,5.02695200484234e-06+7.43965946932538e-06i
-166.7995351256,107.024313976619,31.2,5.90909644171684e-07+4.93755404638557e-09i,1.59976690210802e-06+3.57787674544677e-08i,6.378925239427e-07+6.98580629657155e-09i,1.85265422474308e-06+6.5328982328315e-08i,-2.81732039603313e-06+-5.94128429484381e-07i,-1.21632402407783e-06+-1.21131993027336e-07i,5.99753026647937e-06+-3.69708382347972e-07i,1.42728973720623e-06+-2.85303652369587e-07i,-3.49998759415801e-06+4.09721102212522e-07i,1.79545034720161e-06+-1.59580108700895e-06i,1.11160005189195e-06+-9.70848077809524e-07i,-3.31095760379407e-06+7.84688246535844e-07i,5.042200656214e-07+-7.53308435245728e-07i,2.48819434440945e-06+-1.08271768571303e-06i,-8.30037791370384e-07+-1.56612093325665e-06i,1.27914966269834e-06+-2.47740101783398e-06i,-3.81673830963582e-06+1.10143658366621e-06i,-1.09052967676601e-05+6.47997808810724e-06i,-2.0324572019859e-06+-6.61172324227877e-07i,-2.19437537355263e-06+-1.10260038978172e-06i,-2.1733549095184e-06+-1.15110450970885e-06i,-1.06894235969326e-05+-1.41827704801311e-05i,-7.6004847526734e-06+0.000281878291381685i,-3.0595589705943e-06+6.50548142580488e-08i,-3.53857899820596e-06+6.08487592659316e-07i,9.95562942982475e-06+-9.07532032010256e-06i,-3.9077332088119e-08+-6.73371560473987e-07i,6.95848856871069e-06+4.10818376823577e-07i,-3.97268125766212e-06+4.11794040195139e-07i,-2.02739182247856e-06+-2.98199926011535e-06i,-6.58525988242852e-06+-4.75501347183033e-07i,-8.56728782480294e-07+1.49184665956584e-06i,-2.21546029587569e-06+3.39748355582267e-06i,-5.22709119103112e-06+-9.97704391342266e-07i,3.70762713088218e-06+-2.99455020501602e-07i,-4.82419007483779e-06+7.57144146427512e-06i,7.46863200625548e-07+3.50878803382777e-06i,2.23223305438771e-07+3.99092708628496e-06i,8.04611899447358e-07+5.30769743920512e-06i,6.69570406157319e-08+8.35175347211191e-06i,3.13182741043691e-06+-3.08110762385068e-06i,2.60619446046045e-06+-2.61403815650408e-06i,2.48349872289805e-06+-3.47777538637516e-06i,1.02090577028298e-05+2.40483690489942e-05i,4.54088312865307e-06+5.13532090877904e-06i
-161.145149827065,-107.023836644484,31.2,6.66456179298484e-07+4.56851029137045e-09i,1.58444688744919e-06+3.16866491140704e-08i,6.62944508296649e-07+4.31537698771088e-09i,2.20308976510546e-06+6.1927433001941e-08i,-3.78069185550349e-06+-5.9287499577336e-07i,-1.73853800601174e-06+-1.22567472307541e-07i,7.48510000921715e-06+-3.87003684295476e-07i,1.59639608810718e-06+-2.95857815106374e-07i,-3.79080245631444e-06+3.92187922148109e-07i,1.98238907762871e-06+-1.63711007159541e-06i,1.19214553005709e-06+-9.85041539944466e-07i,-3.5702936556803e-06+7.53426969466506e-07i,6.15556585759102e-07+-7.99388517702196e-07i,2.65787359405563e-06+-1.11299076149953e-06i,-7.57806563828842e-07+-1.65106394985269e-06i,1.59035922124114e-06+-2.57061518901843e-06i,-4.05626219799042e-06+1.00345486816149e-06i,-1.28529803049142e-05+6.49981814410017e-06i,-2.25092604431415e-06+-7.75810015245341e-07i,-2.33510176483101e-06+-1.27214683816374e-06i,-2.31333510110649e-06+-1.32223517714618e-06i,-1.27644583194925e-05+-1.48305690148562e-05i,1.70790249011366e-05+0.000308270965164212i,-3.15383212819448e-06+-1.77593145593405e-07i,-3.77941303517741e-06+2.92158175697063e-07i,1.28052424203405e-05+-9.5347908044893e-06i,-3.70647564514635e-07+-5.22818114848676e-07i,7.0742749465611e-06+9.64584051255883e-07i,-4.21769541804287e-06+1.12442533727718e-07i,-2.16268618411865e-06+-3.23311492118409e-06i,-7.87149701306946e-06+-8.29728819981969e-07i,-7.79307695272045e-07+1.40246458858902e-06i,-2.75571052846191e-06+3.45643105750185e-06i,9.97298589127764e-06+2.27267266547875e-08i,9.56977447398112e-07+-8.74379199484443e-07i,-6.35724119251814e-06+7.75557802208231e-06i,2.5519467209199e-07+3.81457963399182e-06i,1.10501897181308e-06+3.38586416753293e-06i,2.00536226461357e-07+5.74471720604339e-06i,-1.604479700673e-06+1.0219408327904e-05i,3.23285299043771e-06+-2.53655943628657e-06i,3.04055591222766e-06+-2.59860549542864e-06i,2.76259845513694e-06+-4.11714681601692e-06i,6.08833651636323e-06+2.71027102725891e-05i,3.69787982664754e-06+6.22121783597925e-06i
-161.145149827065,-92.7539599364102,31.2,8.85714314693812e-07+4.44637020500202e-09i,2.91747127831253e-06+3.89748567562465e-08i,1.09464521311501e-06+6.26805895770597e-09i,2.85239664927545e-06+5.64115553865449e-08i,-6.56238661462939e-06+-6.21953837687893e-07i,-2.65621838444338e-06+-1.16456260574803e-07i,1.03174638884954e-05+-4.58587454170014e-07i,2.06334226056293e-06+-3.24035080138833e-07i,-4.72525635951459e-06+4.01172732824706e-07i,1.15284530534354e-06+-1.79161192351469e-06i,1.01094546492186e-06+-1.08477805533244e-06i,-4.36672058692475e-06+7.79578257611628e-07i,8.11975717729539e-07+-9.04901854135832e-07i,4.41981622737821e-06+-1.30532157434094e-06i,-1.9489696565771e-06+-1.84856881632974e-06i,2.0250234055939e-06+-2.92708577386681e-06i,-6.94276421235383e-06+9.78594721300686e-07i,-1.39002359205113e-05+7.22745997343793e-06i,-2.56875256914883e-06+-1.01911093297575e-06i,-2.57562494429747e-06+-1.68878863117433e-06i,-2.56398614747203e-06+-1.74596654438185e-06i,-1.37003306827018e-05+-1.80028467471645e-05i,-5.63994443633858e-07+0.000354593768439536i,-3.90802909727295e-06+-6.18460614948576e-07i,-4.84968343305509e-06+-1.13397641015524e-07i,2.16449902239714e-05+-1.11692915844828e-05i,3.86053256277104e-07+-9.93548519783633e-07i,8.50684211835373e-06+2.185067725684e-06i,-4.57726163290544e-06+-7.33530264929223e-07i,-1.30367036792975e-06+-4.82003998920602e-06i,-8.83879616799252e-06+-1.43193120803587e-06i,-8.46583436758084e-07+9.28841935624261e-07i,-1.76212710910806e-06+3.05994234214222e-06i,1.1714530643051e-05+-2.76521420959414e-07i,4.75313568196247e-07+-1.73607122219299e-06i,-8.07036253133415e-06+8.58448205674873e-06i,-6.42190101980944e-07+4.52143735870977e-06i,6.90365845189416e-07+4.12425499372151e-06i,-1.54308895856338e-06+6.91448830378269e-06i,-5.31992087081429e-06+1.2186640874201e-05i,5.79520653882843e-06+-3.30213125882309e-06i,4.12412531251158e-06+-3.15295527532035e-06i,4.02250190285194e-06+-5.24931687338713e-06i,2.92425205288788e-06+3.87404516984147e-05i,3.51397440993357e-06+8.95188855332558e-06i
-161.145149827065,-78.4840832283367,31.2,1.13577149038546e-06+4.33975173378616e-09i,5.53402565930282e-06+4.4745231693728e-08i,1.78542960745531e-06+7.82765713665133e-09i,3.21869484430139e-06+5.1562270246326e-08i,-8.80025509348659e-06+-6.57742806237849e-07i,-2.5985792012052e-06+-1.1270992319643e-07i,1.09160496696785e-05+-5.37989656910753e-07i,2.49733013595046e-06+-3.57267498929405e-07i,-5.77411514817941e-06+4.06150247659181e-07i,-4.97790073427327e-07+-1.96922564570376e-06i,5.59793318796879e-07+-1.20029844653703e-06i,-5.24846567869363e-06+8.00462356581939e-07i,1.03005859975425e-06+-1.03004463335917e-06i,7.20801423003713e-06+-1.53907238157655e-06i,-4.24847520175277e-06+-2.07967934693338e-06i,2.11323231472077e-06+-3.33369705025545e-06i,-1.15222938350109e-05+8.99242320237357e-07i,-8.90875303274426e-06+8.18677559362988e-06i,-2.24722906680867e-06+-1.30297083142546e-06i,-2.40346040574001e-06+-2.17458739258625e-06i,-2.40550997655087e-06+-2.24001252846881e-06i,-2.8354473036162e-06+-2.204521974883e-05i,-0.000199323480972575+0.0002959027979203i,-4.87745816339184e-06+-1.14404787864416e-06i,-6.08311790489592e-06+-6.03709427594579e-07i,3.13176490902292e-05+-1.30361580108121e-05i,1.30132703793366e-06+-1.57225811974632e-06i,1.15422594634992e-05+3.51951990352443e-06i,-5.35349459299328e-06+-1.76732582730362e-06i,4.36477474300352e-07+-6.70151989537723e-06i,-6.46500364045358e-06+-2.2736446174438e-06i,-1.80632181165314e-06+3.17677822610896e-07i,-1.21356869641145e-06+2.48008382451684e-06i,1.35728280800478e-05+-1.08042988817932e-06i,-6.44210741870388e-07+-2.77854076138717e-06i,-8.16893473044033e-06+9.42792625078893e-06i,-1.69012521984238e-06+5.24516686856868e-06i,1.09125855275514e-07+4.90329910496505e-06i,-4.1137261809065e-06+8.12918207767618e-06i,-1.08024205920102e-05+1.41975963119347e-05i,1.05589457716822e-05+-4.28533624730261e-06i,5.05962775959424e-06+-3.83550239372431e-06i,4.97460122038143e-06+-6.58845729215939e-06i,4.06494198135148e-06+5.2680175258769e-05i,4.99813170844522e-06+1.20118157457371e-05i
-161.145149827065,-64.2142065202632,31.2,1.39270610197475e-06+4.30275412593261e-09i,9.19325363120292e-06+5.00958061079244e-08i,2.69895813189543e-06+9.44483824537158e-09i,3.25946522019515e-06+4.75613649967847e-08i,-1.04064547998057e-05+-6.96797092611618e-07i,-1.18703325358913e-06+-1.09566633498446e-07i,7.91940964654999e-06+-6.22983423305063e-07i,2.67990860932061e-06+-3.92065032142673e-07i,-6.70168555965884e-06+4.10985745781299e-07i,-1.87374312439917e-06+-2.14750465268316e-06i,2.14932368961285e-07+-1.31766912865997e-06i,-6.12452558359488e-06+8.19696066362998e-07i,1.23236415082998e-06+-1.15756502755409e-06i,1.00653177554155e-05+-1.77421012018278e-06i,-6.68393717556003e-06+-2.31597026139877e-06i,2.06555559291334e-06+-3.74183285873265e-06i,-1.6655652521077e-05+8.04111651450346e-07i,-9.90607367655709e-07+9.21914378741494e-06i,-1.54451149489073e-06+-1.58520413075455e-06i,-1.96525623623201e-06+-2.65632346618377e-06i,-1.97185249361376e-06+-2.73043264118785e-06i,1.94640866207822e-05+-2.6507126517058e-05i,-0.00057052992600768+0.000130160336418528i,-5.95791060190421e-06+-1.66650091834357e-06i,-7.31752591575702e-06+-1.09137095216504e-06i,3.91271436190441e-05+-1.49495828264181e-05i,2.02460561232101e-06+-2.16381053311597e-06i,1.68594471105932e-05+4.71056157297574e-06i,-7.06347339012388e-06+-2.82299417499258e-06i,2.45808679216794e-06+-8.62883671392671e-06i,-3.03467459392567e-06+-3.19671289728152e-06i,-3.45540704292144e-06+-3.20430384333094e-07i,-4.10128713290487e-06+1.84956518400143e-06i,1.68034783431051e-05+-2.27410387223047e-06i,-8.81027464918576e-07+-3.85775400978535e-06i,-6.10786201708971e-06+1.01942119790521e-05i,-2.0803080164446e-06+5.89514045005399e-06i,-9.75786884943757e-08+5.6209106310542e-06i,-5.71814161327205e-06+9.23734899004565e-06i,-1.46889405800286e-05+1.60136745764836e-05i,1.54093457089471e-05+-5.44471342941236e-06i,6.27112013860642e-06+-4.6250653736263e-06i,6.25841903622288e-06+-8.02977901879622e-06i,5.356022599703e-06+6.69928160235262e-05i,7.4007516332582e-06+1.49388014439862e-05i
-161.145149827065,-49.9443298121896,31.2,1.62400451499248e-06+4.30164529737035e-09i,1.38629633302249e-05+5.41642249097151e-08i,3.77607241419714e-06+1.08434517860424e-08i,2.75960383204274e-06+4.45523556576071e-08i,-9.90334334997069e-06+-7.32950389225114e-07i,2.80229286284784e-06+-1.07424935950492e-07i,-1.92115804042834e-06+-7.09471005837746e-07i,2.31281201635362e-06+-4.25836718977571e-07i,-7.52943934361685e-06+4.14667115252586e-07i,-7.43025528005984e-07+-2.30543993805226e-06i,7.88358909206321e-07+-1.42769862687821e-06i,-7.3360662001364e-06+8.33950780489715e-07i,1.38351494406336e-06+-1.28018843453528e-06i,1.14193362709637e-05+-1.98782979952579e-06i,-7.44187047457981e-06+-2.5366987811904e-06i,2.53551846427741e-06+-4.13325975976256e-06i,-2.07418197584857e-05+6.82456056981997e-07i,2.41112359159769e-06+1.0159148314976e-05i,-1.1391520728924e-06+-1.85792921384539e-06i,-1.62300616396987e-06+-3.11654622654835e-06i,-1.60637897854498e-06+-3.2001234194304e-06i,4.93557990974254e-05+-3.10701466388261e-05i,-0.00105570426966148+-0.000109881273715107i,-7.06060462642425e-06+-2.19261612904629e-06i,-8.47310422467308e-06+-1.58963114232656e-06i,4.33681511957416e-05+-1.67856010755001e-05i,2.28809646297924e-06+-2.7608113073069e-06i,2.46921545433978e-05+5.74136562415487e-06i,-1.00971513567788e-05+-3.92621063125465e-06i,4.03657243601038e-06+-1.05288490042943e-05i,-2.57876404269066e-06+-4.1785408582526e-06i,-5.10831046550724e-06+-9.95906897834302e-07i,-1.2222248451981e-05+1.14846854495594e-06i,2.14821951330508e-05+-3.81649951237136e-06i,1.08349491311522e-06+-4.90823600528251e-06i,-1.7600449206184e-06+1.07710483008516e-05i,-1.27320062284181e-06+6.39983067796611e-06i,4.39285531090929e-07+6.20858020398079e-06i,-4.72699760567406e-06+1.00995500980221e-05i,-1.36809527061706e-05+1.73193662558818e-05i,1.78579238448919e-05+-6.58280596773934e-06i,8.0764442552663e-06+-5.39513674294362e-06i,8.45928318804066e-06+-9.39023527507497e-06i,9.76755066722724e-07+8.08317494640202e-05i,9.35210880863296e-06+1.76802384324042e-05i
-161.145149827065,-35.6744531041161,31.2,1.77766596587119e-06+4.27474383465893e-09i,1.88001348905542e-05+5.6406346351826e-08i,4.89861172411063e-06+1.17234332142061e-08i,1.7544481426875e-06+4.23401982445719e-08i,-7.90045704562811e-06+-7.57249418209843e-07i,9.03102389028425e-06+-1.0512699436308e-07i,-1.84201508064577e-05+-7.86333576531403e-07i,1.18187695346471e-06+-4.52609842841247e-07i,-7.61210045692753e-06+4.2136331177434e-07i,3.99770893004024e-06+-2.41160479228509e-06i,2.62339241165542e-06+-1.51061146625165e-06i,-8.27789658813304e-06+8.46365883340969e-07i,1.46582333770837e-06+-1.37545432087086e-06i,9.33253686828306e-06+-2.12503420986223e-06i,-4.39614097318856e-06+-2.70010136622794e-06i,4.21707970735852e-06+-4.44909024508246e-06i,-2.0424082035837e-05+5.75611114712667e-07i,-1.1164912677919e-05+1.06601997197511e-05i,-2.40474888452238e-06+-2.07156250836579e-06i,-2.23621940498141e-06+-3.47284802384462e-06i,-2.17658406798371e-06+-3.56488602197288e-06i,5.93771086846315e-05+-3.42480199313149e-05i,-0.0012381037908398+-0.00017325614814546i,-7.91269573128556e-06+-2.60788417910439e-06i,-9.49483665072165e-06+-1.97478171076222e-06i,4.79347080456749e-05+-1.82906684471846e-05i,2.7600451071783e-06+-3.25460809553577e-06i,3.08870463086553e-05+6.58475036597928e-06i,-1.25218311516545e-05+-4.82014090122382e-06i,4.88095432877018e-06+-1.20766864789712e-05i,-6.74972491367088e-06+-4.81511221582365e-06i,-5.27481629296227e-06+-1.55747705972621e-06i,-1.83794613088323e-05+5.40743850333044e-07i,2.15073051078892e-05+-5.21998579824509e-06i,3.58051251172262e-06+-5.66369009907686e-06i,3.89307676461637e-06+1.13743677659128e-05i,1.64676561177994e-07+6.86174071459595e-06i,1.47499088326195e-06+6.77179058444394e-06i,-1.861993812484e-06+1.08620327785302e-05i,-8.85509313396092e-06+1.838021068902e-05i,1.80052300978433e-05+-7.66283488915116e-06i,9.81977253110627e-06+-6.09268997095131e-06i,1.07151736675162e-05+-1.05456940290035e-05i,-5.69802770614489e-06+9.2765328098268e-05i,1.09305860739894e-05+1.9888379231903e-05i
