x,y,f1_106,f2_181,f3_280,f4_370,f5_493,f6_679,f7_725,f8_836,f9_979,f10_1191,f11_1369
0,-0.136,0.00203769814824765,0.00181718027410654,0.00964239752455225,0.00947648590673035,0.00370189813935008,0.00270133890462394,0.010506360766557,0.00145877172970582,0.00371865239056253,0.00844358932476077,0.00196758262652088
0,-0.119,0.0017222654167607,0.00124770302472145,0.0042048120090533,0.00377186446870849,0.000800692964195694,0.00196241437105109,0.00250197527832061,0.00184783163161489,0.0217203968490615,0.0079001565084242,0.00759269759887025
0,-0.079,0.00145677093863574,0.000676158844837648,0.000304231330181538,0.0194304339133985,0.00393366096146545,0.00158855044269532,0.00766440237805961,0.00217387322381219,0.0145358277097509,0.00639370224910635,0.0013472461230317
0,-0.04,0.00138526070879898,0.00046651662049297,0.001144215644397,0.0300313263594228,0.00487695585848508,0.00164465795269707,0.00788766563259662,0.00172638780347967,0.00574494872793535,0.00608819378240074,0.00244197382922516
0,0,0.0010336794196739,0.000101876656081488,0.0020408998419183,0.0492736082156821,0.00505719210181734,0.000866775036256019,0.00446337290511907,0.000411706807121098,0.0114992413576482,0.00858067129714505,0.00245903145166764
0,0.05,0.00107718588536825,0.000171245459026475,0.00131112637684184,0.0433077081116613,0.00401258883995484,0.00166930901019116,0.000254002994705538,0.00030275698391496,0.00805670715598262,0.00881754225449175,0.00247646791899687
0,0.08,0.00131810222128132,0.00114595472604366,0.000919577531507381,0.0125155137650187,0.00507617083277298,0.0029872744025197,0.00143235558770885,0.0023655026771021,0.00442194444961522,0.00721220265037168,0.0093471651765375
0.027,-0.027,0.00120233516407818,0.000202942991587363,0.00200795309244143,0.0402384766289566,0.00468895081135341,0.00148152985078303,0.0044125455083577,0.000678186834085511,0.00898594152644447,0.00125641294434015,0.00237004234015539
0.027,0.028,0.00113821398367067,0.000262089126832788,0.00106617614018652,0.042657880300046,0.00329021920266359,0.000713636634132465,0.000839189687209664,0.000455795425843234,0.0104579517796689,0.00290224068866072,0.00206600766716149
0.04,-0.041,0.00179339838209547,0.000980824427407382,0.00602541265360309,0.0053627003924336,0.00238386515208967,0.00300707433250665,0.00254738117767359,0.000553744312931645,0.00230522174618048,0.0118847375262086,0.00421628415085853
0.042,0,0.00139922685913874,0.000781454586373482,0.0026653345842541,0.0178189532359314,0.00206866758308523,0.00182466365235664,0.00247927129828225,0.00128379869825356,0.00588375890039385,0.0109959017115485,0.00445195709119824
0.048,-0.081,0.00179185267776815,0.000970606575812884,0.00495939904296307,0.00733746604227748,0.00287664925985208,0.00178175561264062,0.00240605843670273,0.00117455786694705,0.0062880385091757,0.0075848250678407,0.00339122387523041
0.049,0.079,0.00191727319099783,0.000897403837231837,0.00208420884917597,0.00386344434079492,0.00602765895332221,0.00317943575650638,0.00695713609510283,0.000636907908084951,0.0147433216827761,0.00309373763090416,0.00870818789083905
0.05,-0.121,0.00206382541592861,0.00137565743409968,0.00104348118330339,0.0202567553239819,0.000842569960846279,0.0019772786482061,0.00701028806216902,0.001344487451079,0.00841491308165646,0.0082612520997608,0.00114120776770451
0.05,0.049,0.00137321715558533,0.000754725697445079,0.000855230153149932,0.0287861737209914,0.00242002215128506,0.00167551750012331,0.00362860521494993,0.00075281721752096,0.00276114955466546,0.0044499948180504,0.00384023641874808
0.072,-0.098,0.00229085338238414,0.0014944290170505,0.00798127892745997,0.0490947441307671,0.0012453847022941,0.00127314305658586,0.00455048501834299,0.00119365843697405,0.0019944746553646,0.0112828725768243,0.00142792976385053
0.076,0.078,0.00218434539581168,0.00108060563158313,0.00304024423135132,0.0236455727417693,0.00896821314568398,0.00108023155645878,0.00197404598878139,0.000610195104919784,0.00489760328602023,0.00485015019695766,0.00614850243458405
